sentence,sentiment,opinion,aspect,subjectivity
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,like,quality,0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,Nice,blouse,0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,well,blouse,0
I like the shoe overall .,POS,like,shoe,0
I like the shoes very much .,POS,like,Shoes,0
I like the style and color .,POS,like,color,0
I like the style and color .,POS,like,style,0
"I like the transition foot , because I can roll the tights up and wear flip flops going to and from class .",POS,like,foot,0
"I like the transition foot , because I can roll the tights up and wear flip flops going to and from class .",POS,like,transition,0
I like them .,POS,like,them,0
I like them and have three pairs .,POS,like,them,0
I like them but not a good fit for my AA foot .,NEG,a,them,0
I like them but not a good fit for my AA foot .,NEG,fit,them,0
I like them but not a good fit for my AA foot .,NEG,good,them,0
I like them but not a good fit for my AA foot .,NEG,not,them,0
I like them but not a good fit for my AA foot .,POS,like,them,0
I like them so much better than the ones with the ties in front .,POS,like,them,0
I like them so much that I bought two more pairs - one in navy and another in black .,POS,like,them,0
"I like these , the fit is perfect for me , I 'm 5 ' 8 at 175 lbs , I ordered a large .",POS,like,,0
"I like these , the fit is perfect for me , I 'm 5 ' 8 at 175 lbs , I ordered a large .",POS,perfect,,0
"I like these , they are not as shimmery as I thought they would be tough .",NEG,Shimmery,They,0
"I like these , they are not as shimmery as I thought they would be tough .",POS,like,They,0
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,,price,1
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,like,,0
I like these better than the footless ones because I can choose either way .,POS,like,,0
"I like these for so many uses , from church to grocery store trips .",POS,like,,0
I like these tights .,POS,like,tights,0
I like these very much but they are just a tiny bit too small .,NEG,a,they,0
I like these very much but they are just a tiny bit too small .,NEG,bit,they,0
I like these very much but they are just a tiny bit too small .,NEG,small,they,0
I like these very much but they are just a tiny bit too small .,NEG,tiny,they,0
I like these very much but they are just a tiny bit too small .,NEG,too,they,0
I like these very much but they are just a tiny bit too small .,POS,like,they,0
I like this blouse better in person .,POS,better,blouse,0
I like this blouse better in person .,POS,like,blouse,0
I like this sweatshirt .,POS,like,sweatshirt,0
I like wearing them .,POS,like,them,0
I liked that they are long enough .,POS,Liked,they,0
I liked that they are long enough .,POS,long,they,0
I liked them so much that I purchased 2 pair of them .,POS,Liked,them,0
I liked these so much that I went back and bought the black and beige too .,POS,Liked,,0
I looked at dozens and liked this one immediately.I think she will be very pleased .,POS,Liked,one,0
I looked at dozens and liked this one immediately.I think she will be very pleased .,POS,Liked,this,0
I lost my character shoes-it had been almost 10 years since I 've needed any-and I 'm happy to finally have some more !,POS,happy,,0
I love a good shiny hose that covers any imperfection in the leg .,POS,good,hose,0
I love a good shiny hose that covers any imperfection in the leg .,POS,love,hose,0
I love a good shiny hose that covers any imperfection in the leg .,POS,Shiny,hose,0
I love having the option to dance with toes in or out !,POS,love,,0
I love it !,POS,love,,0
I love mine and have bought several pairs over the years .,POS,love,mine,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,comfortable,sweatshirts,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,lightweight,sweatshirts,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,love,sweatshirts,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,Very,sweatshirts,0
I love that I can wear these over the foot or folded up on my ankle !,POS,love,,0
I love that these tights are durable and can go in the dryer !,POS,durable,tights,0
I love that these tights are durable and can go in the dryer !,POS,love,tights,0
"I LOVE the color , I ordered it because it 's still cold in my area and it meets every type of climate , rain , snow , wind , etc ...",POS,,,1
"I LOVE the color , I ordered it because it 's still cold in my area and it meets every type of climate , rain , snow , wind , etc ...",POS,love,color,0
I love the color ... blends well with tan legs in the summer .,POS,blends,color,0
I love the color ... blends well with tan legs in the summer .,POS,love,color,0
I love the color ... blends well with tan legs in the summer .,POS,well,color,0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,comfortable,,0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,heavy,,0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,light,,0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,love,,0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,not,,0
I love the fact that their heel isn't overly high too .,POS,high,heel,0
I love the fact that their heel isn't overly high too .,POS,isn't,heel,0
I love the fact that their heel isn't overly high too .,POS,love,heel,0
I love the fact that their heel isn't overly high too .,POS,overly,heel,0
"I love the freedom these tights provide , they can become leggings with a simple adjustment if you have to go barefoot .",POS,love,tights,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,back,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,foot,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,heel,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,of,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,part,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,squar-ish,0
"I love the heel and the back of the foot , that squar-ish part .",POS,love,the,0
"I love the little bit of sheen they have , it dresses them up a lot",POS,love,They,0
I love the look .,POS,love,look,0
I love the look and feel of this top .,POS,love,feel,0
I love the look and feel of this top .,POS,love,look,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",NEG,small,shoe,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",NEG,too,shoe,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,love,construction,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,love,look,0
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",NEG,,area,1
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",NEG,,crotch,1
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",POS,love,tights,0
I love the material .,POS,love,material,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,love,color,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,love,shimmer,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,love,toast,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",POS,,shirt,1
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",NEG,loose,seam,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",POS,love,shirt,0
"I love the shoes , it 's just that I should have ordered an 8W .",POS,love,shoes,0
"I love the style , looks dressy even as a low heel .",POS,dressy,,0
"I love the style , looks dressy even as a low heel .",POS,love,style,0
I love the thickness of these tights !,POS,love,thickness,0
I love the way this sandal looks and fits .,POS,love,sandal,0
I love them .,POS,love,them,0
I love them already !,POS,love,them,0
I love them very cool boots,POS,cool,boots,0
I love them very cool boots,POS,love,them,0
I love them very cool boots,POS,very,boots,0
"I love these , this time they ran a little large",NEG,a,they,0
"I love these , this time they ran a little large",NEG,large,they,0
"I love these , this time they ran a little large",NEG,little,they,0
"I love these , this time they ran a little large",POS,love,they,0
I love these .,POS,love,,0
I love these Life Stride Sandals .,POS,love,sandals,0
I love these sandals !,POS,love,sandals,0
I love these sandals and am unhappy that they are discontinued .,POS,,They,1
I love these sandals and am unhappy that they are discontinued .,POS,love,sandals,0
I love these shoes .,POS,love,Shoes,0
"I love these shoes and have them in blue , white and black .",POS,love,Shoes,0
I love these shoes and wear them all the time .,POS,love,Shoes,0
"I love these tights , I used them almost exclusively and have never looked back to regular nylons since .",POS,love,tights,0
"I love these tights , nice and sturdy and can put up with a beating .",POS,love,tights,0
"I love these tights , nice and sturdy and can put up with a beating .",POS,nice,tights,0
"I love these tights , nice and sturdy and can put up with a beating .",POS,sturdy,tights,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,comfortable,tights,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,love,tights,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,so,tights,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,soft,tights,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,TRUE,size,0
I love these tights .,POS,love,tights,0
I love these tights they make your legs look great !,POS,great,tights,0
I love these tights they make your legs look great !,POS,love,tights,0
I love this and wear it all the time .,POS,love,,0
I love this brand of dance tights !,POS,love,brand,0
"I love This sandal , I own it in white , beige , red and now navy .",POS,love,sandal,0
I love this sandal .,POS,love,sandal,0
I love this shoe !,POS,love,shoe,0
I love this style but other brands do not always fit right .,NEG,,brands,1
I love this style but other brands do not always fit right .,NEG,,other,1
I love this style but other brands do not always fit right .,POS,love,style,0
I love this watch !,POS,love,watch,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,,,1
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,best,tights,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,love,tights,0
I loved it then and love it now !,POS,love,,0
I loved it then and love it now !,POS,loved,,0
I loved the shoes I just expected them to be a little wider .,POS,loved,Shoes,0
"I loved them enough to get size B , and they 're PERFECT .",POS,perfect,they,0
I loved them.I wear the sandals about twice a week and today the strap broke .,NEG,,strap,1
I loved them.I wear the sandals about twice a week and today the strap broke .,POS,loved,them.I,0
I 'm 110 lbs and only 5 ' and the waist band to fit my legs properly is worn as high as my waist .,NEG,,,1
I 'm 5 ' 3 and 135 and the size B fits perfectly .,POS,perfectly,B,0
I 'm 5 ' 3 and 135 and the size B fits perfectly .,POS,perfectly,size,0
"I 'm 5 ' 4 and 125 , ordered an XL ( have never worn anything bigger than a medium in my life ) , still pretty tight around the waist .",NEG,pretty,,0
"I 'm 5 ' 4 and 125 , ordered an XL ( have never worn anything bigger than a medium in my life ) , still pretty tight around the waist .",NEG,tight,,0
"I 'm 5 ' 7 and 117 pounds , normal size is XS or S in clothes ( size 2-6 depending on cut/style ) and yet I got large/extra large and am glad I did - there is a size chart on the back that confirms that was right choice .",POS,glad,,0
"I 'm 5 ' 7 and a little under 130 lbs , I hold most if my weight in my bottom and thighs , the medium works perfect .",POS,perfect,medium,0
"I 'm 5 ' 7 and a little under 130 lbs , I hold most if my weight in my bottom and thighs , the medium works perfect .",POS,perfect,the,0
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,POS,,thighs,1
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,NEG,a,waist.It,0
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,NEG,bit,waist.It,0
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,NEG,snug,waist.It,0
I 'm 5 ' 9 165 and I got size D and they fit perfectly .,POS,perfectly,they,0
I 'm a 7 so I ordered a 7.5 W. They fit wonderfully .,POS,wonderfully,They,1
I 'm a beginner dancer and they are so comfortable I could wear them all day .,POS,,them,1
I 'm a beginner dancer and they are so comfortable I could wear them all day .,POS,comfortable,they,0
I 'm a beginner dancer and they are so comfortable I could wear them all day .,POS,so,they,0
"I 'm a size 6 , 36 chest , and this size small swallowed me .",NEG,,size,1
"I 'm a size 6 , 36 chest , and this size small swallowed me .",NEG,,small,1
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,very,boots,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,very,of,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,very,the,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,very,tops,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,wide,boots,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,wide,of,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,wide,the,0
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,wide,tops,0
I 'm about 5 ' 4 and 130 lbs and they fit perfectly .,POS,perfectly,they,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,NOT,fabric,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,opaque,fabric,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,stretchy,fabric,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,thicker,fabric,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,very,fabric,0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,perfect,Lorac,0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,perfect,Tantalizer,0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,well,light,0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,well,toast,0
I 'm fairly light skinned and the toast is not too dark .,POS,dark,toast,0
I 'm fairly light skinned and the toast is not too dark .,POS,not,toast,0
I 'm fairly light skinned and the toast is not too dark .,POS,too,toast,0
I 'm going back to the site and order a few more colors .,POS,,,1
I 'm HAPPY !,POS,happy,,0
I 'm happy with this purchase .,POS,happy,purchase,0
"I 'm not even sure how to explain the problem : Even at the tightest supplied hole , it 's way too loose .",NEG,loose,,0
"I 'm not even sure how to explain the problem : Even at the tightest supplied hole , it 's way too loose .",NEG,too,,0
I 'm not saying these will last 30 years but they are a great shoe .,POS,great,shoe,0
I 'm only 5 ' 2 so they give me just a comfortable platform .,POS,comfortable,they,0
I 'm so happy !,POS,happy,,0
I 'm so happy !,POS,so,,0
"I 'm usually a size six , but just barely am a Large/XL based on the sizing chart on the package , which seems to be about right ( they are just a little too small , no matter how I try to stretch them ) .",NEG,a,they,0
"I 'm usually a size six , but just barely am a Large/XL based on the sizing chart on the package , which seems to be about right ( they are just a little too small , no matter how I try to stretch them ) .",NEG,little,they,0
"I 'm usually a size six , but just barely am a Large/XL based on the sizing chart on the package , which seems to be about right ( they are just a little too small , no matter how I try to stretch them ) .",NEG,small,they,0
"I 'm usually a size six , but just barely am a Large/XL based on the sizing chart on the package , which seems to be about right ( they are just a little too small , no matter how I try to stretch them ) .",NEG,too,they,0
I 'm very glad I did -- they fit perfectly.These do n't seem like they 're necessarily the best quality shoes -- which is to say that I think they 're better for casual or beginning dancers who wo n't be as rough on them as professional or competitive dancers would be .,POS,perfectly.These,They,0
I 'm very irritated with this product .,NEG,irritated,product,0
I 'm very irritated with this product .,NEG,Very,product,0
I 'm very please with this purchase .,POS,please,purchase,0
I 'm very please with this purchase .,POS,Very,purchase,0
I 'm very pleased with it and will probably order the other color I put off waiting to see if this one fit .,POS,pleased,,0
I 'm very pleased with it and will probably order the other color I put off waiting to see if this one fit .,POS,very,,0
I 'm very pleased with the quality .,POS,pleased,quality,0
I 'm very pleased with the quality .,POS,Very,quality,0
I 'm very white and it blended well with my skin tone so very impressed .,POS,,,1
I might even buy another pair in a different color .,POS,,,1
I needed a navy pair to wear when I am working conferences and these are great .,POS,great,,0
I needed a red shoe to wear at my Red Hat meeting and this one will be just what I need this spring and summer .,POS,,one,1
I needed a red shoe to wear at my Red Hat meeting and this one will be just what I need this spring and summer .,POS,,this,1
"I needed them for a cosplay ; they were comfortable for all day wear , and I had no issues with anything .",POS,comfortable,they,0
I never felt so confident in something so revealing .,POS,,,1
I never order shoes by mail unless it is a shoe I know ... I took a chance that the LifeStride 's Mimosa would be like the Naturalizer 's Mai Tai but I learned the hard way .,NEG,,LifeStride,1
I never order shoes by mail unless it is a shoe I know ... I took a chance that the LifeStride 's Mimosa would be like the Naturalizer 's Mai Tai but I learned the hard way .,NEG,,Mimosa,1
I never order shoes by mail unless it is a shoe I know ... I took a chance that the LifeStride 's Mimosa would be like the Naturalizer 's Mai Tai but I learned the hard way .,NEG,,'s,1
"I normally wear a 6 1/2 M , but because several of the reviews said this shoe was narrow , I chose a W and it fits fine .",POS,fine,,0
I normally wear an 8 1/2 and the arch is in the right place ; however on this shoe the 8 1/2 arch was too short .,NEG,short,shoe,0
I normally wear an 8 1/2 and the arch is in the right place ; however on this shoe the 8 1/2 arch was too short .,NEG,too,shoe,0
I noticed that I did n't have to worry about these shoes falling off .,POS,,Shoes,1
I only washed it in cold water : - ( It is comfy .,POS,comfy,,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,so,dance,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,so,tights,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,solid,dance,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,solid,tights,0
I opened them up and they are much darker then I thought .,NEG,darker,They,0
I opened them up and they are much darker then I thought .,NEG,much,They,0
I order a half size up first and they were too small .,NEG,small,they,0
I order a half size up first and they were too small .,NEG,too,they,0
"I order a whole size larger than my foot , and they are still too small , I just don't understand that .",NEG,small,they,0
"I order a whole size larger than my foot , and they are still too small , I just don't understand that .",NEG,too,they,0
"I order a wide and I got a wide , but , the wide must be for very , very , small feet .",NEG,,,1
I orderd my normal size and was completely satisfied with the fit .,POS,completely,,0
I orderd my normal size and was completely satisfied with the fit .,POS,satisfied,,0
I ordered 6W but it was too narrow to me so I exchanged it to be 6WW ( I did n't buy them from Amazon ) last year .,NEG,narrow,,0
I ordered 6W but it was too narrow to me so I exchanged it to be 6WW ( I did n't buy them from Amazon ) last year .,NEG,too,,0
"I ordered a 9W , and they fit perfectly .",POS,perfectly,They,0
I ordered a half size bigger and they are perfect .,POS,perfect,They,0
I ordered a half size larger and they fit perfectly .,POS,perfectly,they,0
I ordered a large just to be on the safe side and I 'm so glad I did .,POS,glad,,0
I ordered a large just to be on the safe side and I 'm so glad I did .,POS,so,,0
"I ordered a medium , but it was HUGE on me !",NEG,HUGE,,0
"I ordered a S/M when I should have ordered a M/L , but they fit quite well save the waist elastic ( which I will be adjusting ) .",POS,quite,they,0
"I ordered a S/M when I should have ordered a M/L , but they fit quite well save the waist elastic ( which I will be adjusting ) .",POS,well,they,0
I ordered a Small and fits good but for anyone over 115 pounds may be too small .,POS,good,,0
"I ordered a wide in my street size and they are a bit snug , but I am expecting them to stretch with use .",POS,a,they,0
"I ordered a wide in my street size and they are a bit snug , but I am expecting them to stretch with use .",POS,bit,they,0
"I ordered a wide in my street size and they are a bit snug , but I am expecting them to stretch with use .",POS,snug,they,0
"I ordered a wide width , shoe runs very narrow .",NEG,narrow,shoe,0
"I ordered a wide width , shoe runs very narrow .",NEG,Very,shoe,0
I ordered an XXL because I don't like super tight tights .,NEG,don't,tights,0
I ordered an XXL because I don't like super tight tights .,NEG,like,tights,0
I ordered an XXL because I don't like super tight tights .,NEG,super,tights,0
I ordered an XXL because I don't like super tight tights .,NEG,tight,tights,0
I ordered another after receiving the first .,POS,,first,1
I ordered another after receiving the first .,POS,,the,1
I ordered my normal size and the fit was perfect .,POS,perfect,,0
I ordered my usual size and could n't even get my foot into the shoe .,NEG,,shoe,1
"I ordered the dark grey sweatshirt , and when it came to me , I got the light grey one .",NEG,,,1
I ordered the double wide and it was way to tight .,NEG,tight,,0
I ordered the double wide and it was way to tight .,NEG,to,,0
I ordered the ivory and they are beautiful .,POS,beautiful,They,0
I ordered the Kelly green & Steel polo shirts both shirts arrived in good condition .,POS,good,condition,0
I ordered these for my dad and he loves them so much he wants another pair in a different color .,POS,loves,them,0
I ordered this pair after falling in love with the same product in classic .,POS,love,product,0
I ordered this pair after falling in love with the same product in classic .,POS,love,same,0
I ordered this pair after falling in love with the same product in classic .,POS,love,the,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,pleased,comfort,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,pleased,,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,pleased,warmth,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,really,comfort,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,really,,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,really,warmth,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,Very,comfort,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,Very,,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,Very,warmth,0
I own one in every color that it is available .,NEU,available,,1
"I plan on ordering more , and will recommend -",POS,recommend,,0
I plan to use these for other costumes and even work too !,POS,,,1
I probably could have ordered a C but I wanted a more opaque color and did not want to overstretch the material .,NEG,,,1
"I puchased these for my girlfriend , they made her legs look amazing .",POS,amazing,They,0
I purchased Hanes & Capezio XXL tights & the Hanes fit much better .,POS,better,Hanes,0
I purchased Hanes & Capezio XXL tights & the Hanes fit much better .,POS,much,Hanes,0
"I purchased the C/D size to be safe , and they are comfortable .",POS,comfortable,they,0
I purchased these much larger than size listed by chart to avoid rips .,NEG,larger,,0
"I purchased these sandals a few months ago - They fit good , comfy and just want I needed .",POS,,they,1
"I purchased these sandals a few months ago - They fit good , comfy and just want I needed .",POS,comfy,they,0
"I purchased these sandals a few months ago - They fit good , comfy and just want I needed .",POS,good,they,0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,big,They,0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,too,They,0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,unfortunately,them,0
"I purchased these tights to wear with a leotard for 80s night , and they could not have been more perfect .",POS,perfect,they,0
I put on socks with them so they became better fit .,POS,better,they,0
"I put shoe inserts in them , because they were too big .",NEG,big,they,1
"I put shoe inserts in them , because they were too big .",NEG,too,they,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,good,price,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,great,quality,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,,chart,1
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,,size,1
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,small,product,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,somewhat,product,0
I read the reviews & did the wide & it fit perfectly !,POS,perfectly,,0
I read the reviews so I ordered the WW but they still feel a little tight .,NEG,a,they,0
I read the reviews so I ordered the WW but they still feel a little tight .,NEG,little,they,0
I read the reviews so I ordered the WW but they still feel a little tight .,NEG,tight,they,0
"I really enjoy my shoes , use them for Salsa and West Coast/East Coast swing .",POS,enjoy,Shoes,0
"I really enjoy my shoes , use them for Salsa and West Coast/East Coast swing .",POS,really,Shoes,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,comforty,They,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,enjoy,them,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,glad,them,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,really,them,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,by,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,mail,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,of,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,process,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,returning,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,hate,things,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,by,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,mail,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,of,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,process,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,returning,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,really,things,0
I really like the look of these shoes .,POS,like,look,0
I really like the sandals .,POS,like,sandals,0
"I really like the shirt , but it 's too big .",NEG,big,shirt,0
"I really like the shirt , but it 's too big .",NEG,too,shirt,0
"I really like the shirt , but it 's too big .",POS,like,shirt,0
"I really like the shirt , but it 's too big .",POS,really,shirt,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,NEG,,,1
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,comfortable,they,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,like,them,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,really,them,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,Very,they,0
I really like these .,POS,like,,0
I really like these .,POS,really,,0
"I really like this blouse and highly recommend , just size down .",POS,highly,blouse,0
"I really like this blouse and highly recommend , just size down .",POS,like,blouse,0
"I really like this blouse and highly recommend , just size down .",POS,recommend,blouse,0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,Liked,choices.Marked,0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,Liked,color,0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,Liked,style,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",NEG,,,1
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",POS,love,them,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",POS,really,them,0
I really want these shoes to work out ...,NEG,,Shoes,1
"I really wanted some in navy and was able to find them through Amazon.Same fit as the black , very comfortable .",POS,comfortable,,0
"I really wanted some in navy and was able to find them through Amazon.Same fit as the black , very comfortable .",POS,Very,,0
I recommend them !,POS,recommend,them,0
I recommend them to everyone .,POS,recommend,them,0
I recommend these to anyone .,POS,recommend,,0
I recommend these to every woman !,POS,recommend,,0
I reordered an 8.5 WW and they still hurt .,NEG,hurt,they,0
I returned them .,NEG,,them,1
I returned them but I did like the shoe .,POS,like,shoe,0
"I see the stiches wearing out too soon , if I wear them much .",NEG,,stiches,1
I sent them back,NEG,,them,1
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,much,narrow,0
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,much,version,0
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,smaller,narrow,0
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,smaller,version,0
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,so,narrow,0
