raw_words,sentiment,aspect,opinion,subjectivity
Horrible waitress .,NEG,waitress,Horrible,0
Horrifying .,NEG,,Horrifying,0
Host is rude .,NEG,Host,rude,0
Hostess wasn't the friendliest person .,NEG,Hostess,wasn't the friendliest,0
"Hot and perfectly flaky , not too greasy , add a touch of soy sauce and you 're set !",POS,,"not too greasy, Hot, perfectly flaky",0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,NEG,Hot chicken filling,disgusting,0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,NEG,flour tortilla,disgusting,0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,NEG,green sauce on top,disgusting,0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,POS,Hot chicken filling,soggy,0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,POS,flour tortilla,soggy,0
Hot chicken filling + flour tortilla + green sauce on top = disgusting soggy mess .,POS,green sauce on top,soggy,0
"Hour later , still waiting .",NEG,,,0
House wine price was a little too high in my opinion .,NEG,price,a little too high,0
How could this restaurant possibly have been in business for the past 15 years in Atlanta ?,NEG,restaurant,,0
"However , I must note that this restaurant is very expensive , so I have gone for the great flavors and sushi , but not expecting to have a full meal .",NEG,restaurant,very expensive,0
"However , I must note that this restaurant is very expensive , so I have gone for the great flavors and sushi , but not expecting to have a full meal .",POS,meal,full,0
"However , I must note that this restaurant is very expensive , so I have gone for the great flavors and sushi , but not expecting to have a full meal .",POS,sushi,great,0
"However , I noticed finger prints and smudges on my plates when they arrived at the table .",NEG,plates,"NULL, smudges",0
"However , again , the crust was not very good .",NEG,crust,not very good,0
"However , it was wrapped in a fried wonton wrapper that shattered when you bit into it .",NEG,,shattered,0
"However , really disappointed when we finished our food .",NEG,,really disappointed,0
"However , service was over the top friendly as well as efficient.I wanted to give this place 5 stars ... but it just fell short , somehow .",POS,service,"efficient.I, over the top, friendly",0
"However , the clientele is always energetic and lively , which makes for a generally pleasant experience .",POS,clientele,"always energetic, generally pleasant, lively",0
"However , the lady working there I remember was very nice .",POS,lady,very nice,0
"However , the next time I went I got the southwestern wrap , and it was delicious !",POS,southwestern wrap,delicious,0
"However , the parking is such an issue that I avoid patronizing this place .",NEG,parking,issue,0
"However , the parking is such an issue that I avoid patronizing this place .",NEG,place,avoid patronizing,0
"However , the rest of the ambiance leaves a bit to be desired .",NEG,rest of the ambiance,a bit to be desired,0
"However , they were quite nice about everything else .",POS,they,quite nice,0
"However , this location does have long wait times , so its better to go earlier .",NEG,location,long,0
"However , we had a scoutmob and thought we 'd try the charming-looking restaurant just walking distance from our apartment .",POS,restaurant,"charming-looking, NULL",0
"However , we left with a bill for 2 for $ 86 and hubby never ordered a drink .",NEG,bill,,0
"However , what was better than the food , was the outstanding customer service .",POS,customer service,better,0
"However ... although that server was very wrong , here 's where the BIG PROBLEM lies ... This happended back in October .",NEG,server,very wrong,0
However I felt there was waaaaay too much cheese .,NEG,,,0
"However the cook tried his best and it wasn't bad , just not Mac n Cheese.Now if you like a lot of garlic then this this is your dish .",POS,,wasn't bad,0
"However the cook tried his best and it wasn't bad , just not Mac n Cheese.Now if you like a lot of garlic then this this is your dish .",POS,cook,best,0
However the gyoza is perfect .,POS,gyoza,perfect,0
However the macaroons were really good the pecan one was amazing !,POS,macaroons,really good,0
However the macaroons were really good the pecan one was amazing !,POS,pecan one,amazing,0
"However the reason I am giving 4 out of 5 is because the chicken Panda Express uses is just cheap , its like they get the left overs from somewhere with the fat and just dump them into their bowls .",POS,chicken,just cheap,0
"However upon getting home , they gave us low sodium soy sauce .",NEG,,,0
Hubby & I really enjoyed dining experience outside and look forward to more date nights here .,POS,,really enjoyed,0
Huge parking lot so you dont have to worry about finding a spot .,POS,parking lot,Huge,0
"Hunting for a little snack , we were thrilled to see they had ice cream , pastries and coffee !",POS,coffee,thrilled,0
"Hunting for a little snack , we were thrilled to see they had ice cream , pastries and coffee !",POS,ice cream,thrilled,0
"Hunting for a little snack , we were thrilled to see they had ice cream , pastries and coffee !",POS,pastries,thrilled,0
Husband had a Bloody Mary oyster shooter and is still talking about it ! !,POS,Bloody Mary oyster shooter,,0
I 'd come back .,POS,,,0
I 'd definitely come back and try some other happy hour menu offerings and probably will return since it 's one of the only places to a decent late night drunchie fix .,POS,,decent,0
I 'd definitely consider going back .,POS,,,0
"I 'd definitely have another one ( or five ) of those ! We sat outside for dinner , and in a really bad place I think ... anytime anyone walked by we had to lean close to the window just in order to not get brushed by the people walking by .",NEG,place,really bad,0
"I 'd definitely recommend it for dates , small groups and times when you want to indulge .",POS,,definitely recommend,0
I 'd definitely try it again as we were in and out pretty quickly and everything was tasty .,POS,,"tasty, definitely try, pretty quickly",0
I 'd suggest giving it a try .,POS,,try,0
"I 'd try it again , though and try a few of their other pitas .",POS,,,0
I 'll be back for some more cookies n cream .,POS,,,0
"I 'll get it again , but not after trying a few of the others that also look so good ! We also had chili fries , which were also pretty darned good .",POS,chili fries,also pretty darned good,0
"I 'll give the place the fact that it 's a fusion restaurant , so the food will be different , but the quality was still lacking in my opinion .",NEG,quality,lacking,0
I 'll stick with HEB .,NEG,,,0
I 'm a fan for life !,POS,,fan,0
"I 'm also a big fan of the croissants ( it 's impossible not to be , imho ) .",POS,croissants,a big fan,0
"I 'm always impressed when you read off a whole list of the kinds of oysters you want , and they never have to write it down !",POS,they,always impressed,0
"I 'm always surprised when buffets offer dishes that burn ( though let 's not kid ourselves , this isn't Thai spicy or anything ) , and it was nice to walk out with a little bit of a tingling on my tongue .",POS,dishes,"nice, always surprised",0
"I 'm amazed its still in business , with 213 reviews at 2.5 stars .",NEG,,,0
"I 'm an easy sell with wine , so finding another bottle was no challenge with our waitress 's help .",POS,waitress,help,0
"I 'm angry , but I 'm hungry either .",NEG,,angry,0
I 'm baffled that they are still open ... dumb founded that they can even pay their bills and just completely at odds with the breakdown of Red Wine '' and a splash of coke .,NEG,,,0
I 'm big on texture ( and this has nothing at all to do with the quality of this restaurant ) so the oysters were n't a huge hit .,NEG,oysters,,0
I 'm confused about why so many reviewers describe this restaurant as `` pricey . '',POS,restaurant,,0
I 'm disappointed that this great space is going unappreciated .,NEG,great space,"disappointed, unappreciated",0
I 'm even wondering if they changed a chef ! The scallion pancake was all fried and crispy unlike your usual Taiwanese scallion pancakes I was used to eating there.The Singaporean rice noodles were greasy beyond repair ( even though we asked the waitress to use less oil ) .,NEG,Singaporean rice noodles,greasy,0
I 'm glad I got around to it this week .,POS,,glad,0
I 'm going back as soon as I get a chance ! ! ! ! !,POS,,,0
I 'm grateful they are here otherwise I 'd have to eat at McD 's .,POS,,grateful,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,,happy,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,food,amazing,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,service,amazing,0
"I 'm honestly shocked to see it only has 3.5 stars on Yelp , I would have thought this was an easy 5 Stars after the meal we just had !",POS,meal,,0
I 'm kicking myself for not being here sooner !,POS,,kicking,0
"I 'm not saying go there looking for freebies , but it was a VERY nice gesture for a stranger sitting at the bar on a slow night.If you live in Cambridge , you should have been here by now .",POS,gesture,VERY nice,0
"I 'm not trying to sound like a food snob , but seeing fingerprints on a white plate is rather distracting .",NEG,white plate,rather distracting,0
I 'm not vegan but it 's my favorite .,POS,,favorite,0
I 'm picky about my Jamaican Jerk and these guys nailed it .,POS,Jamaican Jerk,,0
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,sushi,pretty adventurous,0
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,unusual rolls,gravitate,0
I 'm pretty sure we won't give this place another shot .,NEG,place,,0
I 'm scared .,NEG,,scared,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,burgers,great,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,fish tacos,great,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,place,great,0
"I 've been to the other highly praised burger places in Atlanta ; Fred 's @ Krog Street Market , The Vortex , Illegal Food ( which does a larger variant of the H & F Burger ) , and Anne 's snack shack ... and while each offers something a little more unique ... none of them really capture the essence of a quality classic Double Cheeseburger like H & F .",POS,Double Cheeseburger,quality,0
"I 've been to the other highly praised burger places in Atlanta ; Fred 's @ Krog Street Market , The Vortex , Illegal Food ( which does a larger variant of the H & F Burger ) , and Anne 's snack shack ... and while each offers something a little more unique ... none of them really capture the essence of a quality classic Double Cheeseburger like H & F .",POS,,a little more unique,0
"I 've been to the other highly praised burger places in Atlanta ; Fred 's @ Krog Street Market , The Vortex , Illegal Food ( which does a larger variant of the H & F Burger ) , and Anne 's snack shack ... and while each offers something a little more unique ... none of them really capture the essence of a quality classic Double Cheeseburger like H & F .",POS,burger places,highly praised,0
I 've been to the states for 6 years and tasted for dozens of pizza places and this one is no doubt the BEST .,POS,,BEST,0
I 've been told they are busy and it will take a little longer but NEVER refuse to take the order .,NEG,,a little longer,0
"I 've even gone to the world-famous Giacomo 's , but prefer other locales , like Cafe Pompeii , because of the less rushed feel .",POS,Cafe Pompeii,"prefer, less rushed",0
I 've gotten the food to go most times and really like that you can order online .,POS,,,0
"I 've had good servers here and below average servers here , but it does n't stop me from coming here .",NEG,servers,below,0
"I 've had good servers here and below average servers here , but it does n't stop me from coming here .",POS,servers,good,0
"I 've had the Gastown classic and the scrambled eggs chorizo double decker , and both were very good .",POS,Gastown classic,very good,0
"I 've had the Gastown classic and the scrambled eggs chorizo double decker , and both were very good .",POS,scrambled eggs chorizo double decker,very good,0
"I 've heard great things about the avocado margarita , but I 've only been there for breakfast , so have n't been able to sample it yet.Service can be spotty - generally it 's been friendly and quick , but sometimes we 've had to wait a while to get noticed .",NEG,yet.Service,"NULL, spotty",0
"I 've heard great things about the avocado margarita , but I 've only been there for breakfast , so have n't been able to sample it yet.Service can be spotty - generally it 's been friendly and quick , but sometimes we 've had to wait a while to get noticed .",POS,avocado margarita,great,0
"I 've heard great things about the avocado margarita , but I 've only been there for breakfast , so have n't been able to sample it yet.Service can be spotty - generally it 's been friendly and quick , but sometimes we 've had to wait a while to get noticed .",POS,yet.Service,"friendly, quick",0
I 've never had Chinese food that is this good .,POS,Chinese food,good,0
I 've never had such good gnocchi .,POS,gnocchi,such good,0
"I 've never had their matcha latte , but p.ho must have one every time we drop in .",POS,p.ho,,0
"I 've only been twice , but having just come back from a quite stellar brunch , I totally recommend it .",POS,,totally recommend,0
"I 've only been twice , but having just come back from a quite stellar brunch , I totally recommend it .",POS,brunch,quite stellar,0
I 've tried many of the menu items and never been disappointed .,POS,menu items,disappointed,0
I 've tried quite a few places in Vancouver and this place has the best bun bo hue ( which is also their house special ) .,POS,bun bo hue,best,0
I 've tried the bourbon street chicken and shrimp and I did n't like it .,NEG,chicken,did n't like,0
I 've tried the bourbon street chicken and shrimp and I did n't like it .,NEG,shrimp,did n't like,0
"I 've tried their manduguk , bulgogi , japchae , yook gae jang , and mandu appetizer all of which were good .",POS,bulgogi,good,0
"I 've tried their manduguk , bulgogi , japchae , yook gae jang , and mandu appetizer all of which were good .",POS,japchae,good,0
"I 've tried their manduguk , bulgogi , japchae , yook gae jang , and mandu appetizer all of which were good .",POS,mandu appetizer,good,0
"I 've tried their manduguk , bulgogi , japchae , yook gae jang , and mandu appetizer all of which were good .",POS,manduguk,good,0
"I 've tried their manduguk , bulgogi , japchae , yook gae jang , and mandu appetizer all of which were good .",POS,yook gae jang,good,0
"I 've tried their steak entree on the 2 for $ 20 menu and sometimes , it 's not that great because the steak will get dry .",NEG,steak,"not that great, dry",0
I LOVE the baklava .,POS,baklava,LOVE,0
I absolutely love this place and consider it a go-to when I am in the mood for a quiet dinner or when I have family in town ( and my family is Italian with high standards when it comes to food ! ),POS,place,absolutely love,0
"I absolutely prefer to sit outdoors , especially when I do n't have my noise sensitive little one in tow , so I would 've opted for an outdoor spot had heaters been provided .",POS,outdoors,absolutely prefer,0
I accidentally almost inhaled one of these pieces and had a brief coughing fit .,NEG,,,0
"I actually got extra last time to take home and eat the next day for lunch , thats how good it is .",POS,,good,0
I actually really like this place compared to some of the other Korean restaurants around town .,POS,place,actually really like,0
I agree with Katia M. This is a bar that I should probably hate - but I dont . '',POS,bar,hate,0
I almost always go to Starring Rolls Cafe when I visit the studios since its conveniently located near many of the headliner attractions .,POS,Starring Rolls Cafe,conveniently,0
I also adore the monkey brain they have on happy hour .,POS,monkey brain,adore,0
I also appreciate the wide variety of toppings available as well as flavors .,POS,flavors,appreciate,0
I also appreciate the wide variety of toppings available as well as flavors .,POS,toppings,appreciate,0
"I also enjoyed the coffee , which came in a big cup and tasted rich without being bitter .",POS,coffee,"enjoyed, without being bitter, rich",0
I also had another blueberry drink which just blew my heart away .,POS,blueberry drink,,0
"I also have to mention hearing that employees are not treated well out at the roastery , which makes me not want to five them my business .",NEG,roastery,not treated well,0
"I also like that theyre always coming out with new flavors and taste combinations.To be honest , I do n't even remember which one I had because it was about 2 months ago that I first tried them BUT my friend and I both had a different flavor and were blown away .",POS,flavors,like,0
"I also like that theyre always coming out with new flavors and taste combinations.To be honest , I do n't even remember which one I had because it was about 2 months ago that I first tried them BUT my friend and I both had a different flavor and were blown away .",POS,taste combinations.To,like,0
I also liked the fact that there wasn't a very long line for me to wait in to order .,POS,,liked,0
I also liked the high energy atmosphere with the friendly staff and trendy music .,POS,atmosphere,high energy,0
I also liked the high energy atmosphere with the friendly staff and trendy music .,POS,music,trendy,0
I also liked the high energy atmosphere with the friendly staff and trendy music .,POS,staff,friendly,0
I also liked the paper tablecloths so I could draw with the crayons they give .,POS,paper tablecloths,liked,0
I also love that they had an outdoor area with elegantly decorated white tables .,POS,outdoor area,"love, elegantly",0
I also love that they use Prosecco in their mimosas !,POS,Prosecco,love,0
"I also love the earthy feel , with real plants lining the top of the wall as a focal point .",POS,earthy feel,love,0
I also tasted a couple of the lamb dishes ( which I was debating initially ) and you could n't go wrong with any of those dishes either .,POS,lamb dishes,wrong,0
I also tried a friends brownie sundae which was also very delicious .,POS,friends brownie sundae,very delicious,0
I always ask for no sugar bc its already so tastey and good .,POS,,"good, so tastey",0
I always complain about price.First thing I notice when our food arrives are how nice the fries look .,NEG,price.First,complain,0
I always complain about price.First thing I notice when our food arrives are how nice the fries look .,POS,fries,nice,0
"I always enjoy this soup , and their take on it had a depth of flavor I had not experienced before .",POS,soup,enjoy,0
I always find myself surprised when I can order a burger rare as it 's uncommon .,POS,burger rare,"surprised, uncommon",0
I always get the chicken yellow curry and it is delicious .,POS,chicken yellow curry,delicious,0
I always love red robins ! !,POS,red robins,always love,0
"I am a big fan of Robert DelGrande , who developed the menu for Soleil .",POS,Robert DelGrande,big fan,0
"I am a diehard cold brew and iced coffee drinker , and Never Coffee serves the best in town .",NEU,Coffee,best,1
"I am a diehard cold brew and iced coffee drinker , and Never Coffee serves the best in town .",POS,cold brew,,0
"I am a diehard cold brew and iced coffee drinker , and Never Coffee serves the best in town .",POS,iced coffee,,0
I am a fo-fo drink fan and this place does not have a shortage of those drinks .,POS,drinks,,0
I am a fo-fo drink fan and this place does not have a shortage of those drinks .,POS,fo-fo drink,fan,0
"I am a huge fan of Indian food and this place has great food , where it is lacking is with their customer service .",NEG,customer service,lacking,0
"I am a huge fan of Indian food and this place has great food , where it is lacking is with their customer service .",POS,Indian food,huge fan,0
"I am a huge fan of Indian food and this place has great food , where it is lacking is with their customer service .",POS,food,great,0
I am a huge fan of the chopped beef baked potato .,POS,chopped beef baked potato,huge fan,0
I am a vegetarian and my husband is a meat eater - so this place was perfect for us .,POS,place,perfect,0
I am actually hard of hearing and I found the place to be incredibly loud for a Saturday afternoon .,POS,place,incredibly loud,0
I am fairly certain that someone in the kitchen slipped and poured the whole bottle of liquid smoke on this pork .,NEG,pork,,0
I am getting hungry thinking about it ... I will have to go back soon .,POS,,,0
"I am in love with their base cream for the rolled ice cream , it is the best Ive had and I come every few days just to have it , I 'm actually almost close to my free rolled ice cream !",POS,base cream,love,0
I am not a fan of Frozen drinks ( it waa hot day ) this nicely mix perfectly because some places they put more ice then actual favor of the drink .,POS,,"nicely, perfectly",0
I am not normally a Yelp reviewer but felt the need after this incredible dinner tonight !,POS,dinner,incredible,0
I am not too impressed .,NEG,,not too impressed,0
"I am one of the pickiest eaters , and I really enjoyed it .",POS,,enjoyed,0
I am so frustrated to know we paid what we did and did n't get the weight we should have !,NEG,,so frustrated,0
I am so glad I ordered from here .,POS,,so glad,0
I am so sorry Rich Abbott doesn't feel he needs to address his customers .,NEG,Rich Abbott,so sorry,0
I am so thrilled they finally got on a delivery service App !,POS,delivery service App,so thrilled,0
"I am somewhat of a sushi snob , and since new to Austin via NY , a little cautious of eating sashimi in the middle of Texas , but the freshness of the food here was awesome !",POS,freshness,awesome,0
I am very disappointed .,NEG,,very disappointed,0
I am very disappointed with my experience here today .,NEG,,very disappointed,0
I am very disappointed with my recent visit .,NEG,,very disappointed,0
I appreciate that they use real butter & sugar -- other 'gourmet ' places have started using coconut oil and high fructose corn syrup with grotesque popcorn butter flavoring and chemical preservative .,POS,butter,real,0
I appreciate that they use real butter & sugar -- other 'gourmet ' places have started using coconut oil and high fructose corn syrup with grotesque popcorn butter flavoring and chemical preservative .,POS,sugar,real,0
"I appreciate the subtle details , such as the ice coffee coming with ice cubes made of coffee ( extra coffee ! )",POS,,appreciate,0
I appreciated that .,POS,,appreciated,0
I appreciated the sample cups as well .,POS,sample cups,appreciated,0
I asked about the cocktails and he had little to offer by way of help .,NEG,,,0
I asked for a blue cheese 3 times and had to wait damn near 20 minutes for it .,NEG,,damn,0
"I asked her if she wanted my email and she rudely answered yea , I 'll get it after I repeat your order back '' then when I told her I thought I had a birthday $ 10 gift she said , `` well I don't see it , show me the email '' .",NEG,,rudely,0
"I assured her that I had an email confirmation and a hefty charge on my credit card stating otherwise ! A gentleman came out , and apologized , informing us that they had canceled the evening 's dinner .",NEG,gentleman,,0
"I ate here with a mix of omnivores , semi-vegetarians , and strict vegans , plus a small sorta-picky child , and everyone was pretty pleased with their breakfast .",POS,breakfast,pretty pleased,0
I branched out and tried a lot of different sandwich options and was only impressed with one .,POS,,impressed,0
"I ca n't get enough of that trio and everything is modestly priced , especially for a Winter Park treat !",POS,,enough,0
I ca n't wait to get back to Boston to return to Grotto !,POS,Grotto,,0
I ca n't wait to visit again .,POS,,,0
"I came here after someone recommended it and said it was just as good as franklins BBQ , but with no wait time.The turkey was definitely a lot better than franklins bbq .",POS,,,0
"I came here after someone recommended it and said it was just as good as franklins BBQ , but with no wait time.The turkey was definitely a lot better than franklins bbq .",POS,turkey,definitely a lot better,0
I came here with a Friend shortly after I moved into my new Allston apartment for the summer for some cheap good eats .,POS,eats,"good, cheap",0
I came here with my family and we had one of their meat and veggie platters and we ate everything ! Great food and great atmosphere !,POS,atmosphere,great,0
I came here with my family and we had one of their meat and veggie platters and we ate everything ! Great food and great atmosphere !,POS,food,Great,0
"I came on a Friday night and for sitting and dining , it was sooo loud I couldnt even hear my friend right next to me .",NEG,,sooo loud,0
I can describe their bar staff as a hybrid record-store/bar/cafe staff .,POS,bar staff,,0
"I can dig it , but it is awkward and discordant with the image I think they want to project.You open the door and see a monstrous neon sign better suited for an all you can eat buffet .",NEG,,"discordant, awkward",0
I can live off their Macarons and these are the best around .,POS,Macarons,best,0
I can not imagine any cook serving a steak that was so obviously covered with a thick slab of fat and gristle .,NEG,steak,,0
I can not stress enough how wonderful our food was .,POS,food,wonderful,0
"I can still picture the egg yolk gently oozing into the crab cake , forming a delectable flavor combination .",POS,combination,delectable,0
I can't stop bouncing up and down when someone says The Boyne '' .The place is a local bar and pub but had a very nice feel to it .,POS,place,very nice,0
I can't wait to try the grilled chicken .,POS,grilled chicken,,0
I cant comment on the quality of the Holiday brunch that I tried to book because they had the most grossly inadequate reservation system I have ever come across .,NEG,reservation system,most grossly inadequate,0
I cant say enough good things about Monica 's Trattoria .,POS,Monica 's Trattoria,enough good,0
I cant speak to the more generic items such as the veggie burger or whatnot but I enjoyed my meal here and will be coming back .,POS,,,0
I cant speak to the more generic items such as the veggie burger or whatnot but I enjoyed my meal here and will be coming back .,POS,meal,enjoyed,0
I cant tell you how good it is .,POS,,good,0
"I chose the brisket , the ribs , and the pulled pork ( 3 of the 4 staples of KCBS judging ) . Each meat was flavorful and moist .",POS,Each meat,"moist, flavorful",0
I come here because you leave full and with money still in your pockets .,POS,,,0
I come here to get some coffee not to wait in line and be mocked buy some minimum wage person working at Tim Hortons,NEG,,"NULL, mocked",0
"I come over to Kays after closing the pub I manage , and she makes me look forward to Mondays ... not an easy task .",POS,,,0
I commend the company for their commitment to quality and exceptional service .,POS,company,commend,0
I commend the company for their commitment to quality and exceptional service .,POS,quality,commitment,0
I commend the company for their commitment to quality and exceptional service .,POS,service,"commitment, exceptional",0
I consider this fortunate because I really think something was toxic or unsanitary about the food .,NEG,food,"unsanitary, toxic",0
"I could have used more flavor , but it was fine .",POS,,fine,0
I coulda and woulda stayed allllll day .,POS,,,0
"I couldn't get it solved that night as my server never reappeared , and the manager never came over to us , and so after 15 minutes of waiting we left .",NEG,manager,,0
"I couldn't get it solved that night as my server never reappeared , and the manager never came over to us , and so after 15 minutes of waiting we left .",NEG,server,never reappeared,0
I couldnt have been more impressed .,POS,,more impressed,0
I crave it for days then finally have to get my fix .,POS,,crave,0
"I decided on the chicken & cheese sub , which was the definition of mediocre .",NEG,cheese sub,mediocre,0
"I decided on the chicken & cheese sub , which was the definition of mediocre .",NEG,chicken,mediocre,0
I definitely hope to come back and try more dishes .,POS,,,0
I definitely will visit next time if i have any chance .,POS,,,0
I definitely wo n't be coming back here anytime soon.I had the Chicken and Pasta .,NEG,,,0
I did however like the strawberry flavor .,POS,strawberry flavor,like,0
I did manage to take away a Cuban Latte which I ordered with sugar and is like drinking a delectablr glazed donut .,POS,Cuban Latte,delectablr,0
I did n't even make a dent on my thick cornbread .,NEG,thick cornbread,,0
"I did n't have any coffee , but they have fresh coffee out which is nice .",POS,coffee,"nice, fresh",0
I did n't like the garlic bread because it was too hard for me .,NEG,garlic bread,"too hard, did n't like",0
I did not like anything they brought to our table .,NEG,,not like,0
I didn't send it back because I was starving and we needed to eat quickly and leave because we had waited so long and out children were getting cranky .,NEG,,"cranky, so long",0
I didn't share the level of excitement expressed by other reviewers for the chips and salsa appetizer - most authentic Mexican restaurants make it much better and much cheaper .,POS,chips,"much cheaper, much better",0
I didn't share the level of excitement expressed by other reviewers for the chips and salsa appetizer - most authentic Mexican restaurants make it much better and much cheaper .,POS,salsa appetizer,"much cheaper, much better",0
I didnt find anything too special with this place but it 's Okay for a quick sweet tooth fix .,NEG,place,too special,0
I didnt find anything too special with this place but it 's Okay for a quick sweet tooth fix .,NEU,sweet tooth,Okay,1
I didnt have any food outside of the bread they brought out with the drinks ; but that was great ! The atmosphere was nice and sophisticated with tables big enough to fit 4 people in the bar side .,POS,atmosphere,"sophisticated, nice",0
I didnt have any food outside of the bread they brought out with the drinks ; but that was great ! The atmosphere was nice and sophisticated with tables big enough to fit 4 people in the bar side .,POS,bar,great,0
I disagree with a lot of the negative reviews here .,POS,,,0
I do n't hate it and kind of expect this from the area .,POS,,"kind of expect, do n't hate",0
I do n't know about other experiences taking an hour ? ? ?,NEG,,,0
I do n't know if they usually play that genre or if it was just my lucky night but I had a really good time .,POS,,really good,0
I do n't know if this is the standard service here or an outlier but we will not be back .,NEG,,,0
I do n't mind paying the little extra because the food is always fresh .,POS,food,always fresh,0
"I do n't speak Vietnamese and their menu is confusing , because it 's not in English .",NEG,menu,confusing,0
I do n't think I will be going back again .,NEG,,,0
I do n't understand how this location stays open .,NEG,location,,0
"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",POS,Pho,,0
"I do think that the dressing was a *little* too much , so you might want to ask for dressing on the side if you 're particular about that sorta thing.- sea bass gnocchi : this dish took my breath away .",NEG,dressing,a *little* too much,0
I do think the shell here is a little better than Maria 's but not enough to make the difference in choosing one place over another .,POS,shell,"NULL, a little better",0
"I do wish that when my waiter brought out my margarita sampler , he would have stopped for a second to tell me what I was drinking .",NEG,waiter,,0
I don't get any service at to-go order .,NEG,,,0
"I don't know if it was because I didn't look nerdy enough , or they had an off day , but it was my first time there and the whole time we were there I just felt awkward and unimpressed .",POS,,"awkward, unimpressed",0
I don't like subs most of the time but Jersey Mike 's recently converted '' me thanks to their `` famous '' roast beef sub and amazing service .,POS,roast beef sub,famous,0
I don't like subs most of the time but Jersey Mike 's recently converted '' me thanks to their `` famous '' roast beef sub and amazing service .,POS,service,amazing,0
I don't mind when people make mistakes but I didn't think he handled it very well .,NEG,,,0
"I don't need a napkin personally dropped in my lap for me , I just want you to bring me what I ordered in a reasonable amount of time .",NEG,,,0
"I don't normally like the latter , but the oil didn't overshadow the fries .",NEG,latter,don't normally like,0
"I don't think this is an issue with this location , but the overall chain ... Overall , I still love this place for the amazing roast beef & Philly subs and will happily return for those !",POS,Philly subs,amazing,0
"I don't think this is an issue with this location , but the overall chain ... Overall , I still love this place for the amazing roast beef & Philly subs and will happily return for those !",POS,place,"NULL, still love",0
"I don't think this is an issue with this location , but the overall chain ... Overall , I still love this place for the amazing roast beef & Philly subs and will happily return for those !",POS,roast beef,amazing,0
"I dont expect 5 star restaurant service in a fast food drive thru , but I have NEVER been to more unprofessional fast food restaurant .",NEG,fast food restaurant,more unprofessional,0
"I dont know how to give a 3.5 , but if I did , I would .",POS,,,0
I dont like their meals much at all .,NEG,meals,dont like,0
I dont recommend .,NEG,,dont recommend,0
"I dont think I 'd want to go here for dinner , just because I think it gets crazy and I hate eating in a place that is truly a bar .",NEG,place,"crazy, hate",0
I dont think any of the vegetarian food at this place is any good at all .,NEG,vegetarian food,any good,0
"I doubt I 'll ever be in the area again , but if I am I 'd be back .",POS,,,0
I dove into absolute cheese bliss and had to convince myself not to lick the fondue bowl at the end .,POS,cheese,"NULL, bliss",0
"I ended up getting cookies and cream , which I did not sample -- I didnt like it .",NEG,cookies,didnt like,0
"I ended up getting cookies and cream , which I did not sample -- I didnt like it .",NEG,cream,didnt like,0
I ended up sitting at a table for over 15 minutes with no one coming to take my order .,NEG,,,0
I enjoy everything here but the oxtails are surely a hit : - ),NEG,oxtails,surely a hit,0
I enjoy everything here but the oxtails are surely a hit : - ),POS,,enjoy,0
I enjoy this place - despite the fact that the interior looks like it was decorated with the dumpster remnants leftover from a house featured on Hoarding : Buried Alive '' .,POS,interior,,0
I enjoy this place - despite the fact that the interior looks like it was decorated with the dumpster remnants leftover from a house featured on Hoarding : Buried Alive '' .,POS,place,enjoy,0
I enjoyed being in a vegan restaurant that I can order anything from the menu .,POS,vegan restaurant,enjoyed,0
I enjoyed everything about my visit there and will be going again soon .,POS,,,0
I enjoyed my dinner and I would definitely go back .,POS,,,0
I enjoyed my dinner and I would definitely go back .,POS,dinner,enjoyed,0
"I enjoyed my treat , although being a newb to the scene , I have no clue what is a reasonable price .",POS,price,reasonable,0
"I enjoyed my treat , although being a newb to the scene , I have no clue what is a reasonable price .",POS,treat,enjoyed,0
"I enjoyed talking to Brent and hearing about the opening of the restaurant and all the work that went into it , their history running Indishpensable , and their success with lunch business .",POS,Brent,enjoyed,0
"I enjoyed talking to Brent and hearing about the opening of the restaurant and all the work that went into it , their history running Indishpensable , and their success with lunch business .",POS,lunch business,success,0
I enjoyed the food overall .,POS,food,enjoyed,0
I especially enjoyed eating the chocolate shell off the soft serve since it has a different texture than the soft serve itself ( which I 'm generally not a huge fan of ) .,POS,soft serve,especially enjoyed,0
