raw_words,sentiment,aspect,opinion,subjectivity
I have wore 1 time and received a number of positive compliments .,POS,,"positive, compliments",0
I have worn them for years and they are always nice .,POS,they,nice,0
I have worn these for many years & have many colors .,POS,,,0
I have worn these shoes forever !,POS,shoes,,0
I have worn this pair for a couple of hours now and hope that it will last as long as another pair which lasted me almost 20 years .,POS,another pair,,0
I have yet to snag a pair of Capezio tights and they are such a breeze to launder .,POS,they,,0
"I haven't worn them yet , but they are perfect for the All White Birthday Party I will be attending soon .",POS,they,perfect,0
I highly recommend it,POS,,highly recommend,0
I highly recommend to all women !,POS,,highly recommend,0
I honestly thought these would be sheer and have a slight sparkle to them but it is a bit darker than i expected the sheer is minimal but they were also 11.99 that not to bad i will find something to were them with if it does not work with the outfit i have picked for them .,NEG,them,,0
I honestly thought these would be sheer and have a slight sparkle to them but it is a bit darker than i expected the sheer is minimal but they were also 11.99 that not to bad i will find something to were them with if it does not work with the outfit i have picked for them .,NEG,they,a bit darker,0
I hope this shoe is never discontinued .,POS,shoe,,0
"I just got these shoes and I 'm excited at how comfortable they seem , even for my wide yoga feet .",POS,they,comfortable,0
I just guessed on size but they are n't too big,POS,they,,0
I just tried them on and they are a great fit. < a data-hook=product-link-linked class=a-link-normal href=/Danskin-Women-s-Convertible-Tight/dp/B001U88UU8/ref=cm_cr_arp_d_rvw_txt ? ie=UTF8 > Danskin Women 's Convertible Tight < /a >,POS,they,great,0
I knew before I even tried it on that it would not fit .,NEG,,not fit,0
I know I will always buy these tights .,POS,tights,,0
"I know some suggested ordering a half size up , but since I have wide feet , ordering a size up was perfect ( FYI - street shoe size is different from dance shoes )",POS,,perfect,0
I know that is common knowledge with dance gear and especially capezio ... so that is what I did and they were still too small .,NEG,they,too small,0
I like Life Stride .,POS,Life Stride,like,0
I like how they shimmer and make your legs look great !,POS,they,great,0
"I like it , however , the slingback is a little loose , but the rest of the fit feels very well .",NEG,slingback,a little loose,0
"I like it , however , the slingback is a little loose , but the rest of the fit feels very well .",POS,,"very well, like",0
I like the appearance of the shoes very much - think they look very attractive .,POS,appearance,like,0
I like the appearance of the shoes very much - think they look very attractive .,POS,they,very attractive,0
I like the boots .,POS,boots,like,0
"I like the fleece lining , it helps to keep me warm , definitely a good buy .",POS,buy,good,0
"I like the fleece lining , it helps to keep me warm , definitely a good buy .",POS,fleece lining,"like, warm",0
I like the heel height and the style .,POS,heel height,like,0
I like the heel height and the style .,POS,style,like,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,The legs,large,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,panty part,tighter,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,tights,do n't like,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",POS,sole,like,0
"I like the idea of convertible tights , but not sure how to actually wear them as footless tights , as they have a little pouch for your toes .",POS,convertible tights,like,0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,blouse,"well, nice",0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,quality,like,0
I like the shoe overall .,POS,shoe,like,0
I like the shoes very much .,POS,shoes,like,0
I like the style and color .,POS,color,like,0
I like the style and color .,POS,style,like,0
"I like the transition foot , because I can roll the tights up and wear flip flops going to and from class .",POS,transition foot,like,0
I like them .,POS,them,like,0
I like them and have three pairs .,POS,them,like,0
I like them but not a good fit for my AA foot .,NEG,them,not a good fit,0
I like them but not a good fit for my AA foot .,POS,them,like,0
I like them so much better than the ones with the ties in front .,POS,them,like,0
I like them so much that I bought two more pairs - one in navy and another in black .,POS,them,like,0
"I like these , the fit is perfect for me , I 'm 5 ' 8 at 175 lbs , I ordered a large .",POS,,"like, perfect",0
"I like these , they are not as shimmery as I thought they would be tough .",NEG,they,shimmery,0
"I like these , they are not as shimmery as I thought they would be tough .",POS,they,like,0
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,,like,0
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,price,,0
I like these better than the footless ones because I can choose either way .,POS,,like,0
"I like these for so many uses , from church to grocery store trips .",POS,,like,0
I like these tights .,POS,tights,like,0
I like these very much but they are just a tiny bit too small .,NEG,they,"a tiny bit, too small",0
I like these very much but they are just a tiny bit too small .,POS,they,like,0
I like this blouse better in person .,POS,blouse,"like, better",0
I like this sweatshirt .,POS,sweatshirt,like,0
I like wearing them .,POS,them,like,0
I liked that they are long enough .,POS,they,"liked, long",0
I liked them so much that I purchased 2 pair of them .,POS,them,liked,0
I liked these so much that I went back and bought the black and beige too .,POS,,liked,0
I looked at dozens and liked this one immediately.I think she will be very pleased .,POS,this one,liked,0
I lost my character shoes-it had been almost 10 years since I 've needed any-and I 'm happy to finally have some more !,POS,,happy,0
"I love This sandal , I own it in white , beige , red and now navy .",POS,sandal,love,0
I love a good shiny hose that covers any imperfection in the leg .,POS,hose,"love, shiny, good",0
I love having the option to dance with toes in or out !,POS,,love,0
I love it !,POS,,love,0
I love mine and have bought several pairs over the years .,POS,mine,love,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,sweatshirts,"lightweight, very comfortable, love",0
I love that I can wear these over the foot or folded up on my ankle !,POS,,love,0
I love that these tights are durable and can go in the dryer !,POS,tights,"love, durable",0
I love the color ... blends well with tan legs in the summer .,POS,color,"blends well, love",0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,,"not heavy, light, love, comfortable",0
I love the fact that their heel isn't overly high too .,POS,heel,"love, isn't overly high",0
"I love the freedom these tights provide , they can become leggings with a simple adjustment if you have to go barefoot .",POS,tights,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,back of the foot,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,heel,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,squar-ish part,love,0
"I love the little bit of sheen they have , it dresses them up a lot",POS,they,love,0
I love the look .,POS,look,love,0
I love the look and feel of this top .,POS,feel,love,0
I love the look and feel of this top .,POS,look,love,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",NEG,shoe,too small,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,construction,love,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,look,love,0
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",NEG,crotch area,,0
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",POS,tights,love,0
I love the material .,POS,material,love,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,TOAST color,love,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,shimmer,love,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",NEG,seam,loose,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",POS,shirt,"love, NULL",0
"I love the shoes , it 's just that I should have ordered an 8W .",POS,shoes,love,0
"I love the style , looks dressy even as a low heel .",POS,,dressy,0
"I love the style , looks dressy even as a low heel .",POS,style,love,0
I love the thickness of these tights !,POS,thickness,love,0
I love the way this sandal looks and fits .,POS,sandal,love,0
I love them .,POS,them,love,0
I love them already !,POS,them,love,0
I love them very cool boots,POS,boots,very cool,0
I love them very cool boots,POS,them,love,0
"I love these , this time they ran a little large",NEG,they,a little large,0
"I love these , this time they ran a little large",POS,they,love,0
I love these .,POS,,love,0
I love these Life Stride Sandals .,POS,Sandals,love,0
I love these sandals !,POS,sandals,love,0
I love these sandals and am unhappy that they are discontinued .,POS,sandals,love,0
I love these sandals and am unhappy that they are discontinued .,POS,they,,0
I love these shoes .,POS,shoes,love,0
"I love these shoes and have them in blue , white and black .",POS,shoes,love,0
I love these shoes and wear them all the time .,POS,shoes,love,0
"I love these tights , I used them almost exclusively and have never looked back to regular nylons since .",POS,tights,love,0
"I love these tights , nice and sturdy and can put up with a beating .",POS,tights,"nice, sturdy, love",0
"I love these tights , so soft and comfortable to dance in and true to size",POS,size,TRUE,0
"I love these tights , so soft and comfortable to dance in and true to size",POS,tights,"love, so soft, comfortable",0
I love these tights .,POS,tights,love,0
I love these tights they make your legs look great !,POS,tights,"great, love",0
I love this and wear it all the time .,POS,,love,0
I love this brand of dance tights !,POS,brand,love,0
I love this sandal .,POS,sandal,love,0
I love this shoe !,POS,shoe,love,0
I love this style but other brands do not always fit right .,NEG,other brands,,0
I love this style but other brands do not always fit right .,POS,style,love,0
I love this watch !,POS,watch,love,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,,,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,tights,"best, love",0
I loved it then and love it now !,POS,,"love, loved",0
I loved the shoes I just expected them to be a little wider .,POS,shoes,loved,0
"I loved them enough to get size B , and they 're PERFECT .",POS,they,PERFECT,0
I loved them.I wear the sandals about twice a week and today the strap broke .,NEG,strap,,0
I loved them.I wear the sandals about twice a week and today the strap broke .,POS,them.I,loved,0
I might even buy another pair in a different color .,POS,,,0
I needed a navy pair to wear when I am working conferences and these are great .,POS,,great,0
I needed a red shoe to wear at my Red Hat meeting and this one will be just what I need this spring and summer .,POS,this one,,0
"I needed them for a cosplay ; they were comfortable for all day wear , and I had no issues with anything .",POS,they,comfortable,0
I never felt so confident in something so revealing .,POS,,,0
I never order shoes by mail unless it is a shoe I know ... I took a chance that the LifeStride 's Mimosa would be like the Naturalizer 's Mai Tai but I learned the hard way .,NEG,LifeStride 's Mimosa,,0
"I normally wear a 6 1/2 M , but because several of the reviews said this shoe was narrow , I chose a W and it fits fine .",POS,,fine,0
I normally wear an 8 1/2 and the arch is in the right place ; however on this shoe the 8 1/2 arch was too short .,NEG,shoe,too short,0
I noticed that I did n't have to worry about these shoes falling off .,POS,shoes,,0
I only washed it in cold water : - ( It is comfy .,POS,,comfy,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,dance tights,so solid,0
I opened them up and they are much darker then I thought .,NEG,they,much darker,0
I order a half size up first and they were too small .,NEG,they,too small,0
"I order a whole size larger than my foot , and they are still too small , I just don't understand that .",NEG,they,too small,0
"I order a wide and I got a wide , but , the wide must be for very , very , small feet .",NEG,,,0
I orderd my normal size and was completely satisfied with the fit .,POS,,completely satisfied,0
I ordered 6W but it was too narrow to me so I exchanged it to be 6WW ( I did n't buy them from Amazon ) last year .,NEG,,too narrow,0
"I ordered a 9W , and they fit perfectly .",POS,they,perfectly,0
"I ordered a S/M when I should have ordered a M/L , but they fit quite well save the waist elastic ( which I will be adjusting ) .",POS,they,quite well,0
I ordered a Small and fits good but for anyone over 115 pounds may be too small .,POS,,good,0
I ordered a half size bigger and they are perfect .,POS,they,perfect,0
I ordered a half size larger and they fit perfectly .,POS,they,perfectly,0
I ordered a large just to be on the safe side and I 'm so glad I did .,POS,,so glad,0
"I ordered a medium , but it was HUGE on me !",NEG,,HUGE,0
"I ordered a wide in my street size and they are a bit snug , but I am expecting them to stretch with use .",POS,they,a bit snug,0
"I ordered a wide width , shoe runs very narrow .",NEG,shoe,very narrow,0
I ordered an XXL because I don't like super tight tights .,NEG,tights,"don't like, super tight",0
I ordered another after receiving the first .,POS,the first,,0
I ordered my normal size and the fit was perfect .,POS,,perfect,0
I ordered my usual size and could n't even get my foot into the shoe .,NEG,shoe,,0
I ordered the Kelly green & Steel polo shirts both shirts arrived in good condition .,POS,condition,good,0
"I ordered the dark grey sweatshirt , and when it came to me , I got the light grey one .",NEG,,,0
I ordered the double wide and it was way to tight .,NEG,,to tight,0
I ordered the ivory and they are beautiful .,POS,they,beautiful,0
I ordered these for my dad and he loves them so much he wants another pair in a different color .,POS,them,loves,0
I ordered this pair after falling in love with the same product in classic .,POS,the same product,love,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,,really very pleased,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,comfort,really very pleased,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,warmth,really very pleased,0
I own one in every color that it is available .,NEU,,available,1
"I plan on ordering more , and will recommend -",POS,,recommend,0
I plan to use these for other costumes and even work too !,POS,,,0
I probably could have ordered a C but I wanted a more opaque color and did not want to overstretch the material .,NEG,,,0
"I puchased these for my girlfriend , they made her legs look amazing .",POS,they,amazing,0
I purchased Hanes & Capezio XXL tights & the Hanes fit much better .,POS,Hanes,much better,0
"I purchased the C/D size to be safe , and they are comfortable .",POS,they,comfortable,0
I purchased these much larger than size listed by chart to avoid rips .,NEG,,larger,0
"I purchased these sandals a few months ago - They fit good , comfy and just want I needed .",POS,They,"NULL, good, comfy",0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,them,unfortunately,0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,they,too big,0
"I purchased these tights to wear with a leotard for 80s night , and they could not have been more perfect .",POS,they,perfect,0
I put on socks with them so they became better fit .,POS,they,better,0
"I put shoe inserts in them , because they were too big .",NEG,they,too big,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,price,good,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,quality,great,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,product,somewhat small,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,size chart,,0
I read the reviews & did the wide & it fit perfectly !,POS,,perfectly,0
I read the reviews so I ordered the WW but they still feel a little tight .,NEG,they,a little tight,0
"I really enjoy my shoes , use them for Salsa and West Coast/East Coast swing .",POS,shoes,really enjoy,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,them,"glad, really enjoy",0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,they,comforty,0
I really hate the process of returning things by mail ... .do n't you ?,NEG,process of returning things by mail,really hate,0
I really like the look of these shoes .,POS,look,like,0
I really like the sandals .,POS,sandals,like,0
"I really like the shirt , but it 's too big .",NEG,shirt,too big,0
"I really like the shirt , but it 's too big .",POS,shirt,really like,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,NEG,,,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,them,really like,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,they,very comfortable,0
I really like these .,POS,,really like,0
"I really like this blouse and highly recommend , just size down .",POS,blouse,"highly recommend, like",0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,color choices.Marked,liked,0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,style,liked,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",NEG,,,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",POS,them,really love,0
I really want these shoes to work out ...,NEG,shoes,,0
"I really wanted some in navy and was able to find them through Amazon.Same fit as the black , very comfortable .",POS,,very comfortable,0
I recommend them !,POS,them,recommend,0
I recommend them to everyone .,POS,them,recommend,0
I recommend these to anyone .,POS,,recommend,0
I recommend these to every woman !,POS,,recommend,0
I reordered an 8.5 WW and they still hurt .,NEG,they,hurt,0
I returned them .,NEG,them,,0
I returned them but I did like the shoe .,POS,shoe,like,0
"I see the stiches wearing out too soon , if I wear them much .",NEG,stiches,,0
I sent them back,NEG,them,,0
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,narrow version,so much smaller,0
"I should have got a size c tho , these are comfortable in the waist , but I have a little too much material in the ankle , which is not a good look .",POS,,comfortable,0
I still like the double deerskin sole better for comfort but it 's nice to have the rubber soles for wearing outdoors and no leather ties to have to mess with .,POS,double deerskin sole,like,0
I still like the double deerskin sole better for comfort but it 's nice to have the rubber soles for wearing outdoors and no leather ties to have to mess with .,POS,rubber soles,nice,0
"I still think they 're nice shoes but a bit fake looking ,",NEG,shoes,a bit fake,0
"I still think they 're nice shoes but a bit fake looking ,",POS,shoes,nice,0
"I take a lot of ballet classes , and these are soft and just the right thickness to be warm and supportive .",POS,,"supportive, warm, soft",0
I tend to get them in several colors at the same time because they fit so well and last well .,POS,they,"well, so well",0
"I the first time I put them on , I must have struggled with getting the fat band through that tiny buckle for 10 minutes , not to mention getting them actually clasped .",NEG,them,,0
I think once I wear these more that I will get to where I can wear them all day .,POS,them,,0
"I think the sizes run true , and not small , as others posted in reviews I read .",POS,sizes,"TRUE, not small",0
I think they have discontinued them and that 's too bad because they are perfect .,POS,they,perfect,0
"I though this was a comfortable shoe that 's why I bought it but it really stiff in the arches that every time I go walking in it my feet hurt but maybe i just have weak arches it 's kind of lose in the heels but maybe i bought it too wide , hopefully it gets comfortable after a while .",NEG,arches,really stiff,0
"I though this was a comfortable shoe that 's why I bought it but it really stiff in the arches that every time I go walking in it my feet hurt but maybe i just have weak arches it 's kind of lose in the heels but maybe i bought it too wide , hopefully it gets comfortable after a while .",NEG,shoe,"NULL, too wide",0
"I thought she would have to break them in slowly , but she wrote them for a the hour rehearsal and said they were really comfortable .",POS,they,really comfortable,0
I thought the than I ordered would be to dark since i 'm very pale but when on they look perfect onstage .,POS,they,perfect,0
I thought these would be a good go-to option for comfortable black sandals ... and they are .,POS,they,good,0
I throw in the washing marchine and still have no runs !,POS,,,0
I tried on a different make of boot that looked identical but cost $ 350 and they fit so well and felt amazing on my feet .,POS,they,"amazing, so well",0
I tried the next size up on at a local store and it was way to big .,NEG,,big,0
I tried wearing them with straight leg pants ( not jeans ) and they bulge out making the leg look disproportionate .,NEG,them,,0
"I typically wear an 8 , but per instructions/advice , ordered a 9 , and they fit perfect.I wore this type of shoe back in high school for show choir , and they are just as comfortable as I remember them.I WILL say one thing , I 'm going to have to add something to the heel .",POS,they,"perfect.I, comfortable",0
"I unfortunately got a run on mine the first time I wore them , my nails must of caught it when I put them on .",NEG,mine,unfortunately,0
"I unfortunately need them for a costume today so I 'm washing and wearing anyway , but I am pretty grossed out that I would be sent hosiery that had clearly been at least tried on by another person .",NEG,,pretty grossed,0
"I unfortunately need them for a costume today so I 'm washing and wearing anyway , but I am pretty grossed out that I would be sent hosiery that had clearly been at least tried on by another person .",NEG,them,unfortunately,0
I use them for musical theatre productions and they holdup well .,POS,they,well,0
"I use them to cover my hip pads , the only way to improve these would be to make them more opaque , it takes about 5-6 of these to fully cover the pads .",NEG,them,,0
"I used this under the Tim Burton 's Alice in Wonderland Down the Rabbit Hole costume I made for halloween- very comfortable , and added the right amount of fluff to my skirt !",POS,,very comfortable,0
"I used to really love these tights , I 'll give them one more chance with the normal color , but the white is kind of crappy .",NEG,white,kind of crappy,0
"I used to really love these tights , I 'll give them one more chance with the normal color , but the white is kind of crappy .",POS,tights,really love,0
I used to wear Mimosa 's all the time .,POS,Mimosa 's,,0
"I usually do n't but tights online for my daughter for dance , but made an exception this time because amazon had a much better price than the local dance shop .",POS,price,much better,0
"I usually prefer a 9.5W ( when I can actually find it ) , so I went ahead and ordered the 10W here and they 're perfect for me .",POS,they,perfect,0
"I usually wear Small size ( from stardard size stores like Gap , Old Navy ... ) , and thinking this blouse would be too tight if ordered in Small , I purchased the Large Size , and find it too wide .",POS,blouse,too wide,0
I usually wear a 6 W but these shoes I could n't get my foot into the shoe .,NEG,shoe,,0
I usually wear a 9N and I was excited to get this sandal .,POS,sandal,excited,0
I usually wear a medium and sized down to a small per the reviews and am glad I did .,POS,,glad,0
I usually wear a wide width and this shoe felt a little tight .,NEG,shoe,a little tight,0
I very fond of the style but I 'm so sad they were n't for my feet .,NEG,they,so sad,0
I very fond of the style but I 'm so sad they were n't for my feet .,POS,style,very fond,0
"I walk about in them all day and my feet are fine , here 's the catch though , I have to break the back straps down .",NEG,them,,0
I wanted a fairly simple boot that I could wear everyday without killing my wallet ; these are just that .,POS,,,0
I wanted a more blacker tight .,NEG,,,0
I wanted navy blue to wear with slacks while the weather is still nice and these fit perfectly the moment I put them on .,POS,,perfectly,0
"I wanted to love these sandals , but I had to return them because the back strap of the left shoe was too loose and slipped off .",NEG,back strap,too loose,0
"I wanted to love these sandals , but I had to return them because the back strap of the left shoe was too loose and slipped off .",NEG,sandals,,0
"I was a bit dismayed to see that the soles were cardboard instead of leather , but I may just be a novice about these dance/character shoes and that may be the way they are usually constructed .",NEG,soles,a bit dismayed,0
I was able to wear it all day the first day .,POS,,,0
I was able to wear them at a theme park all day without pain ! !,POS,them,,0
I was desperate and had them sent overnight ( $ 8 ) . They are uncomfortable to begin with and unbearable after 4 hours of wear .,NEG,They,"uncomfortable, unbearable",0
"I was disappointed when I got this shoe because it looked like it would be comfortable , but it was too narrow to wear comfortably for any amount of time so I gave them to someone whose feet are narrower and they love them .",NEG,shoe,"disappointed, too narrow",0
"I was disappointed when I got this shoe because it looked like it would be comfortable , but it was too narrow to wear comfortably for any amount of time so I gave them to someone whose feet are narrower and they love them .",POS,them,love,0
"I was expecting them to be opaque , and they are not .",NEG,they,opaque,0
I was going for the Hooter girl look and they definitely did the trick .,POS,they,,0
I was happy to find them on Amazon and ordered a few more pairs .,POS,them,happy,0
"I was hoping since Capezio made those they would have changed the waistband on these , but they did n't ( minus the 1 star ) .",NEG,they,,0
"I was just looking for a nice pair of black shoes that were n't sneakers , and the price on these made them very eye-catching ( especially when I went to look at them again and they 'd dropped from $ 35 to $ 25 ) .",POS,price,,0
"I was just looking for a nice pair of black shoes that were n't sneakers , and the price on these made them very eye-catching ( especially when I went to look at them again and they 'd dropped from $ 35 to $ 25 ) .",POS,them,very eye-catching,0
I was looking for something to replace my pantyhose because no matter what brand I buy I manage to have a run by the end of the day .,NEG,pantyhose,,0
I was pleasantly surprised - they are nice - good for concealing bunions .,POS,they,"pleasantly surprised, good",0
I was pleasantly surprised to find that these shoes were narrow enough for my 7 1/2 AA foot .,POS,shoes,"pleasantly surprised, narrow enough",0
I was scared when I was stretching because they are that small and tight !,NEG,they,"tight, that small",0
"I was skeptical because of the width , but they are just right .",NEU,they,just right,1
I was so excited to see that they came in half sizes - somewhat of a rarity in character shoes .,POS,they,so excited,0
I was so happy I found the black again .,POS,,so happy,0
"I was somewhat upset , but the shoes are well made , just not sized correctly .",NEG,shoes,"not sized correctly, upset",0
"I was somewhat upset , but the shoes are well made , just not sized correctly .",POS,shoes,well,0
I was thrilled to see LifeStyle continue this style from last year .,POS,style,thrilled,0
"I was told on the site the shoe ran small , so I ordered a 1/2 size larger ( I normally wear a 9 but got a 9 1/2 .",NEG,shoe,small,0
I was very disappointed since they are a very attractive shoe .,POS,shoe,very attractive,0
"I was wanting something shiny , and firm , also just thick enough to be good quality and not run , but not as thick as fleece tights that are too hot .",NEG,fleece tights,too hot,0
"I was worried about the sizing , but they are very flexible and stretchy so it was n't an issue .",POS,they,"stretchy, very flexible",0
"I was worried when I opened the package because when holding it up , I could see through BOTH layers of this shirt !",NEG,shirt,,0
"I was worried when I opened the package because when holding it up , I could see through BOTH layers of this shirt !",POS,,worried,0
"I wash in the bag , cold water wash , and I lay flat to dry on one of those expandable drying racks.My 3 year old also has these tights and we 've had the same great experience with those .",POS,tights,great,0
I wash them out in warm water and hang dry them and they have lasted forever !,POS,they,,0
I wear a 7-1/2 shoe and ordered a full size larger which fit well .,POS,,well,0
I wear a size 4 women 's shoe and finding shoes in that size is very difficult so I appreciate that Capezio continues to make small sizes and their shoes are comfortable and well made to handle the stress dancers put on their shoes .,POS,shoes,"well, comfortable",0
I wear a size 7 1/2 M and these fit just right and are so stylish and comfortable .,POS,,"comfortable, just right, so stylish",0
"I wear between a 9.5 and 10 but ordered the 10 , they fit but the toe area is a bit long .",NEG,toe area,a bit long,0
"I wear between a 9.5 and 10 but ordered the 10 , they fit but the toe area is a bit long .",POS,they,fit,0
I wear small for everything but clearly not for this brand .,NEG,brand,,0
"I wear them in place of stockings with business clothes and they look good , feel good .",POS,they,"good, good",0
I wear them to work EVERY DAY for 9 hours .,POS,them,,0
"I wear these under lightweight jersey white pants , like detachable , washable lining .",POS,,,0
I went to class without tights because I have never been so uncomfortable in a garment in my life.Please do not buy these tights ... I honestly don't believe that even the largest size will fit me.Two days ago I decided to order the DASKIN Ultrasoft Convertible ballet pink tights .,NEG,tights,uncomfortable,0
"I went with height over weight , and these were perfect .",POS,,perfect,0
I went with size D and it works well - perhaps a bit tighter than expected but it has stretch .,NEG,,a bit tighter,0
I went with size D and it works well - perhaps a bit tighter than expected but it has stretch .,POS,,"NULL, well",0
"I will add arch support only because I need help there in any shoe , but I look forward to a long and happy relationship ... : )",POS,,,0
I will agree I was a little dismayed when I took it out of the package because it was very flat .,NEG,,"a little dismayed, very flat",0
I will be purchasing more of these .,POS,,,0
I will be returning these .,NEG,,,0
I will be trying these in other colors as well .,POS,,well,0
I will be urging the coach to pick a different brand next year .,NEG,,,0
I will buy these again .,POS,,,0
I will definitely be buying other colors for now and next spring .,POS,,,0
I will definitely be purchasing more of these !,POS,,,0
I will definitely buy them again .,POS,them,,0
I will most likely purchase another pair .,POS,,,0
I will never buy any shoe by this seller again .,NEG,seller,,0
I will order more in different colors .,POS,,,0
I will order more in other colors .,POS,,,0
I will order the Danskin tights again and again .,POS,Danskin tights,,0
"I will probably wear them until they wear out since they were fairly expensive , but I 'll most likely buy more of the Theatricals XL tights ( which are lower quality but half the price and more comfortable ) when I need new ones .",NEG,quality,lower,0
"I will probably wear them until they wear out since they were fairly expensive , but I 'll most likely buy more of the Theatricals XL tights ( which are lower quality but half the price and more comfortable ) when I need new ones .",NEG,they,fairly expensive,0
"I will probably wear them until they wear out since they were fairly expensive , but I 'll most likely buy more of the Theatricals XL tights ( which are lower quality but half the price and more comfortable ) when I need new ones .",POS,Theatricals XL tights,more comfortable,0
"I will probably wear them until they wear out since they were fairly expensive , but I 'll most likely buy more of the Theatricals XL tights ( which are lower quality but half the price and more comfortable ) when I need new ones .",POS,price,,0
I will say they nice shoes just not true to size .,NEG,size,not true,0
"I wish I had purchased them in leather because the synthetic material on top makes my foot sweat , but apart from that I am happy about the comfort and the look .",NEG,material,,0
"I wish I had purchased them in leather because the synthetic material on top makes my foot sweat , but apart from that I am happy about the comfort and the look .",POS,comfort,happy,0
"I wish I had purchased them in leather because the synthetic material on top makes my foot sweat , but apart from that I am happy about the comfort and the look .",POS,look,happy,0
I wish I stated wearing them instead of regular pantyhose .,POS,them,,0
"I wish they 'd size them normal , anyway .",NEG,,,0
"I wish they made these in the full body tight , they are the perfect color for my skin , capezio is the best quality , I have gotten body wrappers also ( which the color is a tad closer to mine ) and although they are great quality too they have seemed to run or snag a bit more than the capezio tights ( they last a long time though and I use them for aerial silks/trapeze/hoop so they get a lot of friction ) .",NEG,they,snag a bit,0
"I wish they made these in the full body tight , they are the perfect color for my skin , capezio is the best quality , I have gotten body wrappers also ( which the color is a tad closer to mine ) and although they are great quality too they have seemed to run or snag a bit more than the capezio tights ( they last a long time though and I use them for aerial silks/trapeze/hoop so they get a lot of friction ) .",POS,capezio,best,0
