raw_words,sentiment,aspect,opinion,subjectivity
"It has 3 bedrooms , 1 bathroom very clean that had all the amenities and a kitchen very well equipped .",POS,bathroom,very clean,0
"It has 3 bedrooms , 1 bathroom very clean that had all the amenities and a kitchen very well equipped .",POS,kitchen,very well,0
It has a charming old character .,POS,NULL,charming,0
It has a great view on the piers and water .,POS,NULL,NULL,1
It has a loft bed via a ladder ... with a world class bedtime reading library .,POS,bedtime reading library,world class,0
It has a nice view .,POS,view,nice,0
It has beautiful high ceilings and big windows .,POS,high ceilings,beautiful,0
It has beautiful high ceilings and big windows .,POS,windows,big,0
"It has lots of different areas to spread out - the cosy kitchen , the quiet study , the grand upstairs , and the amazing roof terrace .",POS,roof terrace,amazing,0
"It has lots of different areas to spread out - the cosy kitchen , the quiet study , the grand upstairs , and the amazing roof terrace .",POS,kitchen,cosy,0
"It has lots of different areas to spread out - the cosy kitchen , the quiet study , the grand upstairs , and the amazing roof terrace .",POS,upstairs,grand,0
"It has lots of different areas to spread out - the cosy kitchen , the quiet study , the grand upstairs , and the amazing roof terrace .",POS,study,quiet,0
It helped make Boston feel like home for a day .,POS,NULL,NULL,1
"It is a one room apartment , with a kitchen that is not fully equiped .",NEG,kitchen,NULL,1
It is a rare opportunity to stay in such a great neighborhood of old Boston .,POS,neighborhood,great,0
It is a safe and quiet neighbourhood .,POS,neighbourhood,"safe, quiet",0
It is a very good place to stay .,POS,place,very good,0
It is a wonderful place in a fabulous location .,POS,location,fabulous,0
It is a wonderful place in a fabulous location .,POS,place,wonderful,0
It is also close to Harvard square .,POS,NULL,NULL,1
It is also close to the airport for those flying in .,POS,NULL,NULL,1
It is also very close to the T so it 's easy to get around the city from here .,POS,NULL,"easy, NULL",0
It is centrally located as we walked almost everywhere .,POS,NULL,centrally,0
It is clean and exactly what I needed .,POS,NULL,clean,0
It is clear she loves her location and Boston and is full of helpful ideas and suggestions .,POS,ideas,helpful,0
It is clear she loves her location and Boston and is full of helpful ideas and suggestions .,POS,suggestions,helpful,0
It is close to bus stops where you can take a bus to train stations .,POS,NULL,NULL,1
It is close to just about anything you could ever want in Boston .,POS,NULL,NULL,1
"It is entirely private , as it is located on its own floor of the town house .",POS,NULL,entirely private,0
"It is great for the younger crowd - if you are over 40 ( as we are ) , be aware that you are actually climbing up and down a ladder into a homemade loft to a mattress on a floor w/ a very low ceiling .",POS,NULL,great,0
"It is in an excellent location for public transportation , but is off the main roads so it is quiet and safe .",POS,location,excellent,0
"It is in an excellent location for public transportation , but is off the main roads so it is quiet and safe .",POS,NULL,"safe, quiet",0
It is literally right next to everything .,POS,NULL,NULL,1
It is located a short walk from the train which will take you right to downtown in 10-15 min .,POS,NULL,short,0
"It is located in a charming neighborhood closed to Harvard Business , and there is a bus that takes you to Harvard square If you are looking for a place which is nice , welcoming and very clean you definitely will be very happy with your stay here !",POS,neighborhood,charming,0
"It is located in a charming neighborhood closed to Harvard Business , and there is a bus that takes you to Harvard square If you are looking for a place which is nice , welcoming and very clean you definitely will be very happy with your stay here !",POS,NULL,NULL,0
"It is located in a nice neighborhood and a short walk to the T. It offered the conveniences of a motel , as well as the privacy we were hoping for .",POS,neighborhood,nice,0
"It is located in a nice neighborhood and a short walk to the T. It offered the conveniences of a motel , as well as the privacy we were hoping for .",POS,NULL,NULL,0
It is located in a pretty quite area .,POS,area,pretty quite,0
It is located just a couple of blocks away from the Bunker Hill monument and is very convenient for working or visiting the naval dock area .,POS,NULL,very convenient,0
It is located on a somewhat steep hill off the main street .,NEG,hill,somewhat steep,0
It is located right at the beginning of the Freedom Trail and is an easy 15 minute walk from anywhere you want to go .,POS,NULL,NULL,1
It is on the 4th floor and the elevator is quaint at best - not acceptable from the first floor .,POS,elevator,quaint,0
"It is rather small , but that seems to be the standard in the area .",NEG,NULL,rather small,0
"It is small , but it was perfect size for me and my husband for a few days .",POS,size,perfect,0
"It is small , but it was perfect size for me and my husband for a few days .",NEG,NULL,small,0
It is such a perfect location and was ( for such a tiny space ) so comfortable and convenient .,POS,location,"perfect, convenient",0
It is such a perfect location and was ( for such a tiny space ) so comfortable and convenient .,POS,NULL,so comfortable,0
It is such a perfect location and was ( for such a tiny space ) so comfortable and convenient .,POS,space,tiny,0
It is very clean and comfy .,POS,NULL,"comfy, very clean",0
"It is very quiet , clean and modern .",POS,NULL,"modern, very quiet, clean",0
It is walking distance to Whole foods etc and I felt comfortable walking by myself at night .,POS,NULL,"comfortable, NULL",0
"It looks brand new , clean , modern , great linens , private entrance , and great location .",POS,linens,great,0
"It looks brand new , clean , modern , great linens , private entrance , and great location .",POS,location,great,0
"It looks brand new , clean , modern , great linens , private entrance , and great location .",POS,NULL,"modern, clean",0
"It made me a little uncomfortable when accompanied with not being able to use the kitchen , because I felt as though all the tenants did not want me there .",NEG,NULL,a little uncomfortable,0
"It never took us more than five or ten minutes to walk to the public transportation stations nearby , and from there we could go anywhere .",POS,NULL,NULL,1
"It really is in the heart of Charlestown , just a few short blocks from the Bunker Hill Monument .",POS,NULL,NULL,1
"It 's a charming place in the heart of the city , with many sites , restaurants , and shops within walking distance .",POS,place,"NULL, charming",0
It 's a good place and will definitely consider to come again .,POS,place,good,0
It 's a great location .,POS,location,great,0
"It 's a great place for two people , but would not recommend it for 3 people especially because the pull out bed is extremely uncomfortable .",NEG,pull out bed,extremely uncomfortable,0
"It 's a great place for two people , but would not recommend it for 3 people especially because the pull out bed is extremely uncomfortable .",POS,place,great,0
It 's a nice quiet apartment .,POS,apartment,"quiet, nice",0
"It 's a short ( if ugly ) walk to restaurants and bars , and a quiet place to sleep at night .",POS,place,"quiet, NULL",0
It 's a short walk to the T ride into central Boston and there is a handy bus nearby too .,POS,NULL,NULL,1
It 's a very short walk to the bus and train .,POS,NULL,very short,0
It 's a very tidy and secure apartment .,POS,apartment,"secure, very tidy",0
It 's also an easy walk to the Museum of Fine Arts .,POS,NULL,easy,0
"It 's also in a beautiful neighbourhood , which is safe , central , and wonderfully served for coffee houses , restaurants , bars and shops .",POS,neighbourhood,"beautiful, central, safe, wonderfully",0
"It 's also just a 10 minute walk to the closest T line station , Airport , so it 's convenient for getting into the city or to the airport for flights .",POS,NULL,"NULL, convenient",0
"It 's an easy walk to HBS campus ( about 10 min ) , or an easy Uber to anywhere in Boston for about $ 8-10 .",POS,NULL,"easy, easy",0
It 's an easy walk to most everything in Boston though .,POS,NULL,NULL,1
"It 's at the center of everything and is in walking distance from clubs , bars , the water , and historic area .",POS,NULL,NULL,1
It 's awesome .,POS,NULL,awesome,0
It 's convenient and in walking distance to everything .,POS,NULL,convenient,0
It 's easy to see this space is very well cared for and that the host puts a lot of effort into making sure guests have everything they need .,POS,space,"very well, NULL",0
It 's fun old place with a unique character .,POS,place,"unique, fun",0
"It 's hard to know exactly what you are getting from pictures and descriptions , and I 'm sure Tiffany does her best to explain exactly what you are getting to the best of her ability .",POS,Tiffany,"best, best",0
"It 's in a great location in Seaport , and the building is very nice / new ( with doormen at the entrance , a roof garden , etc ) .",POS,location,great,0
"It 's in a great location in Seaport , and the building is very nice / new ( with doormen at the entrance , a roof garden , etc ) .",POS,building,very nice,0
"It 's in a super safe and high-end neighborhood , right next to the Boston Commons , State House , and truly just steps away from the Freedom Trail .",POS,neighborhood,"NULL, super safe, high-end",0
"It 's in an amazing location , is easy to access , and is very well kept .",POS,location,amazing,0
"It 's in an amazing location , is easy to access , and is very well kept .",POS,NULL,"very well, easy",0
It 's located near the Harvard Business School and Trader 's Joe .,POS,NULL,NULL,1
It 's located right between 2 of the green T lines and the neighborhood has lots of good restaurants and bars .,POS,neighborhood,NULL,1
"It 's one full bed and a pull-out couch ( the couch was n't super comfortable for sleeping , but it worked and the bed was great ) .",POS,bed,great,0
"It 's one full bed and a pull-out couch ( the couch was n't super comfortable for sleeping , but it worked and the bed was great ) .",NEG,pull-out couch,n't super comfortable,0
"It 's one full bed and a pull-out couch ( the couch was n't super comfortable for sleeping , but it worked and the bed was great ) .",POS,pull-out couch,NULL,0
It 's one of if not the best value in Boston .,POS,NULL,best value,0
It 's really in the best neighborhood of Boston ! !,POS,neighborhood,best,0
It 's right in the middle of trendy Newbury St in Back Bay so be sure you 're ok with noise and/or bring ear plugs .,NEG,NULL,NULL,0
It 's right in the middle of trendy Newbury St in Back Bay so be sure you 're ok with noise and/or bring ear plugs .,POS,NULL,trendy,0
It 's the best location if you 're looking to park your car for the trip and walk to all of your destinations .,POS,location,best,0
It 's very convenient and the check-in process was smooth .,POS,check-in process,smooth,0
It 's very convenient and the check-in process was smooth .,POS,NULL,very convenient,0
"It 's very convenient for transportation , just 5 mins walk to orange line .",POS,NULL,"NULL, very convenient",0
It 's walking distance to anything in downtown Boston .,POS,NULL,NULL,1
"It 's walking distance to the Commons and Public Garden , tons of shopping and restaurants .",POS,NULL,NULL,1
It seemed like I needed to tip-toe around the house as not to disturb anyone .,NEG,house,NULL,1
It took about 15 munutes from the house and the room was very cozy and comfortable .,POS,room,"comfortable, very cozy",0
"It took us 30 minutes ( max ) to walk to Fenway park from the apartment and about 20 minutes or less to walk to the harbor and then , of course , there 's everything in between ( Boston common/gardens , Cheers bar , Faneuil Market ) .",POS,NULL,NULL,1
It was a good time .,POS,NULL,good,0
It was a great experience !,POS,NULL,great,0
It was a great experience and we wished we could stay longer !,POS,NULL,great,0
"It was a great flat , very clean and nice .",POS,flat,"nice, very clean, great",0
It was a great little getaway for my boyfriend and I .,POS,NULL,great,0
"It was a great location , clean , and comfortable .",POS,NULL,"clean, comfortable",0
"It was a great location , clean , and comfortable .",POS,location,great,0
It was a great place in a very trendy part of town .,POS,place,"great, very trendy",0
It was a great place to stay within walking distance of Harvard yet quiet enough to get some good rest .,POS,place,"NULL, great, quiet",0
It was a great size for the three of us and was very clean .,POS,size,great,0
It was a great size for the three of us and was very clean .,POS,NULL,very clean,0
It was a perfect location for me - just 4 min walk to my conference at the Seaport World Trade Center .,POS,location,"perfect, NULL",0
It was a pleasure to stay in her home !,POS,NULL,pleasure,0
It was a pleasure to stay in Penny 's home .,POS,NULL,pleasure,0
"It was a unique stay , lovely Boston experience .",POS,NULL,"unique, lovely",0
"It was a very good experience and perfectly prepared for the 4 of us ( restaurant tipps , etc . ) .",POS,NULL,"perfectly, very good",0
It was a wonderful time and I can highly recommend this accommodation !,POS,accommodation,highly recommend,0
It was a wonderful time and I can highly recommend this accommodation !,POS,NULL,wonderful,0
It was about a 7 minute walk to the westin waterfront and conference center .,POS,NULL,NULL,1
It was also nice quiet neighborhood .,POS,neighborhood,nice quiet,0
It was also so good to have a desk to land a laptop on and a very comfortable reading chair !,POS,desk,so good,0
It was also so good to have a desk to land a laptop on and a very comfortable reading chair !,POS,reading chair,very comfortable,0
It was also very close to everywhere we intended to go .,POS,NULL,NULL,1
"It was clean , comfortable , and cozy .",POS,NULL,"cozy, clean, comfortable",0
"It was clean , comfortable , and very stylish .",POS,NULL,"very stylish, clean, comfortable",0
"It was clean , lots of natural light , and had a window unit air conditioner .",POS,NULL,clean,0
"It was clean , secure , and Tiffany was very responsive during the stay .",POS,NULL,"clean, secure",0
"It was clean , secure , and Tiffany was very responsive during the stay .",POS,Tiffany,very responsive,0
It was clean and comfortable and the location was great .,POS,NULL,"clean, comfortable",0
It was clean and comfortable and the location was great .,POS,location,great,0
It was clean and had all of the amenities one could ask for .,POS,NULL,clean,0
It was clean and had all of the amenities one could ask for .,POS,amenities,NULL,0
"It was clean and quiet , with all the major amenities of any hotel .",POS,NULL,"clean, quiet",0
"It was clean and quiet , with all the major amenities of any hotel .",POS,amenities,NULL,0
"It was close to everything on our itinerary , quiet neighbourhood , and absolutely no trouble with street parking - as there is no parking at the apartment , it 's residential only .",POS,street parking,absolutely no trouble,0
"It was close to everything on our itinerary , quiet neighbourhood , and absolutely no trouble with street parking - as there is no parking at the apartment , it 's residential only .",POS,NULL,NULL,0
"It was close to everything on our itinerary , quiet neighbourhood , and absolutely no trouble with street parking - as there is no parking at the apartment , it 's residential only .",POS,neighbourhood,quiet,0
"It was comfortable , quiet , and I would recommend this place for anyone traveling through the area that does n't want to deal with crazy expensive Boston hotels !",POS,place,"recommend, comfortable, quiet",0
It was definitely a good place to get a taste of local living rather than staying in an apartment .,POS,place,good,0
It was easy to check in and out and my girlfriend and I had everything we needed for a very memorable trip to Boston .,POS,check in and out,easy,0
It was easy to check in and out and my girlfriend and I had everything we needed for a very memorable trip to Boston .,POS,NULL,"very memorable, NULL",0
It was easy to locate and access .,POS,NULL,easy,0
It was easy to work with Brent on access into the unit/building .,POS,Brent,easy,0
It was especially cozy .,POS,NULL,especially cozy,0
It was exactly as described in the website and she was so helpful and responsive when I had questions !,POS,NULL,"responsive, so helpful",0
It was exactly what we expected from the pictures -- clean and stylish .,POS,NULL,"stylish, clean",0
It was fully prepared for my stay and I had an incredibly comfortable time .,POS,NULL,"incredibly comfortable, fully prepared",0
It was incredibly warm in there ( great for cold Boston winters . ),POS,NULL,"great, incredibly warm",0
"It was larger than expected , super clean , and had everything and more than we needed .",POS,NULL,"NULL, super clean, larger",0
It was less than five minute walk to the Convention Center .,POS,NULL,NULL,1
It was located up two short staircases and had beautiful views of trees and a church steeple .,POS,views,beautiful,0
It was lovely place to stay .,POS,NULL,lovely,0
It was my first experience with airbnb and I had a great time at Todd 's place .,POS,NULL,great,0
It was nice to find things you sometimes forget when you travel like toothpaste and shampoo .,POS,NULL,nice,0
It was no problem getting into the apartment .,POS,apartment,no problem,0
It was our first Air BnB experience in the US and it turned out exceptionally well .,POS,NULL,exceptionally well,0
It was our first airbnb experience and was more than we had hoped for .,POS,NULL,NULL,1
It was perfect .,POS,NULL,perfect,0
It was perfect for me during the meeting I attended close by .,POS,NULL,perfect,0
"It was quiet , super clean , and very cozy .",POS,NULL,"very cozy, quiet, super clean",0
It was really easy to get to with my gsp .,POS,NULL,really easy,0
It was really usefull Thanks Terry !,POS,NULL,really usefull,0
It was really usefull Thanks Terry !,POS,Terry,Thanks,0
"It was so centrally located , we were able to walk to everything .",POS,NULL,"NULL, so centrally",0
"It was so great to be a bit off the beaten path , in such a bustling city - to be both in the thick of things , and have shady seclusion and quiet at the same time .",POS,NULL,"quiet, so great",0
"It was spacious enough to accommodate 3 of us , the window views into Newbury were just sublime and the easy access to all the nearby restaurants and shops were unbeatable .",POS,window views,just sublime,0
"It was spacious enough to accommodate 3 of us , the window views into Newbury were just sublime and the easy access to all the nearby restaurants and shops were unbeatable .",POS,NULL,"spacious enough, easy",0
It was spotless and the check-in process was very easy .,POS,NULL,spotless,0
It was spotless and the check-in process was very easy .,POS,check-in process,very easy,0
It was such an amazing stay .,POS,NULL,amazing,0
It was the perfect place for a weekend trip to enjoy the attractions that Boston has to offer .,POS,place,perfect,0
It was the perfect place to relax after a day of exploring the city .,POS,NULL,perfect,0
"It was the perfect size for two couples , and we loved having the back patio to relax on .",POS,back patio,loved,0
"It was the perfect size for two couples , and we loved having the back patio to relax on .",POS,size,perfect,0
It was the perfect spot for our family of three - centrally located and near all of the wonderful restaurants and shops that the South End has to offer .,POS,spot,"perfect, NULL",0
It was very clean and check in and check out was easy .,POS,NULL,clean,0
It was very clean and check in and check out was easy .,POS,check in,easy,0
It was very clean and check in and check out was easy .,POS,check out,easy,0
It was very clean and had everything we would need .,POS,NULL,"NULL, very clean",0
It was very close to the Harvard Business School where we were visiting .,POS,NULL,NULL,1
It was very convenient to everything the neighborhood has to offer .,POS,NULL,very convenient,0
It was very convenient to Jamaica Pond and the great eating spots in Jamaica Plain .,POS,NULL,very convenient,0
"It was very conveniently located , and was able to take the silver line bus from the airport for free , which drops you off a block or two away .",POS,NULL,"NULL, very conveniently",0
It was very easy to come and go as I pleased .,POS,NULL,"pleased, very easy",0
It was very nice !,POS,NULL,very nice,0
"It was well equipped and it was in a perfect , central location .",POS,location,"central, perfect",0
"It was well equipped and it was in a perfect , central location .",POS,NULL,well,0
"It was within walking distance to the club , and plenty of bars and restaurants .",POS,NULL,NULL,1
It worked out perfect for us .,POS,NULL,perfect,0
"Its a good place to stay , everything its near you .",POS,place,"good, NULL",0
Its central location allowed us to fit in more than we had planned on what was already a tight schedule .,POS,location,central,0
"Its clean , nice neighborhood , nice bathroom , internet , close to public transportation in case of rain ( I did everything on foot ) .",POS,NULL,"clean, NULL",0
"Its clean , nice neighborhood , nice bathroom , internet , close to public transportation in case of rain ( I did everything on foot ) .",POS,bathroom,nice,0
"Its clean , nice neighborhood , nice bathroom , internet , close to public transportation in case of rain ( I did everything on foot ) .",POS,neighborhood,nice,0
Its close proximity to the river and finish line venue makes it an ideal location for future athletes .,POS,location,ideal,0
Its close proximity to the river and finish line venue makes it an ideal location for future athletes .,POS,NULL,NULL,0
"Its kept very clean and toasty , perfect for the cold winter months .",POS,NULL,"perfect, toasty, very clean",0
"Its location , the appartment , the rooftop and the netflix/hbo are the perfect combination for a relaxed stay .",POS,appartment,perfect,0
"Its location , the appartment , the rooftop and the netflix/hbo are the perfect combination for a relaxed stay .",POS,location,perfect,0
"Its location , the appartment , the rooftop and the netflix/hbo are the perfect combination for a relaxed stay .",POS,netflix/hbo,perfect,0
"Its location , the appartment , the rooftop and the netflix/hbo are the perfect combination for a relaxed stay .",POS,rooftop,perfect,0
"Its location , the appartment , the rooftop and the netflix/hbo are the perfect combination for a relaxed stay .",POS,NULL,relaxed,0
Jamaica Plain is an interesting area with lots of restaurants within easy walking distance .,POS,area,"interesting, NULL",0
Jason & Valerie are friendly and they have really nice place to stay .,POS,Jason & Valerie,friendly,0
Jason & Valerie are friendly and they have really nice place to stay .,POS,place,really nice,0
Jason adviced us many things and he is kindness .,POS,NULL,kindness,0
Jason and his son were very nice .,POS,Jason,very nice,0
Jason and his son were very nice .,POS,son,very nice,0
Jason and Valerie are amazing hosts .,POS,Jason and Valerie,amazing,0
Jason and Valerie are an awesome couple ; they are very helpful and gave us really nice recommendations abot places to visit .,POS,Jason and Valerie,awesome,0
Jason and Valerie are an awesome couple ; they are very helpful and gave us really nice recommendations abot places to visit .,POS,recommendations,nice,0
Jason and Valerie are an awesome couple ; they are very helpful and gave us really nice recommendations abot places to visit .,POS,they,very helpful,0
Jason and Valerie are extremely kind and funny people .,POS,Jason,"funny, extremely kind",0
Jason and Valerie are extremely kind and funny people .,POS,Valerie,"funny, extremely kind",0
Jason and Valerie are great hosts !,POS,Jason,great,0
Jason and Valerie are great hosts !,POS,Valerie,great,0
"Jason and Valerie are really nice , funny and very kind , we really enjoy talking and our stay with them .",POS,talking,really enjoy,0
"Jason and Valerie are really nice , funny and very kind , we really enjoy talking and our stay with them .",POS,Jason and Valerie,"very kind, funny, really nice",0
Jason and Valerie are such great hosts- friendly and full of information to really dive into the myriad experiences that Boston has to offer .,POS,Jason and Valerie,"friendly, great",0
Jason and Valerie are such great hosts- friendly and full of information to really dive into the myriad experiences that Boston has to offer .,POS,information,full,0
Jason and Valerie are super friendly and helpful .,POS,Jason and Valerie,"helpful, super friendly",0
Jason and Valerie are very friendly and nice .,POS,Jason,"nice, very friendly",0
Jason and Valerie are very friendly and nice .,POS,Valerie,"nice, very friendly",0
Jason and Valerie are very kind and it 's was nice to stay .,POS,NULL,nice,0
Jason and Valerie are very kind and it 's was nice to stay .,POS,Jason and Valerie,very kind,0
Jason and Valerie are very kind and welcoming !,POS,Jason and Valerie,"welcoming, very kind",0
Jason and Valerie responded quickly if we had any questions .,POS,Jason,quickly,0
Jason and Valerie responded quickly if we had any questions .,POS,Valerie,quickly,0
"Jason and Valerie 's room is great , very cozy and warm , and their place is really clean .",POS,Jason and Valerie 's room,"great, very cozy, warm",0
"Jason and Valerie 's room is great , very cozy and warm , and their place is really clean .",POS,place,really clean,0
Jason and Valerie were amazing hosts .,POS,Jason,amazing,0
Jason and Valerie were amazing hosts .,POS,Valerie,amazing,0
Jason and Valerie were the best hosts you could ask for .,POS,Jason,best,0
Jason and Valerie were the best hosts you could ask for .,POS,Valerie,best,0
Jason and Valerie were very gracious hosts .,POS,Jason and Valerie,very gracious,0
Jason and Valerie were wonderful and friendly people .,POS,Jason and Valerie,"wonderful, friendly",0
"Jason gave us a map of Boston and showed us a all interesting places to go , due to that we nearly saw everything interesting about Boston within the two days we had been there : ) On the last evening we played Yahtzee all together and we had a really funny last evening .",POS,last evening,really funny,0
Jason gave us lots of recommendation on what to do in Boston .,POS,recommendation,NULL,1
Jason was extremely friendly and spent a lot of time giving some great recommendations of places to go and things to see .,POS,Jason,extremely friendly,0
Jason was extremely friendly and spent a lot of time giving some great recommendations of places to go and things to see .,POS,recommendations,great,0
Jason went out his way to give me great advice on which areas to visit and the best way of getting there .,POS,advice,great,0
"Jason went out of his way to give us a walking map of Boston and countless recommendations on things to do , places to eat , sightseeing , etc .",POS,Jason,NULL,1
"Jen is an exceptional and responsive host , and the rental space is clean , comfortable , and conveniently located to all that Boston has to offer !",POS,rental space,"conveniently, comfortable, clean",0
"Jen is an exceptional and responsive host , and the rental space is clean , comfortable , and conveniently located to all that Boston has to offer !",POS,Jen,"exceptional, responsive",0
"Jen was a great host , very nice and flexible .",POS,Jen,"very nice, great, flexible",0
Jen was very fast to respond to all of my communications and I really appreciated the flexibility with check-in and check-out .,POS,check-in,flexibility,0
Jen was very fast to respond to all of my communications and I really appreciated the flexibility with check-in and check-out .,POS,check-out,flexibility,0
Jen was very fast to respond to all of my communications and I really appreciated the flexibility with check-in and check-out .,POS,Jen,"very fast, really appreciated",0
"Jennifer 's place is an EXCELLENT place to stay with small children -- my kids ( ages four and six ) had a ball playing with all the toys they found in the closet ( balls , dolls , dress-up , imaginary toys , etc ) .",POS,Jennifer 's place,"NULL, EXCELLENT",0
Jennifer 's place was great .,POS,Jennifer 's place,great,0
Jennifer 's place was very nice .,POS,Jennifer 's place,very nice,0
Jennifer was a GREAT host .,POS,Jennifer,GREAT,0
Jennifer was a great host even though she was away while we were there .,POS,Jennifer,great,0
"Jennifer was EXTREMELY PROMPT in replying to my inquiries and messages , which I really appreciated -- excellent communication .",POS,communication,excellent,0
"Jennifer was EXTREMELY PROMPT in replying to my inquiries and messages , which I really appreciated -- excellent communication .",POS,Jennifer,"EXTREMELY PROMPT, really appreciated",0
Jennifer was helpful and good at communicating .,POS,Jennifer,"helpful, good at communicating",0
Jennifer was very easy to communicate with .,POS,Jennifer,very easy,0
Jennifer was very gracious .,POS,Jennifer,very gracious,0
Jennifer was very responsive and kind .,POS,Jennifer,"very responsive, kind",0
"Joke aside , i really appreciate Penny 's hospitality and the level of her thoughtfulness is unbelievable .",POS,hospitality,really appreciate,0
"Joke aside , i really appreciate Penny 's hospitality and the level of her thoughtfulness is unbelievable .",POS,thoughtfulness,unbelievable,0
"JP is a quaint neighborhood with great food , and Penny made a bunch of great suggestions of what to do while we visited .",POS,suggestions,bunch of great,0
"JP is a quaint neighborhood with great food , and Penny made a bunch of great suggestions of what to do while we visited .",POS,neighborhood,quaint,0
JP was an awesome area .,POS,area,awesome,0
Just about a 5 minute walk to the T ( both inbound and outbound ) .,POS,NULL,NULL,1
"Just across the bridge from the center of Boston , easy 15 min walk .",POS,NULL,NULL,1
Just as pictured and very clean .,POS,NULL,very clean,0
Just did n't feel too comfortable given these circumstances .,NEG,NULL,did n't feel too comfortable,0
Just steps away from Park Street .,POS,NULL,NULL,1
"Kama made us very welcome , she provided plenty of information about arriving and checked in on us by text periodically .",POS,information,plenty,0
"Kama made us very welcome , she provided plenty of information about arriving and checked in on us by text periodically .",POS,Kama,very welcome,0
"Kama seems to always be ready and available to answer questions , etc .",POS,Kama,ready,0
Kama was a delight to work with and very concerned about making sure I had everything I needed .,POS,Kama,"delight, very concerned",0
Kama was a great host and extremely responsive to all queries .,POS,Kama,"great, extremely responsive",0
Kama was a super nice host .,POS,Kama,super nice,0
"Kama was a terrific host : caring , reachable , and gracious .",POS,Kama,"caring, gracious, terrific",0
Kama was am amazing host - having the house clean and ready for my parents arrival .,POS,house,clean,0
Kama was am amazing host - having the house clean and ready for my parents arrival .,POS,Kama,"ready, amazing",0
Kama was helpful and was able to accommodate an early check-in .,POS,Kama,helpful,0
Kama was very accommodating since our flight was cancelled and we landed later then expected .,POS,Kama,very accommodating,0
"Kama was very nice , the apartment was perfect for my weekend stay .",POS,apartment,perfect,0
"Kama was very nice , the apartment was perfect for my weekend stay .",POS,Kama,very nice,0
"Kama was very responsive , and getting into the apt was easy .",POS,NULL,easy,0
"Kama was very responsive , and getting into the apt was easy .",POS,Kama,very responsive,0
Keycode to check-in so very convenient and easy .,POS,Keycode to check-in,"so very convenient, easy",0
Keyless entry made for a very easy check-in and check-out .,POS,Keyless,NULL,0
Keyless entry made for a very easy check-in and check-out .,POS,check-in,very easy,0
Keyless entry made for a very easy check-in and check-out .,POS,check-out,very easy,0
Keyless entry makes for quick and easy check in,POS,check in,"quick, easy",0
Keypad entry proved extremely convenient .,POS,Keypad entry,extremely convenient,0
King sized pull out bed and a private bathroom .,POS,NULL,NULL,1
"Kitchen is compact , but is updated & well equipped .",POS,Kitchen,"compact, well",0
Kitchen was great with all amenities provided .,POS,Kitchen,great,0
Kitchen was great with all amenities provided .,POS,amenities,NULL,0
Kitchen was stocked with enough to cook and have meals .,POS,Kitchen,NULL,1
"Lastly , after we left we got a very rude text about putting the trash out incorrectly when we had received no specific instructions on recycling cardboard .",NEG,text,very rude,0
"Lastly , do n't ask if she offers discounts because when we did that the price miraculously went up on the listing .",NEU,NULL,NULL,1
"Lastly , I am not sure if it was the mattress or the base , but there was some unevenness .",NEG,mattress or the base,unevenness,0
"Later that evening when we came back to the house , we fell asleep past the time that we were supposed to go out with a friend for dinner ; Valerie and Jason immediately offered us dinner without hesitation !",POS,Valerie and Jason,immediately,0
Lekker ontbijt en een uitstekend bed .,POS,ontbijt,Lekker,0
Lekker ontbijt en een uitstekend bed .,POS,bed,uitstekend,0
Let me begin with everything that was great about this place - because there are no doubt notable positives .,POS,place,positives,0
Let me just say ... wow ... . location location location .,POS,location,NULL,1
Leuk huis op goede lokatie dichtbij airport en metro.Mooie kamer met AC.Een aanrader !,POS,lokatie,goede,0
Leuk huis op goede lokatie dichtbij airport en metro.Mooie kamer met AC.Een aanrader !,POS,huis,"Leuk, AC.Een aanrader",0
Leuk huis op goede lokatie dichtbij airport en metro.Mooie kamer met AC.Een aanrader !,POS,kamer,metro.Mooie,0
"Like another reviewer mentioned , she was thoughtful to leave toys , books , and a pack n play for our 3 year old .",POS,NULL,thoughtful,0
Like it very much .,POS,NULL,Like,0
"Like other reviewers stated , it was very uncomfortable .",NEG,NULL,very uncomfortable,0
Literally 4 minutes away from everything and so worth it if you are planning a trip to Boston .,POS,NULL,"NULL, worth",0
Lived like a local at Tiffanys place .,POS,Tiffanys place,NULL,1
"Located in the heart of Beacon Hill , you could not ask for more .",POS,NULL,NULL,1
"Located on a private lane up in the trees just steps from Centre Street and a couple of blocks from JP Center , it 's quiet , private , and hardly feels like the city at all-but is very accessible to the rest of JP and to transit .",POS,NULL,"very accessible, NULL, private, quiet",0
"Located perfectly on Newbury street only a short distance from great food , great coffee , and the Green Line T Station .",POS,NULL,perfectly,0
"Location , location , location - George 's AirBNB is a short , convenient drive from the airport , and is within walking distance to downtown or to the Boston Convention and Exhibition Center ... ..with a Starbucks along the way : ) .",POS,George 's AirBNB,"NULL, convenient",0
"Location , location , location .",POS,Location,NULL,1
"Location : Fantastic spot adjacent to the Mass State House and also Boston Commons , and a short walk to the subway .",POS,Location,"Fantastic, NULL",0
Location and character of Tiffany 's place is fantastic !,POS,Location,fantastic,0
Location and character of Tiffany 's place is fantastic !,POS,character,fantastic,0
Location is awesome and the main attraction of this property .,POS,Location,awesome,0
Location is close to subway for quick trip into the city .,POS,Location,NULL,1
Location is ideal .,POS,Location,ideal,0
Location is ok ( 10min to HBS and 20min to harvard square ),POS,Location,ok,0
