raw_words,sentiment,aspect,opinion,subjectivity
"I have long legs though so I bought a B size and it is still a bit too small but if I went for a C size , the stockings probably would not have been snug on my legs ... Would recommend purchase - but if you are at all worried about size ; buy one size up .",POS,NULL,recommend,0
"I have looked at these shoes for a year , and they are absolutely perfect .",POS,shoes,NULL,0
"I have looked at these shoes for a year , and they are absolutely perfect .",POS,they,absolutely perfect,0
"I have many bruises due to blood thinners , these are thicker than pantyhose but last much longer .",POS,NULL,much longer,0
"I have many bruises due to blood thinners , these are thicker than pantyhose but last much longer .",NEG,NULL,thicker,0
"I have Mimosa 's in three colors , camel , dark blue and red .",NEU,Mimosa 's,NULL,1
"I have much better luck with tights , but needed something that could serve the purpose of pantyhose on my closet .",POS,tights,much better,0
"I have never had a problem returning items bought on Amazon , but this seller takes the cake !",NEG,seller,NULL,1
I have now warn them 4 times and they have stayed in shape and look and feel great .,POS,they,great,0
"I have n't had an occasion to wear these yet , but I do plan to make them my go-to dress shoes .",POS,shoes,NULL,1
"I have n't had any trouble converting them , but it does take a second or two to wiggle my heel through the hole .",NEG,NULL,NULL,1
I have n't tried dancing in them but they seem great .,POS,they,great,0
"I have n't worn it with my party dresses , it looks too heavy and obvious .",NEG,NULL,"obvious, too heavy",0
"I have n't yet danced in them , but they seem much more durable than my other pair of tights .",POS,they,much more durable,0
"I have other pairs just like these sandals made by Naturalizer and absolutely loved them , they were called Mai Tai but they no longer make them .",POS,them,absolutely loved,0
I have pretty big ( athletic ) thighs and the tights needed to be adjusted a bit so that it did n't look see through on the big parts but they worked after the adjusting and they did n't run .,POS,tights,NULL,1
I have problem feet and need well fitting shoes and these work well .,POS,NULL,well,0
I have purchased several pairs of the same size shoe and this one was tighter both over the lower foot and through the heel strap .,NEG,heel strap,tighter,0
I have purchased several pairs of the same size shoe and this one was tighter both over the lower foot and through the heel strap .,NEG,lower foot,tighter,0
I have purchased several pairs of the same size shoe and this one was tighter both over the lower foot and through the heel strap .,NEG,this one,tighter,0
I have purchased these sandals two times - first time 3 years ago !,POS,sandals,NULL,1
I have several other styles of Minnetonka moccasins in 8 and 8 1/2 but for some reason these were way to big .,NEG,NULL,big,0
I have similar ones which I bought in the late 1980 's which have never pilled at all .,POS,similar ones,NULL,1
"I have spent a great deal of money on tights recently , and these are by far the best .",POS,tights,best,0
I have the same shoes in 3 different colors .,POS,shoes,NULL,1
I have this shoe in another color but this time I ordered a larger width and that did n't work but this is a nice shoe and very comfortable after it 's broken in .,NEG,NULL,NULL,0
I have this shoe in another color but this time I ordered a larger width and that did n't work but this is a nice shoe and very comfortable after it 's broken in .,POS,shoe,"nice, very comfortable",0
I have to return them but I 'll keep trying .,POS,them,NULL,1
I have to use inserts in all of my shoes ( including house slippers ) so these ended up being a little tight at first .,NEG,NULL,a little tight,0
I have trouble wearing heels but they felt good because of the heel issues I could not wear them for long .,POS,they,good,0
I have tugged and pulled on them with long nails and they have yet to snag or run .,POS,they,NULL,1
I have two dancers and we wo n't get anything else but Capezio tights .,POS,Capezio tights,NULL,1
I have two other sandals in different colors and they are the most comfortable sandal I have ever bought .,POS,sandal,most comfortable,0
I have used Danskin dancing tights and after 6 or so uses they just now have a run in them But these tights I have n't had the chance to wear them once .,NEG,tights,NULL,1
I have wore 1 time and received a number of positive compliments .,POS,NULL,"positive, compliments",0
I have worn them for years and they are always nice .,POS,they,nice,0
I have worn these for many years & have many colors .,POS,NULL,NULL,1
I have worn these shoes forever !,POS,shoes,NULL,1
I have worn this pair for a couple of hours now and hope that it will last as long as another pair which lasted me almost 20 years .,POS,another pair,NULL,1
I have yet to snag a pair of Capezio tights and they are such a breeze to launder .,POS,they,NULL,1
"I haven't worn them yet , but they are perfect for the All White Birthday Party I will be attending soon .",POS,they,perfect,0
I highly recommend it,POS,NULL,highly recommend,0
I highly recommend to all women !,POS,NULL,highly recommend,0
I honestly thought these would be sheer and have a slight sparkle to them but it is a bit darker than i expected the sheer is minimal but they were also 11.99 that not to bad i will find something to were them with if it does not work with the outfit i have picked for them .,NEG,them,NULL,1
I honestly thought these would be sheer and have a slight sparkle to them but it is a bit darker than i expected the sheer is minimal but they were also 11.99 that not to bad i will find something to were them with if it does not work with the outfit i have picked for them .,NEG,they,a bit darker,0
I hope this shoe is never discontinued .,POS,shoe,NULL,1
"I just got these shoes and I 'm excited at how comfortable they seem , even for my wide yoga feet .",POS,they,comfortable,0
I just guessed on size but they are n't too big,POS,they,NULL,1
I just tried them on and they are a great fit. < a data-hook=product-link-linked class=a-link-normal href=/Danskin-Women-s-Convertible-Tight/dp/B001U88UU8/ref=cm_cr_arp_d_rvw_txt ? ie=UTF8 > Danskin Women 's Convertible Tight < /a >,POS,they,great,0
I knew before I even tried it on that it would not fit .,NEG,NULL,not fit,0
I know I will always buy these tights .,POS,tights,NULL,1
"I know some suggested ordering a half size up , but since I have wide feet , ordering a size up was perfect ( FYI - street shoe size is different from dance shoes )",POS,NULL,perfect,0
I know that is common knowledge with dance gear and especially capezio ... so that is what I did and they were still too small .,NEG,they,too small,0
I like how they shimmer and make your legs look great !,POS,they,great,0
"I like it , however , the slingback is a little loose , but the rest of the fit feels very well .",NEG,slingback,a little loose,0
"I like it , however , the slingback is a little loose , but the rest of the fit feels very well .",POS,NULL,"very well, like",0
I like Life Stride .,POS,Life Stride,like,0
I like the appearance of the shoes very much - think they look very attractive .,POS,appearance,like,0
I like the appearance of the shoes very much - think they look very attractive .,POS,they,very attractive,0
I like the boots .,POS,boots,like,0
"I like the fleece lining , it helps to keep me warm , definitely a good buy .",POS,buy,good,0
"I like the fleece lining , it helps to keep me warm , definitely a good buy .",POS,fleece lining,"like, warm",0
I like the heel height and the style .,POS,heel height,like,0
I like the heel height and the style .,POS,style,like,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,tights,do n't like,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,The legs,large,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",POS,sole,like,0
"I like the hole in the sole so that my feet do n't slip in my dance shoes ... I got a much larger size than usual b/c I do n't like tights inching down ... The legs were large , but o.k ... .the panty part was tighter than I 'd like , but still o.k .",NEG,panty part,tighter,0
"I like the idea of convertible tights , but not sure how to actually wear them as footless tights , as they have a little pouch for your toes .",POS,convertible tights,like,0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,quality,like,0
"I like the quality of the fabric ; the blouse is well made , and fits nice .",POS,blouse,"well, nice",0
I like the shoe overall .,POS,shoe,like,0
I like the shoes very much .,POS,shoes,like,0
I like the style and color .,POS,color,like,0
I like the style and color .,POS,style,like,0
"I like the transition foot , because I can roll the tights up and wear flip flops going to and from class .",POS,transition foot,like,0
I like them .,POS,them,like,0
I like them and have three pairs .,POS,them,like,0
I like them but not a good fit for my AA foot .,POS,them,like,0
I like them but not a good fit for my AA foot .,NEG,them,not a good fit,0
I like them so much better than the ones with the ties in front .,POS,them,like,0
I like them so much that I bought two more pairs - one in navy and another in black .,POS,them,like,0
"I like these , the fit is perfect for me , I 'm 5 ' 8 at 175 lbs , I ordered a large .",POS,NULL,"like, perfect",0
"I like these , they are not as shimmery as I thought they would be tough .",POS,they,like,0
"I like these , they are not as shimmery as I thought they would be tough .",NEG,they,shimmery,0
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,price,NULL,0
I like these and the price was half of what I normally have to pay for narrow shoes .,POS,NULL,like,0
I like these better than the footless ones because I can choose either way .,POS,NULL,like,0
"I like these for so many uses , from church to grocery store trips .",POS,NULL,like,0
I like these tights .,POS,tights,like,0
I like these very much but they are just a tiny bit too small .,NEG,they,"a tiny bit, too small",0
I like these very much but they are just a tiny bit too small .,POS,they,like,0
I like this blouse better in person .,POS,blouse,"like, better",0
I like this sweatshirt .,POS,sweatshirt,like,0
I like wearing them .,POS,them,like,0
I liked that they are long enough .,POS,they,"liked, long",0
I liked them so much that I purchased 2 pair of them .,POS,them,liked,0
I liked these so much that I went back and bought the black and beige too .,POS,NULL,liked,0
I looked at dozens and liked this one immediately.I think she will be very pleased .,POS,this one,liked,0
I lost my character shoes-it had been almost 10 years since I 've needed any-and I 'm happy to finally have some more !,POS,NULL,happy,0
I love a good shiny hose that covers any imperfection in the leg .,POS,hose,"love, shiny, good",0
I love having the option to dance with toes in or out !,POS,NULL,love,0
I love it !,POS,NULL,love,0
I love mine and have bought several pairs over the years .,POS,mine,love,0
"I love oversized sweatshirts for cooler days , and this one is very comfortable and lightweight for those cooler spring days .",POS,sweatshirts,"lightweight, very comfortable, love",0
I love that I can wear these over the foot or folded up on my ankle !,POS,NULL,love,0
I love that these tights are durable and can go in the dryer !,POS,tights,"love, durable",0
"I LOVE the color , I ordered it because it 's still cold in my area and it meets every type of climate , rain , snow , wind , etc ...",POS,NULL,NULL,0
"I LOVE the color , I ordered it because it 's still cold in my area and it meets every type of climate , rain , snow , wind , etc ...",POS,color,LOVE,0
I love the color ... blends well with tan legs in the summer .,POS,color,"blends well, love",0
"I love the comfortable fit and the light feeling , not heavy like regular denim fabric .",POS,NULL,"not heavy, light, love, comfortable",0
I love the fact that their heel isn't overly high too .,POS,heel,"love, isn't overly high",0
"I love the freedom these tights provide , they can become leggings with a simple adjustment if you have to go barefoot .",POS,tights,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,back of the foot,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,heel,love,0
"I love the heel and the back of the foot , that squar-ish part .",POS,squar-ish part,love,0
"I love the little bit of sheen they have , it dresses them up a lot",POS,they,love,0
I love the look .,POS,look,love,0
I love the look and feel of this top .,POS,feel,love,0
I love the look and feel of this top .,POS,look,love,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,construction,love,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",POS,look,love,0
"I love the look and the construction of the shoe ; however , it ran a little too small .",NEG,shoe,too small,0
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",NEG,crotch area,NULL,0
"I love the look of these tights , but the crotch area ripped within an hour of having them on .",POS,tights,love,0
I love the material .,POS,material,love,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,TOAST color,love,0
"I love the shimmer -- and I love the TOAST color , as I have pasty white legs .",POS,shimmer,love,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",NEG,seam,loose,0
"I love the shirt and would be glad to order more in the future but , the seam came loose on one of the sleeves already .",POS,shirt,"love, NULL",0
"I love the shoes , it 's just that I should have ordered an 8W .",POS,shoes,love,0
"I love the style , looks dressy even as a low heel .",POS,NULL,dressy,0
"I love the style , looks dressy even as a low heel .",POS,style,love,0
I love the thickness of these tights !,POS,thickness,love,0
I love the way this sandal looks and fits .,POS,sandal,love,0
I love them .,POS,them,love,0
I love them already !,POS,them,love,0
I love them very cool boots,POS,them,love,0
I love them very cool boots,POS,boots,very cool,0
"I love these , this time they ran a little large",NEG,they,a little large,0
"I love these , this time they ran a little large",POS,they,love,0
I love these .,POS,NULL,love,0
I love these Life Stride Sandals .,POS,Sandals,love,0
I love these sandals !,POS,sandals,love,0
I love these sandals and am unhappy that they are discontinued .,POS,they,NULL,0
I love these sandals and am unhappy that they are discontinued .,POS,sandals,love,0
I love these shoes .,POS,shoes,love,0
"I love these shoes and have them in blue , white and black .",POS,shoes,love,0
I love these shoes and wear them all the time .,POS,shoes,love,0
"I love these tights , I used them almost exclusively and have never looked back to regular nylons since .",POS,tights,love,0
"I love these tights , nice and sturdy and can put up with a beating .",POS,tights,"nice, sturdy, love",0
"I love these tights , so soft and comfortable to dance in and true to size",POS,tights,"love, so soft, comfortable",0
"I love these tights , so soft and comfortable to dance in and true to size",POS,size,TRUE,0
I love these tights .,POS,tights,love,0
I love these tights they make your legs look great !,POS,tights,"great, love",0
I love this and wear it all the time .,POS,NULL,love,0
I love this brand of dance tights !,POS,brand,love,0
"I love This sandal , I own it in white , beige , red and now navy .",POS,sandal,love,0
I love this sandal .,POS,sandal,love,0
I love this shoe !,POS,shoe,love,0
I love this style but other brands do not always fit right .,NEG,other brands,NULL,0
I love this style but other brands do not always fit right .,POS,style,love,0
I love this watch !,POS,watch,love,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,NULL,NULL,0
"I love wearing tights and these are by far the best pair that I have ever worn , I will definitely be ordering more .",POS,tights,"best, love",0
I loved it then and love it now !,POS,NULL,"love, loved",0
I loved the shoes I just expected them to be a little wider .,POS,shoes,loved,0
"I loved them enough to get size B , and they 're PERFECT .",POS,they,PERFECT,0
I loved them.I wear the sandals about twice a week and today the strap broke .,NEG,strap,NULL,0
I loved them.I wear the sandals about twice a week and today the strap broke .,POS,them.I,loved,0
I 'm 110 lbs and only 5 ' and the waist band to fit my legs properly is worn as high as my waist .,NEG,NULL,NULL,1
I 'm 5 ' 3 and 135 and the size B fits perfectly .,POS,size B,perfectly,0
"I 'm 5 ' 4 and 125 , ordered an XL ( have never worn anything bigger than a medium in my life ) , still pretty tight around the waist .",NEG,NULL,pretty tight,0
"I 'm 5 ' 7 and 117 pounds , normal size is XS or S in clothes ( size 2-6 depending on cut/style ) and yet I got large/extra large and am glad I did - there is a size chart on the back that confirms that was right choice .",POS,NULL,glad,0
"I 'm 5 ' 7 and a little under 130 lbs , I hold most if my weight in my bottom and thighs , the medium works perfect .",POS,the medium,perfect,0
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,POS,thighs,NULL,0
I 'm 5 ' 8 and bought a S/M.I thought it wouldn't fit over my thighs but it did and went all the way up the the waist.It was a bit snug around the waist but that can be solved with a bit of a diet .,NEG,waist.It,a bit snug,0
I 'm 5 ' 9 165 and I got size D and they fit perfectly .,POS,they,perfectly,0
I 'm a 7 so I ordered a 7.5 W. They fit wonderfully .,POS,They,wonderfully,0
I 'm a beginner dancer and they are so comfortable I could wear them all day .,POS,them,NULL,0
I 'm a beginner dancer and they are so comfortable I could wear them all day .,POS,they,so comfortable,0
"I 'm a size 6 , 36 chest , and this size small swallowed me .",NEG,size small,NULL,1
I 'm a tall lean guy but the tops of the boots are very wide .,NEG,the tops of the boots,very wide,0
I 'm about 5 ' 4 and 130 lbs and they fit perfectly .,POS,they,perfectly,0
"I 'm attaching a photo of the size chart from the packaging , since the generic Amazon size info is not accurate for these.The fabric is also thicker than I expected , almost opaque and not very stretchy .",NEG,fabric,"not very stretchy, thicker, opaque",0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,Lorac Tantalizer,perfect,0
"I 'm fair and the light toast works well only because I use Lorac Tantalizer on arms , chest and neck otherwise would be darker than my fair skin but will be perfect for summer .",POS,light toast,well,0
I 'm fairly light skinned and the toast is not too dark .,POS,toast,not too dark,0
I 'm going back to the site and order a few more colors .,POS,NULL,NULL,1
I 'm HAPPY !,POS,NULL,HAPPY,0
I 'm happy with this purchase .,POS,purchase,happy,0
"I 'm not even sure how to explain the problem : Even at the tightest supplied hole , it 's way too loose .",NEG,NULL,too loose,0
I 'm not saying these will last 30 years but they are a great shoe .,POS,shoe,great,0
I 'm only 5 ' 2 so they give me just a comfortable platform .,POS,they,comfortable,0
I 'm so happy !,POS,NULL,so happy,0
"I 'm usually a size six , but just barely am a Large/XL based on the sizing chart on the package , which seems to be about right ( they are just a little too small , no matter how I try to stretch them ) .",NEG,they,a little too small,0
I 'm very glad I did -- they fit perfectly.These do n't seem like they 're necessarily the best quality shoes -- which is to say that I think they 're better for casual or beginning dancers who wo n't be as rough on them as professional or competitive dancers would be .,POS,they,perfectly.These,0
I 'm very irritated with this product .,NEG,product,very irritated,0
I 'm very please with this purchase .,POS,purchase,very please,0
I 'm very pleased with it and will probably order the other color I put off waiting to see if this one fit .,POS,NULL,very pleased,0
I 'm very pleased with the quality .,POS,quality,very pleased,0
I 'm very white and it blended well with my skin tone so very impressed .,POS,NULL,NULL,1
I might even buy another pair in a different color .,POS,NULL,NULL,1
I needed a navy pair to wear when I am working conferences and these are great .,POS,NULL,great,0
I needed a red shoe to wear at my Red Hat meeting and this one will be just what I need this spring and summer .,POS,this one,NULL,1
"I needed them for a cosplay ; they were comfortable for all day wear , and I had no issues with anything .",POS,they,comfortable,0
I never felt so confident in something so revealing .,POS,NULL,NULL,1
I never order shoes by mail unless it is a shoe I know ... I took a chance that the LifeStride 's Mimosa would be like the Naturalizer 's Mai Tai but I learned the hard way .,NEG,LifeStride 's Mimosa,NULL,1
"I normally wear a 6 1/2 M , but because several of the reviews said this shoe was narrow , I chose a W and it fits fine .",POS,NULL,fine,0
I normally wear an 8 1/2 and the arch is in the right place ; however on this shoe the 8 1/2 arch was too short .,NEG,shoe,too short,0
I noticed that I did n't have to worry about these shoes falling off .,POS,shoes,NULL,1
I only washed it in cold water : - ( It is comfy .,POS,NULL,comfy,0
I only wear dance tights like this because they are so solid colored and never run on me .,POS,dance tights,so solid,0
I opened them up and they are much darker then I thought .,NEG,they,much darker,0
I order a half size up first and they were too small .,NEG,they,too small,0
"I order a whole size larger than my foot , and they are still too small , I just don't understand that .",NEG,they,too small,0
"I order a wide and I got a wide , but , the wide must be for very , very , small feet .",NEG,NULL,NULL,1
I orderd my normal size and was completely satisfied with the fit .,POS,NULL,completely satisfied,0
I ordered 6W but it was too narrow to me so I exchanged it to be 6WW ( I did n't buy them from Amazon ) last year .,NEG,NULL,too narrow,0
"I ordered a 9W , and they fit perfectly .",POS,they,perfectly,0
I ordered a half size bigger and they are perfect .,POS,they,perfect,0
I ordered a half size larger and they fit perfectly .,POS,they,perfectly,0
I ordered a large just to be on the safe side and I 'm so glad I did .,POS,NULL,so glad,0
"I ordered a medium , but it was HUGE on me !",NEG,NULL,HUGE,0
"I ordered a S/M when I should have ordered a M/L , but they fit quite well save the waist elastic ( which I will be adjusting ) .",POS,they,quite well,0
I ordered a Small and fits good but for anyone over 115 pounds may be too small .,POS,NULL,good,0
"I ordered a wide in my street size and they are a bit snug , but I am expecting them to stretch with use .",POS,they,a bit snug,0
"I ordered a wide width , shoe runs very narrow .",NEG,shoe,very narrow,0
I ordered an XXL because I don't like super tight tights .,NEG,tights,"don't like, super tight",0
I ordered another after receiving the first .,POS,the first,NULL,1
I ordered my normal size and the fit was perfect .,POS,NULL,perfect,0
I ordered my usual size and could n't even get my foot into the shoe .,NEG,shoe,NULL,1
"I ordered the dark grey sweatshirt , and when it came to me , I got the light grey one .",NEG,NULL,NULL,1
I ordered the double wide and it was way to tight .,NEG,NULL,to tight,0
I ordered the ivory and they are beautiful .,POS,they,beautiful,0
I ordered the Kelly green & Steel polo shirts both shirts arrived in good condition .,POS,condition,good,0
I ordered these for my dad and he loves them so much he wants another pair in a different color .,POS,them,loves,0
I ordered this pair after falling in love with the same product in classic .,POS,the same product,love,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,NULL,really very pleased,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,comfort,really very pleased,0
"I ordered this sweatshirt for my husband and he is really very pleased with the fit , the warmth and the comfort .",POS,warmth,really very pleased,0
I own one in every color that it is available .,NEU,NULL,available,0
"I plan on ordering more , and will recommend -",POS,NULL,recommend,0
I plan to use these for other costumes and even work too !,POS,NULL,NULL,1
I probably could have ordered a C but I wanted a more opaque color and did not want to overstretch the material .,NEG,NULL,NULL,1
"I puchased these for my girlfriend , they made her legs look amazing .",POS,they,amazing,0
I purchased Hanes & Capezio XXL tights & the Hanes fit much better .,POS,Hanes,much better,0
"I purchased the C/D size to be safe , and they are comfortable .",POS,they,comfortable,0
I purchased these much larger than size listed by chart to avoid rips .,NEG,NULL,larger,0
"I purchased these sandals a few months ago - They fit good , comfy and just want I needed .",POS,They,"NULL, good, comfy",0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,they,too big,0
I purchased these shoes to take on a trip but they are too big and I will unfortunately be returning them .,NEG,them,unfortunately,0
"I purchased these tights to wear with a leotard for 80s night , and they could not have been more perfect .",POS,they,perfect,0
I put on socks with them so they became better fit .,POS,they,better,0
"I put shoe inserts in them , because they were too big .",NEG,they,too big,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,price,good,0
"I rated them a five because the price was good , the quality is great ( even with her wearing them on a regular basis , they have held up ... and she is tough on her shoes ) .",POS,quality,great,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,size chart,NULL,0
"I rated this product as somewhat small because that 's how I 'd describe the fit on me , but I would have never thought I needed a L/XL without first checking the size chart on Capezio 's website .",NEG,product,somewhat small,0
I read the reviews & did the wide & it fit perfectly !,POS,NULL,perfectly,0
I read the reviews so I ordered the WW but they still feel a little tight .,NEG,they,a little tight,0
"I really enjoy my shoes , use them for Salsa and West Coast/East Coast swing .",POS,shoes,really enjoy,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,they,comforty,0
"I really enjoy them and am glad that despite having no knowledge of their fit , they were comforty .",POS,them,"glad, really enjoy",0
I really hate the process of returning things by mail ... .do n't you ?,NEG,process of returning things by mail,really hate,0
I really like the look of these shoes .,POS,look,like,0
I really like the sandals .,POS,sandals,like,0
"I really like the shirt , but it 's too big .",POS,shirt,really like,0
"I really like the shirt , but it 's too big .",NEG,shirt,too big,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,NEG,NULL,NULL,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,them,really like,0
I really like them and they are very comfortable but needed to be a little longer to fit perfectly on my feet,POS,they,very comfortable,0
I really like these .,POS,NULL,really like,0
"I really like this blouse and highly recommend , just size down .",POS,blouse,"highly recommend, like",0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,color choices.Marked,liked,0
"I really liked the style of these sandals , and color choices.Marked extra wide , but not so .",POS,style,liked,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",NEG,NULL,NULL,0
"I really love them , but did n't have my size in stock.I really would like to know when my size is in stock .",POS,them,really love,0
I really want these shoes to work out ...,NEG,shoes,NULL,1
"I really wanted some in navy and was able to find them through Amazon.Same fit as the black , very comfortable .",POS,NULL,very comfortable,0
I recommend them !,POS,them,recommend,0
I recommend them to everyone .,POS,them,recommend,0
I recommend these to anyone .,POS,NULL,recommend,0
I recommend these to every woman !,POS,NULL,recommend,0
I reordered an 8.5 WW and they still hurt .,NEG,they,hurt,0
I returned them .,NEG,them,NULL,1
I returned them but I did like the shoe .,POS,shoe,like,0
"I see the stiches wearing out too soon , if I wear them much .",NEG,stiches,NULL,1
I sent them back,NEG,them,NULL,1
I sent them back & today we picked up a pair locally & she fit into a size 7 1/2 M. I ca n't believe the narrow version is so much smaller .,NEG,narrow version,so much smaller,0
"I should have got a size c tho , these are comfortable in the waist , but I have a little too much material in the ankle , which is not a good look .",POS,NULL,comfortable,0
I still like the double deerskin sole better for comfort but it 's nice to have the rubber soles for wearing outdoors and no leather ties to have to mess with .,POS,double deerskin sole,like,0
I still like the double deerskin sole better for comfort but it 's nice to have the rubber soles for wearing outdoors and no leather ties to have to mess with .,POS,rubber soles,nice,0
i still love it,POS,NULL,love,0
"I still think they 're nice shoes but a bit fake looking ,",NEG,shoes,a bit fake,0
"I still think they 're nice shoes but a bit fake looking ,",POS,shoes,nice,0
"I take a lot of ballet classes , and these are soft and just the right thickness to be warm and supportive .",POS,NULL,"supportive, warm, soft",0
I tend to get them in several colors at the same time because they fit so well and last well .,POS,they,"well, so well",0
"I the first time I put them on , I must have struggled with getting the fat band through that tiny buckle for 10 minutes , not to mention getting them actually clasped .",NEG,them,NULL,1
I think once I wear these more that I will get to where I can wear them all day .,POS,them,NULL,1
"I think the sizes run true , and not small , as others posted in reviews I read .",POS,sizes,"TRUE, not small",0
I think they have discontinued them and that 's too bad because they are perfect .,POS,they,perfect,0
"I though this was a comfortable shoe that 's why I bought it but it really stiff in the arches that every time I go walking in it my feet hurt but maybe i just have weak arches it 's kind of lose in the heels but maybe i bought it too wide , hopefully it gets comfortable after a while .",NEG,shoe,"NULL, too wide",0
"I though this was a comfortable shoe that 's why I bought it but it really stiff in the arches that every time I go walking in it my feet hurt but maybe i just have weak arches it 's kind of lose in the heels but maybe i bought it too wide , hopefully it gets comfortable after a while .",NEG,arches,really stiff,0
"I thought she would have to break them in slowly , but she wrote them for a the hour rehearsal and said they were really comfortable .",POS,they,really comfortable,0
I thought the than I ordered would be to dark since i 'm very pale but when on they look perfect onstage .,POS,they,perfect,0
I thought these would be a good go-to option for comfortable black sandals ... and they are .,POS,they,good,0
I throw in the washing marchine and still have no runs !,POS,NULL,NULL,1
I tried on a different make of boot that looked identical but cost $ 350 and they fit so well and felt amazing on my feet .,POS,they,"amazing, so well",0
I tried the next size up on at a local store and it was way to big .,NEG,NULL,big,0
I tried wearing them with straight leg pants ( not jeans ) and they bulge out making the leg look disproportionate .,NEG,them,NULL,1
"I typically wear an 8 , but per instructions/advice , ordered a 9 , and they fit perfect.I wore this type of shoe back in high school for show choir , and they are just as comfortable as I remember them.I WILL say one thing , I 'm going to have to add something to the heel .",POS,they,"perfect.I, comfortable",0
"I unfortunately got a run on mine the first time I wore them , my nails must of caught it when I put them on .",NEG,mine,unfortunately,0
"I unfortunately need them for a costume today so I 'm washing and wearing anyway , but I am pretty grossed out that I would be sent hosiery that had clearly been at least tried on by another person .",NEG,NULL,pretty grossed,0
"I unfortunately need them for a costume today so I 'm washing and wearing anyway , but I am pretty grossed out that I would be sent hosiery that had clearly been at least tried on by another person .",NEG,them,unfortunately,0
I use them for musical theatre productions and they holdup well .,POS,they,well,0
"I use them to cover my hip pads , the only way to improve these would be to make them more opaque , it takes about 5-6 of these to fully cover the pads .",NEG,them,NULL,1
"I used this under the Tim Burton 's Alice in Wonderland Down the Rabbit Hole costume I made for halloween- very comfortable , and added the right amount of fluff to my skirt !",POS,NULL,very comfortable,0
"I used to really love these tights , I 'll give them one more chance with the normal color , but the white is kind of crappy .",NEG,white,kind of crappy,0
"I used to really love these tights , I 'll give them one more chance with the normal color , but the white is kind of crappy .",POS,tights,really love,0
I used to wear Mimosa 's all the time .,POS,Mimosa 's,NULL,1
"I usually do n't but tights online for my daughter for dance , but made an exception this time because amazon had a much better price than the local dance shop .",POS,price,much better,0
"I usually prefer a 9.5W ( when I can actually find it ) , so I went ahead and ordered the 10W here and they 're perfect for me .",POS,they,perfect,0
I usually wear a 6 W but these shoes I could n't get my foot into the shoe .,NEG,shoe,NULL,1
I usually wear a 9N and I was excited to get this sandal .,POS,sandal,excited,0
I usually wear a medium and sized down to a small per the reviews and am glad I did .,POS,NULL,glad,0
I usually wear a wide width and this shoe felt a little tight .,NEG,shoe,a little tight,0
"I usually wear Small size ( from stardard size stores like Gap , Old Navy ... ) , and thinking this blouse would be too tight if ordered in Small , I purchased the Large Size , and find it too wide .",POS,blouse,too wide,0
i usually wear smalls but the reviews say these sweats run small so i ordered medium blue and just love it .,POS,NULL,just love,0
I 've been wearing Minnetonkas for years and have never been disappointed .,POS,Minnetonkas,never been disappointed,0
I 've been wearing this style for years .,POS,this style,NULL,1
I 've bought many pairs of LifeStride shoes in my life without any problems .,POS,shoes,NULL,1
