sentence,sentiment,opinion,aspect,subjectivity
I love the cupcakes ! !,POS,love,cupcakes,0
I love the empanadas.My major complaint is that most times the service just crawls .,NEG,crawls,service,0
I love the empanadas.My major complaint is that most times the service just crawls .,NEG,just,service,0
I love the empanadas.My major complaint is that most times the service just crawls .,POS,love,empanadas.My,0
I love the few crunchiness I got from the bottom part of the rice when mixed altogether .,POS,love,crunchiness,0
I love the few crunchiness I got from the bottom part of the rice when mixed altogether .,POS,love,few,0
I love the food at this place but they are not very kid friendly .,POS,love,food,0
"I love the food here , and their service is fantastic every time I visit .",POS,fantastic,service,0
"I love the food here , and their service is fantastic every time I visit .",POS,love,food,0
I love the hard apple cider fritter .,POS,love,apple,0
I love the hard apple cider fritter .,POS,love,cider,0
I love the hard apple cider fritter .,POS,love,fritter,0
I love the hard apple cider fritter .,POS,love,hard,0
I love the home made pita .,POS,love,home,0
I love the home made pita .,POS,love,made,0
I love the home made pita .,POS,love,pita,0
I love the spicy black bean clams .,POS,love,bean,0
I love the spicy black bean clams .,POS,love,black,0
I love the spicy black bean clams .,POS,love,clams,0
I love the spicy black bean clams .,POS,love,Spicy,0
I love the the red lentils and the cauliflower .,POS,love,cauliflower,0
I love the the red lentils and the cauliflower .,POS,love,lentils,0
I love the the red lentils and the cauliflower .,POS,love,red,0
I love the Tunisian Tuna and the Turkey .,POS,love,tuna,0
I love the Tunisian Tuna and the Turkey .,POS,love,Tunisian,0
I love the Tunisian Tuna and the Turkey .,POS,love,turkey,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,flavourful,baked,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,flavourful,beans,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,love,baked,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,love,beans,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,rich,baked,0
"I love their baked beans - they 're rich and flavourful , and the closest to English baked beans that I 've had here !",POS,rich,beans,0
"I love their chicken , in both roll up form and on salads .",POS,love,chicken,0
I love their greek salad tower and I usually get the scallops which are always prepared perfectly .,POS,love,greek,0
I love their greek salad tower and I usually get the scallops which are always prepared perfectly .,POS,love,salad,0
I love their greek salad tower and I usually get the scallops which are always prepared perfectly .,POS,love,tower,0
I love their greek salad tower and I usually get the scallops which are always prepared perfectly .,POS,perfectly,scallops,0
I love their honey mustard sauce ! !,POS,love,honey,0
I love their honey mustard sauce ! !,POS,love,mustard,0
I love their honey mustard sauce ! !,POS,love,sauce,0
I love their pancakes -they are one of a kind made with buttermilk and sweet cream batter .,POS,love,pancakes,0
I love their spinach salad .,POS,love,salad,0
I love their spinach salad .,POS,love,spinach,0
I love their Tom Yum Soup .,POS,love,soup,0
I love their Tom Yum Soup .,POS,love,Tom,0
I love their Tom Yum Soup .,POS,love,Yum,0
I love these doughnuts they are so fluffy .,POS,fluffy,they,0
I love these doughnuts they are so fluffy .,POS,love,doughnuts,0
I love these doughnuts they are so fluffy .,POS,so,they,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",NEG,late,,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",NEG,too,,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,any,,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,had,,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,love,Fries,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,love,wings,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,never,,0
"I love these wings and their fries , never had any problems , except on Super Bowl Sunday they started my order too late , but quickly made up for it .",POS,problems,,0
I love this bar .,POS,love,bar,0
I love this local business .,POS,love,business,0
I love this local business .,POS,love,local,0
I love this location way better then the one by the mall .,POS,love,location,0
"I love this place , and eat here every time Im in Orlando .",POS,love,place,0
"I love this place , mom & pop Korean diner .",POS,love,place,0
I love this place .,POS,love,place,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,crunchy,lettuce,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,Fresh,lettuce,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,loved,lettuce,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,loved,pickles,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,creamy,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,egg,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,Eggplant,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,hard-boiled,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,hearty,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,labne,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,nutty,0
"I loved all the crunchy fresh lettuce and pickles too -- these were really necessary foils to the creamy labne , nutty tahini , and hearty eggplant and hard-boiled egg .",POS,necessary,tahini,0
"I loved especially the 80s music that was playing , all the people mingling and hanging out , the big bar with a pool next to it , and the TV screens with games playing !",POS,loved,,0
I loved having the hummus along with the fried chickpeas .,POS,loved,along,0
I loved having the hummus along with the fried chickpeas .,POS,loved,chickpeas,0
I loved having the hummus along with the fried chickpeas .,POS,loved,fried,0
I loved having the hummus along with the fried chickpeas .,POS,loved,hummus,0
I loved having the hummus along with the fried chickpeas .,POS,loved,the,0
I loved having the hummus along with the fried chickpeas .,POS,loved,with,0
I loved how he didnt hold back in sharing his life but he was n't overbearing about it IMO !,POS,loved,,0
I loved my dish as well as the potato pancake served with it .,POS,loved,dish,0
I loved my dish as well as the potato pancake served with it .,POS,loved,pancake,0
I loved my dish as well as the potato pancake served with it .,POS,loved,potato,0
I loved the barbecue and consider it top notch .,POS,loved,barbecue,0
I loved the barbecue and consider it top notch .,POS,notch,barbecue,0
I loved the barbecue and consider it top notch .,POS,top,barbecue,0
I loved the decor and lighting .,POS,loved,decor,0
I loved the decor and lighting .,POS,loved,lighting,0
I loved the decorations .,POS,loved,decorations,0
I loved the flavors and sauces inside .,POS,loved,flavors,0
I loved the flavors and sauces inside .,POS,loved,sauces,0
I loved the lentil soup and my husband ate his kabbobs pretty quickly .,POS,loved,lentil,0
I loved the lentil soup and my husband ate his kabbobs pretty quickly .,POS,loved,soup,0
I loved the lentil soup and my husband ate his kabbobs pretty quickly .,POS,pretty,kabbobs,0
I loved the lentil soup and my husband ate his kabbobs pretty quickly .,POS,quickly,kabbobs,0
"I loved the music , drinks and atmosphere , food was just okay .",NEU,just,food,1
"I loved the music , drinks and atmosphere , food was just okay .",NEU,okay,food,1
"I loved the music , drinks and atmosphere , food was just okay .",POS,loved,atmosphere,0
"I loved the music , drinks and atmosphere , food was just okay .",POS,loved,drinks,0
"I loved the music , drinks and atmosphere , food was just okay .",POS,loved,music,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,POS,,,1
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,NEG,a,space,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,NEG,bit,space,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,NEG,intimateFinal,space,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,NEG,tight,space,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,NEG,too,space,0
I loved the overall ambience but thought the space was a bit too tight and intimateFinal grade : A-,POS,loved,ambience,0
"I loved the taste of the shrimp , but did n't like the way the sauce tasted when mixed with the rice .",NEG,did,sauce,0
"I loved the taste of the shrimp , but did n't like the way the sauce tasted when mixed with the rice .",NEG,like,sauce,0
"I loved the taste of the shrimp , but did n't like the way the sauce tasted when mixed with the rice .",NEG,n't,sauce,0
"I loved the taste of the shrimp , but did n't like the way the sauce tasted when mixed with the rice .",POS,loved,taste,0
I 'm a fan for life !,POS,fan,,0
"I 'm also a big fan of the croissants ( it 's impossible not to be , imho ) .",POS,a,croissants,0
"I 'm also a big fan of the croissants ( it 's impossible not to be , imho ) .",POS,Big,croissants,0
"I 'm also a big fan of the croissants ( it 's impossible not to be , imho ) .",POS,fan,croissants,0
"I 'm always impressed when you read off a whole list of the kinds of oysters you want , and they never have to write it down !",POS,always,they,0
"I 'm always impressed when you read off a whole list of the kinds of oysters you want , and they never have to write it down !",POS,impressed,they,0
"I 'm always surprised when buffets offer dishes that burn ( though let 's not kid ourselves , this isn't Thai spicy or anything ) , and it was nice to walk out with a little bit of a tingling on my tongue .",POS,always,dishes,0
"I 'm always surprised when buffets offer dishes that burn ( though let 's not kid ourselves , this isn't Thai spicy or anything ) , and it was nice to walk out with a little bit of a tingling on my tongue .",POS,Nice,dishes,0
"I 'm always surprised when buffets offer dishes that burn ( though let 's not kid ourselves , this isn't Thai spicy or anything ) , and it was nice to walk out with a little bit of a tingling on my tongue .",POS,surprised,dishes,0
"I 'm amazed its still in business , with 213 reviews at 2.5 stars .",NEG,,,1
"I 'm an easy sell with wine , so finding another bottle was no challenge with our waitress 's help .",POS,help,waitress,0
"I 'm angry , but I 'm hungry either .",NEG,angry,,0
I 'm baffled that they are still open ... dumb founded that they can even pay their bills and just completely at odds with the breakdown of Red Wine '' and a splash of coke .,NEG,,,1
I 'm big on texture ( and this has nothing at all to do with the quality of this restaurant ) so the oysters were n't a huge hit .,NEG,,oysters,1
I 'm confused about why so many reviewers describe this restaurant as `` pricey . '',POS,,restaurant,1
I 'm disappointed that this great space is going unappreciated .,NEG,disappointed,great,0
I 'm disappointed that this great space is going unappreciated .,NEG,disappointed,space,0
I 'm disappointed that this great space is going unappreciated .,NEG,unappreciated,great,0
I 'm disappointed that this great space is going unappreciated .,NEG,unappreciated,space,0
I 'm even wondering if they changed a chef ! The scallion pancake was all fried and crispy unlike your usual Taiwanese scallion pancakes I was used to eating there.The Singaporean rice noodles were greasy beyond repair ( even though we asked the waitress to use less oil ) .,NEG,greasy,Noodles,0
I 'm even wondering if they changed a chef ! The scallion pancake was all fried and crispy unlike your usual Taiwanese scallion pancakes I was used to eating there.The Singaporean rice noodles were greasy beyond repair ( even though we asked the waitress to use less oil ) .,NEG,greasy,rice,0
I 'm even wondering if they changed a chef ! The scallion pancake was all fried and crispy unlike your usual Taiwanese scallion pancakes I was used to eating there.The Singaporean rice noodles were greasy beyond repair ( even though we asked the waitress to use less oil ) .,NEG,greasy,Singaporean,0
I 'm glad I got around to it this week .,POS,glad,,0
I 'm going back as soon as I get a chance ! ! ! ! !,POS,,,1
I 'm grateful they are here otherwise I 'd have to eat at McD 's .,POS,grateful,,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,amazing,food,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,amazing,service,0
I 'm happy to wait as long as it takes because I know the food and the service is going to be amazing !,POS,happy,,0
"I 'm honestly shocked to see it only has 3.5 stars on Yelp , I would have thought this was an easy 5 Stars after the meal we just had !",POS,,meal,1
I 'm kicking myself for not being here sooner !,POS,kicking,,0
"I 'm not saying go there looking for freebies , but it was a VERY nice gesture for a stranger sitting at the bar on a slow night.If you live in Cambridge , you should have been here by now .",POS,Nice,gesture,0
"I 'm not saying go there looking for freebies , but it was a VERY nice gesture for a stranger sitting at the bar on a slow night.If you live in Cambridge , you should have been here by now .",POS,very,gesture,0
"I 'm not trying to sound like a food snob , but seeing fingerprints on a white plate is rather distracting .",NEG,distracting,plate,0
"I 'm not trying to sound like a food snob , but seeing fingerprints on a white plate is rather distracting .",NEG,distracting,white,0
"I 'm not trying to sound like a food snob , but seeing fingerprints on a white plate is rather distracting .",NEG,rather,plate,0
"I 'm not trying to sound like a food snob , but seeing fingerprints on a white plate is rather distracting .",NEG,rather,white,0
I 'm not vegan but it 's my favorite .,POS,favorite,,0
I 'm picky about my Jamaican Jerk and these guys nailed it .,POS,,Jamaican,1
I 'm picky about my Jamaican Jerk and these guys nailed it .,POS,,Jerk,1
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,adventurous,sushi,0
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,gravitate,rolls,0
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,gravitate,unusual,0
I 'm pretty adventurous in my sushi and I tend to gravitate to the unusual rolls .,POS,pretty,sushi,0
I 'm pretty sure we won't give this place another shot .,NEG,,place,1
I 'm scared .,NEG,scared,,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,great,burgers,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,great,fish,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,great,place,0
I 'm sure this would be a great place to watch a game with a group of friends.The fish tacos are great as are their burgers .,POS,great,tacos,0
I make the half hour drive there on weekends because I love love love the coffee .,POS,love,coffee,0
"I mean , do n't eat the food sober but when you 've tied one on , it does the trick.Definitely a place to end the night , pump some dollar bills into the TouchTunes , maybe catch a game or play some golden tee .",POS,,place,1
"I mean , it 's only a couple bucks per order I 'm out , but if I pay for something , I should get it .",NEG,,,1
I might come back sometime but the cost kind of bothered me .,NEG,bothered,cost,0
I might come back sometime but the cost kind of bothered me .,NEG,kind,cost,0
I might come back sometime but the cost kind of bothered me .,NEG,of,cost,0
I might drive all the way from CA again just to have this experience again .,POS,,,1
I might have given it four stars if it wasn't for the front desk .,NEG,,desk,1
I might have given it four stars if it wasn't for the front desk .,NEG,,Front,1
"I miss the old photos on the walls , and the new plasma TV with them cycling through just is n't the same.The roast beef sammiches are good .",POS,good,beef,0
"I miss the old photos on the walls , and the new plasma TV with them cycling through just is n't the same.The roast beef sammiches are good .",POS,good,Roast,0
"I miss the old photos on the walls , and the new plasma TV with them cycling through just is n't the same.The roast beef sammiches are good .",POS,good,sammiches,0
"I moved away from Cbus just a few months after it opened , and it 's nice to see that it just keeps getting better !",POS,better,Cbus,0
"I never felt rushed , and everything was clean n ' neat .",POS,clean,,0
"I never felt rushed , and everything was clean n ' neat .",POS,neat,,0
"I never felt rushed , and everything was clean n ' neat .",POS,rushed,,0
"I never noticed theyre right down the street from me , so I 'm Definitely going to try some other plates going forward .",POS,,,1
I never thought that some of my favorite sweet treats would be or could be vegan .,POS,favorite,Vegan,0
I noticed !,POS,,,1
I opted for a wrap - it was huge .,POS,huge,wrap,0
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,fantastic,cinnamon,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,fantastic,cookie,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,fantastic,oatmeal,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,not,cinnamon,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,not,cookie,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",NEU,not,oatmeal,1
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",POS,good,cinnamon,0
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",POS,good,cookie,0
"I opted for the cinnamon oatmeal cookie , which was good , but not fantastic .",POS,good,oatmeal,0
"I order through the Internet 99 % of the time and they do NOT look at what I want.Today I had to call in and have them take off the extra charges from my credit card , which they apologized for and agreed to do .",NEG,,,1
"I order Tito 's for mine , but they have a variety of vodka and gin options .",POS,,gin,1
"I order Tito 's for mine , but they have a variety of vodka and gin options .",POS,,vodka,1
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,limey,Key,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,limey,Lime,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,limey,Martini,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,limey,pie,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,not,Key,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,not,Lime,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,not,Martini,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,not,pie,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,pie,Key,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,pie,Lime,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,pie,Martini,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,pie,pie,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,very,Key,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,very,Lime,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,very,Martini,0
"I ordered a Key Lime Pie Martini and it came back very limey flavored and not very pie flavored , started talking to the bartender and will now be taking them a recipe for a great key lime pie martini !",NEG,very,pie,0
"I ordered a side of dipper fries as well , but those were gross .",NEG,gross,dipper,0
"I ordered a side of dipper fries as well , but those were gross .",NEG,gross,fries,0
I ordered something called pad ginger and it was delicious .,POS,delicious,ginger,0
I ordered something called pad ginger and it was delicious .,POS,delicious,pad,0
I ordered something wrong and they made me pay for the food I did n't eat as well my new order .,NEG,,they,1
I ordered the BLT which was fine .,NEU,fine,BLT,1
"I ordered the Camarones encremados , delicious !",POS,delicious,Camarones,0
"I ordered the Camarones encremados , delicious !",POS,delicious,encremados,0
"I ordered the Carrot Orange Fusion smoothie , which was prepared almost suspiciously quickly .",POS,quickly,,0
"I ordered the kara-age and the ten-zara soba , while my friend also ordered a kara-age for himself and the curry udon.Service : The service is great - typical of a traditional Japanese restaurant .",POS,great,service,0
I ordered the Lamb La Zeez and requested it to be `` Desi hot '' as the waitress assured me the chief was from Indian and I would not be disappointing .,POS,be,waitress,0
I ordered the Lamb La Zeez and requested it to be `` Desi hot '' as the waitress assured me the chief was from Indian and I would not be disappointing .,POS,disappointing,waitress,0
I ordered the Lamb La Zeez and requested it to be `` Desi hot '' as the waitress assured me the chief was from Indian and I would not be disappointing .,POS,not,waitress,0
I ordered the relax special ( chicken pita ) and its my favorite !,POS,favorite,chicken,0
I ordered the relax special ( chicken pita ) and its my favorite !,POS,favorite,pita,0
"I ordered the thunlam tosoe , thinking it was a medley of their appetizers , only to find out it was a bunch of fried veggies that tasted terrible ( think over cooked tempura ) .",NEG,TERRIBLE,thunlam,0
"I ordered the thunlam tosoe , thinking it was a medley of their appetizers , only to find out it was a bunch of fried veggies that tasted terrible ( think over cooked tempura ) .",NEG,TERRIBLE,tosoe,0
"I paid the price for 20 but they only give me 13 , with lots of fried pieces which look like leftover .",NEG,leftover,fried,0
"I paid the price for 20 but they only give me 13 , with lots of fried pieces which look like leftover .",NEG,leftover,lots,0
"I paid the price for 20 but they only give me 13 , with lots of fried pieces which look like leftover .",NEG,leftover,of,0
"I paid the price for 20 but they only give me 13 , with lots of fried pieces which look like leftover .",NEG,leftover,pieces,0
"I particularly love their iced lattes , they are very good !",POS,good,they,0
"I particularly love their iced lattes , they are very good !",POS,love,iced,0
"I particularly love their iced lattes , they are very good !",POS,love,lattes,0
"I particularly love their iced lattes , they are very good !",POS,particularly,iced,0
"I particularly love their iced lattes , they are very good !",POS,particularly,lattes,0
"I particularly love their iced lattes , they are very good !",POS,very,they,0
I personally felt the lasagna had ZERO flavor .,NEG,flavor,lasagna,0
I personally felt the lasagna had ZERO flavor .,NEG,ZERO,lasagna,0
I personally think the wait staff if just fine .,POS,fine,staff,0
I personally think the wait staff if just fine .,POS,fine,wait,0
I personally think the wait staff if just fine .,POS,just,staff,0
I personally think the wait staff if just fine .,POS,just,wait,0
I prefer a light and fluffy donut and these are not that .,NEG,,donut,1
"I prefer something a bit more substantial , but it is a good change from all the other pizza .",POS,good,pizza,0
I prefer the vanilla icing on the lemon cupcake but I was still pleased .,POS,prefer,icing,0
I prefer the vanilla icing on the lemon cupcake but I was still pleased .,POS,prefer,vanilla,0
I preferred the vegan pizza over the meat pizza !,POS,preferred,pizza,0
I preferred the vegan pizza over the meat pizza !,POS,preferred,vegan,0
I probably wont go again .,NEG,,,1
"I really , truely , dislike waterchestnuts and when they are shredded it 's all but impossible to pick them out .",POS,dislike,waterchestnuts,0
"I really appreciated the offer , but I just was n't hungry enough to eat anything else .",POS,appreciated,offer,0
"I really appreciated the offer , but I just was n't hungry enough to eat anything else .",POS,really,offer,0
I really do enjoy Marulilu .,POS,Enjoy,Marulilu,0
"I really enjoy it , though I can imagine the quality can vary , I mean look at the place .",POS,enjoy,,0
"I really enjoy it , though I can imagine the quality can vary , I mean look at the place .",POS,really,,0
I really enjoyed my dinner here and highly recommend it .,POS,enjoyed,dinner,0
I really enjoyed my dinner here and highly recommend it .,POS,highly,,0
I really enjoyed my dinner here and highly recommend it .,POS,Really,dinner,0
I really enjoyed my dinner here and highly recommend it .,POS,recommend,,0
I really enjoyed my tacos and my brother had the relleno and the enchilada .,POS,enjoyed,tacos,0
I really enjoyed my tacos and my brother had the relleno and the enchilada .,POS,really,tacos,0
I really enjoyed the falafel .,POS,enjoyed,falafel,0
I really enjoyed the falafel .,POS,really,falafel,0
I really enjoyed the food here .,POS,enjoyed,food,0
I really enjoyed the hollandaise as well .,POS,enjoyed,hollandaise,0
I really enjoyed the hollandaise as well .,POS,really,hollandaise,0
I really enjoyed the lunch I had at Loving Hut and will go back there every time i am in Portland .,POS,enjoyed,Hut,0
I really enjoyed the lunch I had at Loving Hut and will go back there every time i am in Portland .,POS,enjoyed,Loving,0
"I really felt as though this could be a place that became a regular spot for me , but now I am much less sure .",NEG,less,place,0
"I really felt as though this could be a place that became a regular spot for me , but now I am much less sure .",NEG,much,place,0
"I really felt as though this could be a place that became a regular spot for me , but now I am much less sure .",NEG,sure,place,0
"I really just wanted to pay and leave , but they were very nice and insisted I did n't need to pay .",POS,,they,1
"I really just wanted to pay and leave , but they were very nice and insisted I did n't need to pay .",POS,Nice,they,0
"I really just wanted to pay and leave , but they were very nice and insisted I did n't need to pay .",POS,very,they,0
I really like Half Fast .,POS,like,Fast,0
I really like Half Fast .,POS,like,Half,0
I really like Half Fast .,POS,really,Fast,0
I really like Half Fast .,POS,really,Half,0
I really like the concept .,POS,like,concept,0
I really like the concept .,POS,really,concept,0
I really like their barbecue sauces as well ( MUCH better than Sonnys ) .,POS,like,barbecue,0
I really like their barbecue sauces as well ( MUCH better than Sonnys ) .,POS,like,sauces,0
I really like their barbecue sauces as well ( MUCH better than Sonnys ) .,POS,really,barbecue,0
I really like their barbecue sauces as well ( MUCH better than Sonnys ) .,POS,really,sauces,0
"I really like their one dessert , triple chocolate meltdown .",POS,like,chocolate,0
"I really like their one dessert , triple chocolate meltdown .",POS,like,dessert,0
"I really like their one dessert , triple chocolate meltdown .",POS,like,meltdown,0
"I really like their one dessert , triple chocolate meltdown .",POS,really,chocolate,0
"I really like their one dessert , triple chocolate meltdown .",POS,really,dessert,0
"I really like their one dessert , triple chocolate meltdown .",POS,really,meltdown,0
I really like this place .,POS,like,place,0
I really like this place .,POS,really,place,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",NEG,mediocre.I,food,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",NEG,playing.Unfortunately,food,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",NEG,pretty,food,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",POS,liked,music,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",POS,liked,Turkish,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",POS,really,music,0
"I really liked that they had Turkish music playing.Unfortunately , though , the food was pretty mediocre.I ordered the Beef Iskender , and as you can see in a lot of pictures on here , it comes with doner kabob meat mixed in tomato paste on top of a layer of cut up bread ( kind of hidden underneath ) .",POS,really,Turkish,0
I really liked the atmosphere here and service was great !,POS,great,service,0
I really liked the atmosphere here and service was great !,POS,liked,atmosphere,0
I really liked the atmosphere here and service was great !,POS,really,atmosphere,0
"I really love the people , always friendly and helpful .",POS,always,people,0
"I really love the people , always friendly and helpful .",POS,friendly,people,0
"I really love the people , always friendly and helpful .",POS,helpful,people,0
"I really love the people , always friendly and helpful .",POS,love,people,0
"I really love the people , always friendly and helpful .",POS,really,people,0
I really really really wanted to like this place .,POS,like,place,0
"I really want to give it 3.5 stars , but I will round up since the experience wasn't overall that bad .",POS,bad,,0
"I really want to give it 3.5 stars , but I will round up since the experience wasn't overall that bad .",POS,that,,0
