sentence,sentiment,opinion,aspect,subjectivity
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,amazing,,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,comfy,room,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,confortable,&,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,confortable,Jason,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,confortable,Valerie,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,good,&,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,good,Jason,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,good,recommendations,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,good,Valerie,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,spacious,bathroom,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,Super,room,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,very,&,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,very,Jason,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,very,recommendations,0
"Everything was amazing , the room is super comfy and has everything you need and more , the bathroom is new and spacious and Jason & Valerie are very good hosts , making you confortable and giving you very good recommendations .",POS,very,Valerie,0
"Everything was as advertised , and Oine was very responsive and helpful .",POS,helpful,Oine,0
"Everything was as advertised , and Oine was very responsive and helpful .",POS,responsive,Oine,0
"Everything was as advertised , and Oine was very responsive and helpful .",POS,very,Oine,0
Everything was clean and comfortable .,POS,Clean,,0
Everything was clean and comfortable .,POS,comfortable,,0
Everything was clean and George was always willing to help .,POS,Clean,,0
Everything was clean and George was always willing to help .,POS,help,George,0
Everything was clean and George was always willing to help .,POS,willing,George,0
Everything was clean and went smoothly !,POS,Clean,,0
Everything was clean and went smoothly !,POS,smoothly,,0
Everything was clean too .,POS,Clean,,0
Everything was clean when we arrived with fresh towels in every room .,POS,Clean,,0
Everything was clean when we arrived with fresh towels in every room .,POS,fresh,towels,0
Everything was easy when we arrived .,POS,easy,,0
Everything was great !,POS,great,,0
"Everything was great , Jen was a great host !",POS,great,Jen,0
"Everything was great , Jen was a great host !",POS,great,,0
Everything was great and we will definitely live there again when we visit Boston next time ! !,POS,great,,0
Everything was just perfect as pictures show .,POS,just,,0
Everything was just perfect as pictures show .,POS,perfect,,0
Everything was like new - better than some hotels I 've stayed in .,POS,better,,0
Everything was like new - better than some hotels I 've stayed in .,POS,like,,0
Everything was like new - better than some hotels I 've stayed in .,POS,new,,0
Everything was nice and clean and very conveniently laid out - a great travel value !,POS,Clean,,0
Everything was nice and clean and very conveniently laid out - a great travel value !,POS,conveniently,,0
Everything was nice and clean and very conveniently laid out - a great travel value !,POS,great,,0
Everything was nice and clean and very conveniently laid out - a great travel value !,POS,nice,,0
Everything was nice and clean and very conveniently laid out - a great travel value !,POS,very,,0
Everything was perfect !,POS,perfect,,0
Everything was pretty much in walking distance and there were restaurants and bars right next door !,POS,,,1
Everything was so clean .,POS,Clean,,0
Everything was so clean .,POS,so,,0
Everything was so clean and comfortable .,POS,Clean,,0
Everything was so clean and comfortable .,POS,comfortable,,0
Everything was so clean and comfortable .,POS,so,,0
Everything was so clean and the furniture was very lovely .,POS,Clean,,0
Everything was so clean and the furniture was very lovely .,POS,lovely,Furniture,0
Everything was so clean and the furniture was very lovely .,POS,so,,0
Everything was so clean and the furniture was very lovely .,POS,very,Furniture,0
Everything was so well organized / clean with small things like toothpaste that were set up for guests who forgot to bring their own .,POS,clean,,0
Everything was so well organized / clean with small things like toothpaste that were set up for guests who forgot to bring their own .,POS,organized,,0
Everything was so well organized / clean with small things like toothpaste that were set up for guests who forgot to bring their own .,POS,So,,0
Everything was so well organized / clean with small things like toothpaste that were set up for guests who forgot to bring their own .,POS,well,,0
Everything was super clean .,POS,clean,,0
Everything was super clean .,POS,Super,,0
Everything was super clean and the place is close to the airport and also not far from downtown Boston .,POS,,place,1
Everything was super clean and the place is close to the airport and also not far from downtown Boston .,POS,Clean,,0
Everything was super clean and the place is close to the airport and also not far from downtown Boston .,POS,super,,0
Everything was super clean and we enjoyed the lovely breakfast .,POS,Clean,,0
Everything was super clean and we enjoyed the lovely breakfast .,POS,enjoyed,breakfast,0
Everything was super clean and we enjoyed the lovely breakfast .,POS,lovely,breakfast,0
Everything was super clean and we enjoyed the lovely breakfast .,POS,super,,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,clean,,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,Nice,air,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,Nice,conditioner,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,Nice,window,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,super,air,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,super,conditioner,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,super,window,0
"Everything was very clean and there is a window air conditioner in the room , so guests can control the temperature- which is super nice !",POS,very,,0
Everything was well explained for the check in and check .,POS,well,Check,1
Everything was well explained for the check in and check .,POS,well,in,1
Everything was well organized and communication was simple .,POS,simple,communication,0
Everything was well organized and communication was simple .,POS,well,,0
"Everything was within walking distance ; the downtown area , the Jamaica pond , shops and bars and restaurants .",POS,,,1
"Everything we needed was in the apartment including iron , bath towels , soap , etc .",POS,,,1
Everything what you need in the house .,POS,,,1
Everything worked well and the door access was simple .,POS,simple,access,1
Everything worked well and the door access was simple .,POS,simple,door,1
Everything worked well and the door access was simple .,POS,well,,1
"Exactly what I needed , a very clean place to sleep in .",POS,Clean,place,0
"Exactly what I needed , a very clean place to sleep in .",POS,very,place,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,comfortable,accommodations,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,Excellent,accommodations,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,fine,,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,friendly,family,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,friendly,host,0
"Excellent accommodations , very comfortable and a friendly host family made for a fine weekend .",POS,very,accommodations,0
Excellent communication and very quick responses make for an easy stress free stay .,POS,easy,,0
Excellent communication and very quick responses make for an easy stress free stay .,POS,excellent,communication,0
Excellent communication and very quick responses make for an easy stress free stay .,POS,free,,0
Excellent communication and very quick responses make for an easy stress free stay .,POS,quick,responses,0
Excellent communication and very quick responses make for an easy stress free stay .,POS,very,responses,0
Excellent communication with Gloria prior to the visit .,POS,excellent,communication,0
Excellent host .,POS,Excellent,host,0
"Excellent location , less than five minutes to the T , grocery across the street .",POS,,location,1
"Excellent location , less than five minutes to the T , grocery across the street .",POS,excellent,location,0
"Excellent location , Mark and Roman are super hosts .",POS,excellent,location,0
"Excellent location , Mark and Roman are super hosts .",POS,super,Mark,0
"Excellent location , Mark and Roman are super hosts .",POS,super,Roman,0
"Excellent location , nicely furnished and very clean apartment .",POS,Clean,apartment,0
"Excellent location , nicely furnished and very clean apartment .",POS,excellent,location,0
"Excellent location , nicely furnished and very clean apartment .",POS,Nicely,apartment,0
"Excellent location , nicely furnished and very clean apartment .",POS,very,apartment,0
Excellent location .,POS,excellent,location,0
Excellent location and easy check in .,POS,easy,Check,0
Excellent location and easy check in .,POS,easy,in,0
Excellent location and easy check in .,POS,excellent,location,0
Excellent location for exploring Boston .,POS,excellent,location,0
"Excellent place , clean , and near the T !",POS,,place,1
"Excellent place , clean , and near the T !",POS,Clean,place,0
"Excellent place , clean , and near the T !",POS,excellent,place,0
excellent place .,POS,excellent,place,0
Excellent place to stay,POS,Excellent,place,0
Excellent space in a fantastic location .,POS,excellent,space,0
Excellent space in a fantastic location .,POS,fantastic,location,0
Excellent stay !,POS,excellent,,0
Excellent stay with superior customer service .,POS,excellent,,0
Excellent stay with superior customer service .,POS,superior,customer,0
Excellent stay with superior customer service .,POS,superior,service,0
Excellent trip in Boston thanks to Todd .,POS,,Todd,1
Excellent trip in Boston thanks to Todd .,POS,excellent,,0
Excellent value !,POS,excellent,,0
"Execellent location , very close to Harvard Business School .",POS,,location,1
"Execellent location , very close to Harvard Business School .",POS,Execellent,location,0
"Exquisite location , amazing views , and very comfortable .",POS,amazing,views,0
"Exquisite location , amazing views , and very comfortable .",POS,comfortable,,0
"Exquisite location , amazing views , and very comfortable .",POS,Exquisite,location,0
"Exquisite location , amazing views , and very comfortable .",POS,very,,0
Extreem lieve gastvrouw en gastheer .,POS,Extreem,gastheer,0
Extreem lieve gastvrouw en gastheer .,POS,Extreem,gastvrouw,0
Extreem lieve gastvrouw en gastheer .,POS,lieve,gastheer,0
Extreem lieve gastvrouw en gastheer .,POS,lieve,gastvrouw,0
Extremely easy check-in and check-out procedures .,POS,easy,Check-in,0
Extremely easy check-in and check-out procedures .,POS,easy,check-out,0
Extremely easy check-in and check-out procedures .,POS,extremely,Check-in,0
Extremely easy check-in and check-out procedures .,POS,extremely,check-out,0
Extremely friendly people as well as a clean and comfy home !,POS,Clean,home,0
Extremely friendly people as well as a clean and comfy home !,POS,comfy,home,0
Extremely friendly people as well as a clean and comfy home !,POS,extremely,people,0
Extremely friendly people as well as a clean and comfy home !,POS,friendly,people,0
"Fabulous location , easy check in .",POS,easy,Check,0
"Fabulous location , easy check in .",POS,easy,in,0
"Fabulous location , easy check in .",POS,Fabulous,location,0
Fabulous location and clean lovely apartment in the back bay .,POS,clean,apartment,0
Fabulous location and clean lovely apartment in the back bay .,POS,fabulous,location,0
Fabulous location and clean lovely apartment in the back bay .,POS,lovely,apartment,0
"fantastic , convenient , spotless !",POS,convenient,,0
"fantastic , convenient , spotless !",POS,fantastic,,0
"fantastic , convenient , spotless !",POS,spotless,,0
Fantastic experience at Tiffany 's apartment .,POS,Fantastic,apartment,0
Fantastic experience at Tiffany 's apartment .,POS,Fantastic,'s,0
Fantastic experience at Tiffany 's apartment .,POS,Fantastic,Tiffany,0
Fantastic experience on all accounts .,POS,Fantastic,,0
"Fantastic host and apartment , would definitely stay again !",POS,Fantastic,apartment,0
"Fantastic host and apartment , would definitely stay again !",POS,Fantastic,host,0
"Fantastic location , beautiful apartment with gorgeous windows .",POS,beautiful,apartment,0
"Fantastic location , beautiful apartment with gorgeous windows .",POS,Fantastic,location,0
"Fantastic location , beautiful apartment with gorgeous windows .",POS,gorgeous,windows,0
"Fantastic location , helpful and responsive host , very comfortable apartment .",POS,comfortable,apartment,0
"Fantastic location , helpful and responsive host , very comfortable apartment .",POS,Fantastic,location,0
"Fantastic location , helpful and responsive host , very comfortable apartment .",POS,helpful,host,0
"Fantastic location , helpful and responsive host , very comfortable apartment .",POS,responsive,host,0
"Fantastic location , helpful and responsive host , very comfortable apartment .",POS,very,apartment,0
Fantastic location .,POS,fantastic,location,0
Fantastic location and a great apartment in a cool building ... and Tiffany is a wonderful host !,POS,Cool,building,0
Fantastic location and a great apartment in a cool building ... and Tiffany is a wonderful host !,POS,fantastic,location,0
Fantastic location and a great apartment in a cool building ... and Tiffany is a wonderful host !,POS,great,apartment,0
Fantastic location and a great apartment in a cool building ... and Tiffany is a wonderful host !,POS,wonderful,Tiffany,0
Fantastic location and great place to stay .,POS,Fantastic,location,0
Fantastic location and great place to stay .,POS,great,place,0
"Fantastic location for getting around walking , transit or uber .",POS,fantastic,location,0
Fantastic space .,POS,Fantastic,space,0
Fantastic space in an unbeatable location !,POS,Fantastic,space,0
Fantastic space in an unbeatable location !,POS,unbeatable,location,0
Fantastic stay .,POS,Fantastic,,0
Far exceeded my expectations ... . A++++,POS,,,1
Far from downtown but well comunicated .,POS,well,,0
felt like a hotel room .,POS,,,1
Felt like home !,POS,,,1
Felt very safe walking back from rain delayed game at 11.30 pm .,POS,Safe,,0
Felt very safe walking back from rain delayed game at 11.30 pm .,POS,very,,0
"Fenway to the West , and North End to the East !",POS,,,1
"First , let me start off by saying that the owner of this home messaged me stating that this was one of the busiest weeks of her life and apologized for any inconveniences .",NEG,,Owner,1
"First it is in the best location in Boston , steps from the common and in the center of everything you might want to see or do in the city .",POS,,location,1
"First it is in the best location in Boston , steps from the common and in the center of everything you might want to see or do in the city .",POS,best,location,0
"First of all , I read the other comments about how the toilet was not flushed and properly cleaned upon arrival and hoped it would n't happen during my stay , but finally checked in and was disappointed to find the same thing .",POS,disappointed,toilet,0
"Flat was stylish and as described , and the equipped kitchen allowed us to prep some easy meals .",POS,,kitchen,1
"Flat was stylish and as described , and the equipped kitchen allowed us to prep some easy meals .",POS,stylish,Flat,0
Flat was VERY clean and bed was super comfortable .,POS,clean,flat,0
Flat was VERY clean and bed was super comfortable .,POS,comfortable,bed,0
Flat was VERY clean and bed was super comfortable .,POS,super,bed,0
Flat was VERY clean and bed was super comfortable .,POS,very,flat,0
"For a similar reason , I used an eye mask to block out more of the street light at night .",POS,,,1
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,Highly,place,0
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,Highly,'s,0
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,Highly,Terry,0
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,recommend,place,0
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,recommend,'s,0
"For anyone who 's looking for a home away from home , I highly recommend staying at Terry 's place .",POS,recommend,Terry,0
For me it was perfect as I stayed for two nights .,POS,perfect,,0
"For our convenience , she also left us a binder with local eateries and their menus ... a great touch !",POS,great,,0
"For the backpackers , students and casual tourists you can not go wrong with this place .",POS,,place,1
"For those sensitive to noise , not the best choice because of the constant noise from outside ventilation shafts ( windows face a service courtyard ) and service trucks that pop in the middle of the night .",NEU,best,,1
"For those sensitive to noise , not the best choice because of the constant noise from outside ventilation shafts ( windows face a service courtyard ) and service trucks that pop in the middle of the night .",NEU,not,,1
"For those sensitive to noise , not the best choice because of the constant noise from outside ventilation shafts ( windows face a service courtyard ) and service trucks that pop in the middle of the night .",NEU,the,,1
"For those sensitive to noise , not the best choice because of the constant noise from outside ventilation shafts ( windows face a service courtyard ) and service trucks that pop in the middle of the night .",POS,noise,,0
"For those who want to be very close , but maybe outside of downtown - this is a great location .",POS,great,location,0
For us we found it very noisy and heard people walking around upstairs all hours of the night .,NEG,,,1
For us we found it very noisy and heard people walking around upstairs all hours of the night .,NEG,noisy,,0
For us we found it very noisy and heard people walking around upstairs all hours of the night .,NEG,very,,0
Found parking at Prudential Center for $ 42 for 24 hrs .,POS,,,1
"Four of us stayed there for one night and we were very comfortable but , for longer stays , the apartment is probably best suited to a couple .",POS,comfortable,apartment,0
"Four of us stayed there for one night and we were very comfortable but , for longer stays , the apartment is probably best suited to a couple .",POS,very,apartment,0
Free parking on the weekends right around the corner !,POS,free,parking,0
Fresh towels and linens were much appreciated .,POS,appreciated,linens,0
Fresh towels and linens were much appreciated .,POS,appreciated,towels,0
Fresh towels and linens were much appreciated .,POS,fresh,towels,0
Fresh towels and linens were much appreciated .,POS,much,linens,0
Fresh towels and linens were much appreciated .,POS,much,towels,0
"Friendly , considerate , overall a great host !",POS,considerate,,0
"Friendly , considerate , overall a great host !",POS,friendly,,0
"Friendly , considerate , overall a great host !",POS,great,,0
"From by going to get us almond milk for our employee with an allergy , to giving us advice on where to go !",POS,,,1
"From previous experience of Boston my wife and I were very familiar with Jamaica Plain , but were pleasantly surprised to find Penny 's home was in a quite special area of JP we did n't know about ... a little sanctuary nestled away from the hustle and bustle yet just a couple of minutes walk from Center Street 's restaurant 's , cafes , shops and buses .",POS,,area,1
"From previous experience of Boston my wife and I were very familiar with Jamaica Plain , but were pleasantly surprised to find Penny 's home was in a quite special area of JP we did n't know about ... a little sanctuary nestled away from the hustle and bustle yet just a couple of minutes walk from Center Street 's restaurant 's , cafes , shops and buses .",POS,quite,area,0
"From previous experience of Boston my wife and I were very familiar with Jamaica Plain , but were pleasantly surprised to find Penny 's home was in a quite special area of JP we did n't know about ... a little sanctuary nestled away from the hustle and bustle yet just a couple of minutes walk from Center Street 's restaurant 's , cafes , shops and buses .",POS,special,area,0
"From the moment we arrived , she helped us have an amazing experience in Boston .",POS,,,1
"From the moment we arrived , she helped us have an amazing experience in Boston .",POS,amazing,,0
From the roof deck we had the most beautiful view of the Massachusetts State House and all of the Christmas lights in and around Boston Common ( there are a lot !,POS,beautiful,view,0
From the roof deck we had the most beautiful view of the Massachusetts State House and all of the Christmas lights in and around Boston Common ( there are a lot !,POS,most,view,0
Fully-equipped kitchen - soooo great !,POS,Fully-equipped,kitchen,0
Fully-equipped kitchen - soooo great !,POS,great,kitchen,0
Fully-equipped kitchen - soooo great !,POS,soooo,kitchen,0
Fully-equipped kitchen .,POS,Fully-equipped,kitchen,1
Fun spot .,POS,fun,spot,1
"Furnishings a little dated , however , the home is clean and all appliances worked .",NEG,,furnishings,1
"Furnishings a little dated , however , the home is clean and all appliances worked .",POS,clean,home,0
"Furniture seem to come from a second hand shop , and is of bad quality .",NEG,bad,Furniture,0
Furniture was comfortable and we really enjoyed the extra-soft towels provided .,POS,comfortable,Furniture,0
Furniture was comfortable and we really enjoyed the extra-soft towels provided .,POS,extra-soft,towels,0
"Furthermore , it 's located in a very fancy district in Boston .",POS,fancy,,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,,apartment,1
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,,building,1
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,drain,bathroom,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,drain,sink,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,n't,bathroom,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,n't,sink,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,tough,doors,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,tough,freezer,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,tough,fridge,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,well,bathroom,0
"General Space : Definitely an older apartment building , with all the associated quirks ( the fridge and freezer doors are tough to open and close because they abut the wall and there 's likely been a little shifting/settling over the years , the bathroom sink did n't drain well - I had to manually pull up the drain cover in order to get it to drain ) .",NEG,well,sink,0
George is a great host,POS,great,George,0
George is a super host and a very cool person .,POS,super,George,0
George is an absolutely fantastic host .,POS,absolutely,George,0
George is an absolutely fantastic host .,POS,fantastic,George,0
George is an amazing host ! ! !,POS,amazing,George,0
George is helpful and accommodating where possible .,POS,accommodating,George,0
George is helpful and accommodating where possible .,POS,helpful,George,0
George is very communicative .,POS,communicative,George,0
George is very communicative .,POS,very,George,0
"George responded quickly when I reached out to him , but I never actually met him .",POS,quickly,George,0
George 's apartment is in a fantastic neighborhood near the airport and downtown .,POS,Fantastic,neighborhood,0
"George 's home is in a great location , clean and has a beautiful view .",POS,beautiful,view,0
"George 's home is in a great location , clean and has a beautiful view .",POS,Clean,George,0
"George 's home is in a great location , clean and has a beautiful view .",POS,Clean,home,0
"George 's home is in a great location , clean and has a beautiful view .",POS,Clean,'s,0
"George 's home is in a great location , clean and has a beautiful view .",POS,great,location,0
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,,George,1
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,,place,1
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,,'s,1
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,conveniently,George,0
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,conveniently,place,0
"George 's place is conveniently located , particularly for getting to and from the airport , and is not too far away from the convention center .",POS,conveniently,'s,0
George 's place was great !,POS,great,George,0
George 's place was great !,POS,great,place,0
George 's place was great !,POS,great,'s,0
George 's place was quiet and close to everything .,POS,,George,1
George 's place was quiet and close to everything .,POS,,place,1
George 's place was quiet and close to everything .,POS,,'s,1
George 's place was quiet and close to everything .,POS,quiet,George,0
George 's place was quiet and close to everything .,POS,quiet,place,0
George 's place was quiet and close to everything .,POS,quiet,'s,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,nice,George,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,nice,place,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,nice,'s,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,terrific,deck,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,terrific,rooftop,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,very,George,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,very,place,0
"George 's place was very nice , and the rooftop deck was a terrific place to do some reading and writing .",POS,very,'s,0
George was a friendly and helpful host .,POS,friendly,George,0
George was a friendly and helpful host .,POS,helpful,George,0
George was a great communicator and very accommodating .,POS,accommodating,George,0
George was a great communicator and very accommodating .,POS,great,George,0
George was a great communicator and very accommodating .,POS,very,George,0
"George was a great host , even letting us leave our bags after check-out so that we did n't have to carry them around on our last day in Boston .",POS,great,George,0
George was always available to answer and it was nice to treat with him Would repeat when in Boston,POS,available,George,0
George was always available to answer and it was nice to treat with him Would repeat when in Boston,POS,nice,George,0
"George was anexcellent host , extremely fast responding to all my questions .",POS,anexcellent,George,0
"George was anexcellent host , extremely fast responding to all my questions .",POS,extremely,George,0
"George was anexcellent host , extremely fast responding to all my questions .",POS,fast,George,0
George was easy to communicate with .,POS,easy,George,0
George was extremely accommodating and helpful .,POS,accommodating,George,0
George was extremely accommodating and helpful .,POS,extremely,George,0
George was extremely accommodating and helpful .,POS,helpful,George,0
George was nice and easy to communicate with .,POS,easy,George,0
George was nice and easy to communicate with .,POS,nice,George,0
George was prompt in his responses and check in was easy .,POS,easy,check,0
George was prompt in his responses and check in was easy .,POS,easy,in,0
George was prompt in his responses and check in was easy .,POS,prompt,George,0
George was super friendly !,POS,friendly,George,0
George was super friendly !,POS,super,George,0
George was very helpful at check in and I barely saw him during my stay .,POS,helpful,George,0
George was very helpful at check in and I barely saw him during my stay .,POS,very,George,0
"George was very quick with replies to my messages , and everything went smoothly .",POS,quick,George,0
"George was very quick with replies to my messages , and everything went smoothly .",POS,smoothly,,0
"George was very quick with replies to my messages , and everything went smoothly .",POS,very,George,0
Gertrude was a great host and you ca n't get a better location .,POS,better,location,0
Gertrude was a great host and you ca n't get a better location .,POS,great,Gertrude,0
"Given my concerns about poor weather , stay was comfortable and hassle free .",POS,comfortable,,0
"Given my concerns about poor weather , stay was comfortable and hassle free .",POS,free,,0
"Gleaming hardwood floors , 25 foot ceilings -- I felt like I was in a historic mansion .",POS,historic,mansion,0
Gloria also let us check out late as we had a late flight .,POS,,Gloria,1
Gloria and her associate Simon were wonderful hosts .,POS,wonderful,and,0
Gloria and her associate Simon were wonderful hosts .,POS,wonderful,associate,0
Gloria and her associate Simon were wonderful hosts .,POS,wonderful,Gloria,0
Gloria and her associate Simon were wonderful hosts .,POS,wonderful,her,0
Gloria and her associate Simon were wonderful hosts .,POS,wonderful,Simon,0
Gloria and her son ( who showed us in ) were very responsive and polite .,POS,polite,Gloria,0
Gloria and her son ( who showed us in ) were very responsive and polite .,POS,responsive,Gloria,0
Gloria and her son ( who showed us in ) were very responsive and polite .,POS,very,Gloria,0
Gloria does n't live close by so my husband had to do all the coordination with letting the heat guy in and out of the building .,NEG,close,Gloria,0
Gloria does n't live close by so my husband had to do all the coordination with letting the heat guy in and out of the building .,NEG,does,Gloria,0
Gloria does n't live close by so my husband had to do all the coordination with letting the heat guy in and out of the building .,NEG,live,Gloria,0
Gloria does n't live close by so my husband had to do all the coordination with letting the heat guy in and out of the building .,NEG,n't,Gloria,0
Gloria is a gracious host .,POS,gracious,Gloria,0
Gloria is a great communicator and check in and check out were seamless .,POS,great,Gloria,0
Gloria is a great communicator and check in and check out were seamless .,POS,seamless,Check,0
Gloria is a great communicator and check in and check out were seamless .,POS,seamless,in,0
Gloria is a great communicator and check in and check out were seamless .,POS,seamless,out,0
Gloria is an amazing host .,POS,amazing,Gloria,0
Gloria is super friendly and helpful .,POS,friendly,Gloria,0
Gloria is super friendly and helpful .,POS,helpful,Gloria,0
Gloria is super friendly and helpful .,POS,Super,Gloria,0
Gloria made our last day more enjoyable by allowing us to store our baggage at the appartment after checkout time and retrieve it before our flight - enabled us to see the museum of science .,POS,enjoyable,Gloria,0
"Gloria made the check in process extremely easy - she was kind enough to meet one of my roommates early at the coffee house across the street from the house so that she could give keys and a tour of the space , which was extremely appreciated .",POS,appreciated,Gloria,0
