sentence,aspect,sentiment,subjectivity
the waitress came by to pick up the soy sauce while we were eating our lunch!!!!!,soy sauce,neutral,1
the waitress came by to pick up the soy sauce while we were eating our lunch!!!!!,lunch,neutral,1
"so we sat at the bar, the bartender didn't seem like he wanted to be there.",bar,neutral,1
"would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",bartender,neutral,1
"would you ever believe that when you complain about over an hour wait, when they tell you it will be 20-30 minutes, the manager tells the bartender to spill the drinks you just paid for?",drinks,neutral,1
the boutique selection of wines covers a wide variety without being imposeing.,boutique selection of wines,neutral,1
they also have a great assortment of wraps if your not in the mood for traditional mediterranean fare.,traditional mediterranean fare,neutral,1
then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.,chairs,neutral,1
then she made a fuss about not being able to add 1 or 2 chairs on either end of the table for additional people.,table,neutral,1
"after waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.",kitchen,neutral,1
"give it a try, menu is typical french but varied.",menu,neutral,1
we ordered a glass of wine and were finished eating and paying before the wine came.,glass of wine,neutral,1
"it was good, but none of the flavors wow.",flavors,neutral,1
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",margarita,neutral,1
"for about eleven bucks you get a gigantic burrito (or tacos), margarita, and dessert.",dessert,neutral,1
the space is traditional in feel.,space,neutral,1
"the restaurant was completely empty, but she gave me a dirty look and asked, no reservations?",reservations,neutral,1
the food was mediocre to be kind - the interior is small and average - the owners are a tag-team of unpleasantries - so rude and snotty i actually let out a hearty guffaw whilst dining.,dining,neutral,1
offerings like hot cakes and the egg mcmuffin sandwich are available for breakfast.,egg mcmuffin sandwich,neutral,1
offerings like hot cakes and the egg mcmuffin sandwich are available for breakfast.,hot cakes,neutral,1
offerings like hot cakes and the egg mcmuffin sandwich are available for breakfast.,breakfast,neutral,1
"i have been going to this restaurant for years, in the past the service was average and the food inconsistant.",service,neutral,1
cuisine is billed as asian fusion - doesn't meet the bill.,asian fusion,neutral,1
creative dishes like king crab salad with passion fruit vinaigrette and fettuccine with grilled seafood in a rosemary-orange sauce are unexpected elements on an otherwise predictable bistro menu.,bistro menu,neutral,1
"dishes denoted as ""roy's classics"" (marked on the menu with asterisks) are tried-and-true recipes, such as macadamia-crusted mahi mahi, or subtly sweet honey-mustard beef short ribs.",menu,neutral,1
"i came to fresh expecting a great meal, and all i got was marginally so-so food served in a restaurant that was just so freezing we couldn't enjoy eating.",served,neutral,1
i went in one day asking for a table for a group and was greeted by a very rude hostess.,table,neutral,1
waiting three hours before getting our entrees was a treat as well.,entrees,neutral,1
"the dinner menu offers a variety of great entrees, including fresh seafood and huge steaks, there's also a couple of non-meat alternatives.",non-meat alternatives,neutral,1
"the appetizers are ok, but the service is slow.",appetizers,neutral,1
"what can you say about a place where the waitress brings out the wrong entree, then verbally assaults your 80 year old grandmother and gives her lip about sending it back (which she did politely, by the way).",entree,neutral,1
"the halibut cheek appetizer came with a generous portion of foie gras, but that's about the only positive thing i can say about the meal.",halibut cheek appetizer,neutral,1
"all-time favorites include the big mac, chicken mcnuggets, filet-o-fish sandwich and mcdonald's famous french fries; lighter options like entree-sized salads are also available.",entree-sized salads,neutral,1
was her monday for lunch - was working on a film in the area - and found this rare jewel.,lunch,neutral,1
"i got the opportunity to dine at your establishment again a few weeks ago, i was in your upstrairs dining area.",upstrairs dining area,neutral,1
"menus feature seasonal picks, like sweet corn-foie gras brulee.",menus,neutral,1
"menus feature seasonal picks, like sweet corn-foie gras brulee.",sweet corn-foie gras brulee,neutral,1
"there restaurant is very casual, but perfect for lunch, and their delivery service is always very fast.",lunch,neutral,1
i had to flag down a third staff person for a fork... so now it's goodbye little rude pie company.,staff person,neutral,1
i had to flag down a third staff person for a fork... so now it's goodbye little rude pie company.,fork,neutral,1
my date and i both ordered the branzini and both felt the fish was very average.,branzini,neutral,1
i went for restaurant week and ordered off the prix fixe menu,prix fixe menu,neutral,1
they bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (i tried them all).,steak,neutral,1
they bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (i tried them all).,sauce cart,neutral,1
they bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (i tried them all).,table,neutral,1
"not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!",entrees,neutral,1
"after i paid for my purchase, i noticed they had not given me utensils so i could eat my pie.",utensils,neutral,1
"after i paid for my purchase, i noticed they had not given me utensils so i could eat my pie.",pie,neutral,1
"no green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",green beans,neutral,1
"no green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",egg,neutral,1
"no green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",anchovy dressing,neutral,1
"no green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",nicoise olives,neutral,1
"no green beans, no egg, no anchovy dressing, no nicoise olives, no red onion.",red onion,neutral,1
"build a meal with side orders like amazin' greens salads, buffalo chicken kickers and cinna stix.",meal,neutral,1
"build a meal with side orders like amazin' greens salads, buffalo chicken kickers and cinna stix.",amazin' greens salads,neutral,1
"build a meal with side orders like amazin' greens salads, buffalo chicken kickers and cinna stix.",buffalo chicken kickers,neutral,1
"build a meal with side orders like amazin' greens salads, buffalo chicken kickers and cinna stix.",cinna stix,neutral,1
"build a meal with side orders like amazin' greens salads, buffalo chicken kickers and cinna stix.",side orders,neutral,1
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty.",fries,neutral,1
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty.",meaty chili,neutral,1
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty.",stuffed baked potatoes,neutral,1
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty.",menu,neutral,1
i always find myself asking the waiter to make something bland and different than what is on the menu.,waiter,neutral,1
i always find myself asking the waiter to make something bland and different than what is on the menu.,menu,neutral,1
"the closest that i got was the cherry marscapone, but they were out of it that day.",cherry marscapone,neutral,1
the ground chickpea soup we sampled as a starter tasted somewhat thin.,starter,neutral,1
"unfortunately, with our show tickets, we didn't have time to sample any desserts.",desserts,neutral,1
make more tables- perhaps a rooftop bar?,rooftop bar,neutral,1
i didn't go there for food so i can't comment.,food,neutral,1
"stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great.",cajun shrimp,neutral,1
"young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night.",counter,neutral,1
bring your date and a bottle of wine!,bottle of wine,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",japanese dishes,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",foie gras unagi napolean,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",jap style hamburger steak,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",spicy cod roe spaghetti,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",black cod with miso base,neutral,1
"my chelsea's impressive and creative menu includes modern, westernized japanese dishes such as foie gras unagi napolean, jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few.",rack of lamb in black truffle sauce,neutral,1
had dinner here on a friday and the food was great.,dinner,neutral,1
"highly recommended...  as stated, i haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice.",takeout,neutral,1
it took about 2 1/2 hours to be served our 2 courses.,courses,neutral,1
who said go when the place is quiet during the day?,place,neutral,1
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,soup,neutral,1
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,french dish,neutral,1
good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.,glass of wine,neutral,1
we were seated promptly in close proximity to the dance floor.,dance floor,neutral,1
"if you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location.",pre-show meal,neutral,1
the sauce is excellent (very fresh) with dabs of real mozzarella.,dabs of real mozzarella,neutral,1
"the best dessert, a chocolate and peanut butter tart, isn't particularly hawaiian, but it's a small world when it comes to sweets.",sweets,neutral,1
"for an appetizer, their calamari is a winner.",appetizer,neutral,1
after dinner i heard music playing and discovered that there is a lounge downstairs.,dinner,neutral,1
after dinner i heard music playing and discovered that there is a lounge downstairs.,music,neutral,1
after dinner i heard music playing and discovered that there is a lounge downstairs.,lounge,neutral,1
"the room is a gorgeous, bi-level space and the long bar perfect for a drink.",drink,neutral,1
"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",mozzarella sticks,neutral,1
the chicken and falafel platters were nondescript combinations with fresh leaf salad.,chicken and falafel platters,neutral,1
the chicken and falafel platters were nondescript combinations with fresh leaf salad.,fresh leaf salad,neutral,1
they are served on focacchia bread and are to die for.,served,neutral,1
they are served on focacchia bread and are to die for.,focacchia bread,neutral,1
"the guac is fresh, yet lacking flavor, we like to add our fresh salsa into it.",fresh salsa,neutral,1
it' only open for lunch but the food is so good!,lunch,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",menu,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",burgers,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",steaks,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",shepherds pie,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",portabella lasagna,neutral,1
""" the menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians.",pub fare,neutral,1
how can they survive serving mediocre food at exorbitant prices?!,food,neutral,1
the food was mediocre and the service was severely slow.,food,neutral,1
i have eaten here on a different occasion - the food is mediocre for the prices.,food,neutral,1
i just had my first visit to this place and can't wait to go back and slowly work my way through the menu.,menu,neutral,1
i asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.,meal,neutral,1
i stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.,brunch,neutral,1
i stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.,vegan cranberry pancakes,neutral,1
i stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.,rice milk,neutral,1
its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,drink,neutral,1
its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,drinks,neutral,1
"creamy appetizers--taramasalata, eggplant salad, and greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas.",warm pitas,neutral,1
"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",food,positive,0
"the food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",food,positive,0
"not only was the food outstanding, but the little perks were great.",food,positive,0
nevertheless the food itself is pretty good.,food,positive,0
"from the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,positive,0
"great food at reasonable prices, makes for an evening that can't be beat!",food,positive,0
"fabulous service, fantastic food, and a chilled out atmosphere and environment.",food,positive,0
"great food, good size menu, great service and an unpretentious setting.",food,positive,0
"unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive,0
"the atmosphere is unheralded, the service impeccable, and the food magnificent.",food,positive,0
"the wait staff is friendly, and the food has gotten better and better!",food,positive,0
lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for four dollars.,food,positive,0
lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for four dollars.,food,positive,0
the food always tastes fresh and served promptly.,food,positive,0
its an excellent place to relax and the food is one of the best in the city of new york.,food,positive,0
"what is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,0
"the food, drinks and service are clearly among the best in the city.",food,positive,0
"if you're craving for haru's great food, especially the house roll, but can't stand the wait building outside, head across the street to their sake bar!",food,positive,0
the food is great.,food,positive,0
the only thing more wonderful than the food (which is exceptional) is the service.,food,positive,0
"they might be all business at the counter when you give your order, but their food says i love you.",food,positive,0
"the have over 100 different beers to offer their guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumpkin tortellini.",food,positive,0
our food was great too!,food,positive,0
lived in shanghai most of my life and thought the food was comparable to the flagship green bo restaurant there.,food,positive,0
"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",food,positive,0
the food here does a great service to the name (cantonese that is.).,food,positive,0
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive,0
"the food was really good, i had the onion soup and it was one of the best ever.",food,positive,0
"the food was terrific and the service classy, attentive, without being overbearing.",food,positive,0
"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",food,positive,0
"decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,positive,0
"the food is great, service is ok.",food,positive,0
good food.,food,positive,0
food awesome.,food,positive,0
"good music, great food, speedy service affordable prices.",food,positive,0
"when going out for a nice dinner, i like a nice ambiance as well as very good food.",food,positive,0
the food is awesome - definitely try the striped bass.,food,positive,0
"i found the food to be outstanding, particularly the salmon dish i had.",food,positive,0
baluchi's has solid food and a nice decor at reasonable prices.,food,positive,0
the waitress was very patient with us and the food is phenomenal!,food,positive,0
the location and ambience is ok but the food is what makes up for it.,food,positive,0
"while we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,positive,0
all the food was hot tasty.,food,positive,0
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",food,positive,0
the food is great and authentic.,food,positive,0
"anyway, the food is good, the price is right and they have a decent wine list.",food,positive,0
the food was great.,food,positive,0
all of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive,0
"the food is fresh, delicious, and reasonably priced.",food,positive,0
"the food was very good, a great deal, and the place its self was great.",food,positive,0
"authentic food and they have real service, not just the rush you get sometimes when they try to push you out the door.",food,positive,0
the food is great and reasonably priced.,food,positive,0
"the food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,positive,0
the food is prepared quickly and efficiently.,food,positive,0
the food looked very appetizing and delicious since it came on a variety of fancy plates.,food,positive,0
"it's constantly open, catering to the pakistani cabbies lined up on crosby st., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive,0
he takes real pride in his food and his business.,food,positive,0
"over the years, it has always provided a pleasurable dining experience with quality food and wine.",food,positive,0
the food is reliable and the price is moderate.,food,positive,0
the food is usually good but it certainly isn't a relaxing place to go.,food,positive,0
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food,positive,0
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,0
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,0
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive,0
"in addition, the food is very good and the prices are reasonable.",food,positive,0
taj mahal offers great value and great food.,food,positive,0
i really loved the different and innovated touch that's the cheff gives to the food.,food,positive,0
"the food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,0
the food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,0
we had a great time watching the shows and characters and food was just what we were looking for.,food,positive,0
"not sure where the previous reviewer, look, dined, but saul is in a great neighborhood and has great food!",food,positive,0
the food was average or above including some surprising tasty dishes.,food,positive,0
the food's as good as ever.,food,positive,0
this is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,0
have frequented 'ino for several years and the food remains excellent.,food,positive,0
"each bite of food at kai was indeed delicious, fresh, and elegant.",food,positive,0
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,0
this place is a great stop for great food.,food,positive,0
"while the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,0
"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.",food,positive,0
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,0
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,0
"as much as i like the food there, i can't bring myself to go back.",food,positive,0
we were very surprised by how good the food was on our first visit here on a sunday night.,food,positive,0
the food is amazing!!!!,food,positive,0
"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,0
the service is a little scatty at times but all is forgiven when the food arrives.,food,positive,0
"the production is a symphony, a lot of fun to experience. the food sublime for the most part.",food,positive,0
the food is great and they have a good selection of wines at reasonable prices.,food,positive,0
"we have been to this place many times, and always have great food, wine, and service.",food,positive,0
"great food, great prices, great service.",food,positive,0
food is great.,food,positive,0
go to volare for 1st class service and terrific food.,food,positive,0
food was average but tasty.,food,positive,0
delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive,0
"the food includes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaat, as well as other great indian appetizers.",food,positive,0
"the food is mostly made from scratch, fresh and well prepared.",food,positive,0
"so, for good food i'd recommend it, but not for a fun night out.",food,positive,0
"if you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,0
the food was well prepared and the service impeccable.,food,positive,0
while the food was good (certainly no il mulino) the service was horrendous.,food,positive,0
"the signs, the specials menus, food, and even all the staff are all totally japanese.",food,positive,0
the food was absolutely amazing!!,food,positive,0
the food was good too.,food,positive,0
"great food, great lay out and awesome service.",food,positive,0
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,food,positive,0
"they have it all -- great price, food, and service.",food,positive,0
"the food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,0
the food has been consistent for years and it never lets you down.,food,positive,0
sometimes i get good food and ok service.,food,positive,0
the food was spicy and delicious.,food,positive,0
"anyways, if you're in the neighborhood to eat good food, i wouldn't waste my time trying to find something, rather go across the street to tamari.",food,positive,0
this was my first time at cafe st. bart's and i must say how delicious the food and the service was.,food,positive,0
"while we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and slow service) and lack of remorse.",food,positive,0
"the food is very good too but for the most part, it's just regular food, nothing special.",food,positive,0
nothing fancy but really good food with pretty reasonable price.,food,positive,0
"while i quite liked the food and the ambience, i'm not quite sure if it they really deserve it the michelin rating they have displayed so proudly in the window.",food,positive,0
service was good and food is wonderful.,food,positive,0
"i have eaten at saul, many times, the food is always consistently, outrageously good.",food,positive,0
the food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,0
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,0
"the staff was accommodating, the food was absolutely delicious and the place is lovely.",food,positive,0
"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food,positive,0
"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food,positive,0
great food and the prices are very reasonable.,food,positive,0
"a cool bar with great food, and tons of excellent beer.",food,positive,0
"great food (spinach and corn dumplings and massaman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive,0
"great service, great food.",food,positive,0
"it's the perfect restaurant for ny life style, it got cool design, awesome drinks and food and lot's of good looking people eating and hanging at the pink bar.",food,positive,0
"the staff is accommodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive,0
"the food was delicious (i had a halibut special, my husband had steak), and the service was top-notch.",food,positive,0
the prices were cheap compared to the quality of service and food.,food,positive,0
the food was authentic.,food,positive,0
no gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,0
the food there are satisfying.,food,positive,0
the food was good.,food,positive,0
"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth it superb food.",food,positive,0
"aside from the rushed service, we were very impressed with the food and the drinks.",food,positive,0
food was good and the view of the new york city skyline was terrific even on a foggy rainy day like that of when i went.,food,positive,0
the food is above average for midtown and slightly better than some of the other heartland breweries in the city.,food,positive,0
"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.",food,positive,0
"most importantly, food is excellent.",food,positive,0
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive,0
great food at reasonable prices.,food,positive,0
"the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.",food,positive,0
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,0
"everything looks great, the drinks, the decor, the food, even the people.",food,positive,0
my fiance took me to scopa last week for my birthday and i couldn't believe the food.,food,positive,0
"the view is spectacular, and the food is great.",food,positive,0
"the food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,0
i am happy i did the food was awesome.,food,positive,0
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,food,positive,0
good food.,food,positive,0
incredible food at a very agreeable price brings me back just about every other day to this authentic thai restaurant.,food,positive,0
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,0
the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,0
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive,0
the place is small and cramped but the food is fantastic.,food,positive,0
the food is tasty and portion sizes are appropriate.,food,positive,0
the food is so cheap and the waiters are nice.,food,positive,0
the food there is so good that even to order out the wait is incredible.,food,positive,0
"the food is very good for it's price, better than most fried dumplings i've had.",food,positive,0
we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food.,food,positive,0
the food was pretty traditional but it was hot and good with large portions.,food,positive,0
the service was excellent and the food was delicious.,food,positive,0
a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive,0
the food was exceptional.,food,positive,0
the portions are small but being that the food was so good makes up for that.,food,positive,0
"the service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive,0
"you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat.",food,positive,0
"the puke green walls leave a lot to be desired, but the food is very good.",food,positive,0
"no food snobs allowed, this place is for people who appreciate good food.",food,positive,0
i liked the food at this quasi-thai restaurant.,food,positive,0
"i have been there many times, and food is good and consistent.",food,positive,0
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive,0
"the food here is rather good, but only if you like to wait for it.",food,positive,0
the food is inventive but still keeps traditional indian flavoring.,food,positive,0
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive,0
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",food,positive,0
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive,0
the food is authentic italian - delicious!,food,positive,0
it's all about the food !!,food,positive,0
"we a menu that rarely changes, except for one or two specials, the quality and care they put in their food in evident.",food,positive,0
"bottom line: b+ for the food, f for the service.",food,positive,0
delicious simple food in nice outdoor atmosphere.,food,positive,0
the food is delicious.,food,positive,0
"the food is outstanding and the service is quick, friendly and very professional.",food,positive,0
"we love the food, drinks, and atmosphere!",food,positive,0
"the vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive,0
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",food,positive,0
"the food is spectacular, from the appetizers to the main course, and then of course the desserts, (wow) you'll need no more.",food,positive,0
"the food is amazing, rich pastas and fresh doughy pizza.",food,positive,0
"food was very good, but not what i would consider out of this world.",food,positive,0
food is great and inexpensive.,food,positive,0
"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,0
"the staff was very attentive, the ambience lovely, and the food superb.",food,positive,0
"i love when restaurants think using fancy expensive ingredients makes the food fine cuisine, even with no idea how to use them.",food,positive,0
"the waiters are sweet, the food is tasty and the bill is never too large.",food,positive,0
"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.",food,positive,0
"service here was great, food was fantastic.",food,positive,0
"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,0
"great wine list (italian), good food, service was initially fine.",food,positive,0
of course the reason its so packed is because the food is so delicious!,food,positive,0
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accommodating and friendly.",food,positive,0
and the food was fantastic.,food,positive,0
"if it isn't for the food (a+++), it must be the service or the ambience.",food,positive,0
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,0
"just straight up cheap, good food.",food,positive,0
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",food,positive,0
"great food, great decor, great service.",food,positive,0
"save your money and don't waste your calories, go to margarita's on washington street instead, they have amazing food and the best service.",food,positive,0
the service was excellent and the food was delicious.,food,positive,0
i'm happy to have nosh in the neighborhood and the food is very comforting.,food,positive,0
love the food.,food,positive,0
"the service was excellent, the food was excellent, but the entire experience was very cool.",food,positive,0
food is excellent.,food,positive,0
"good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,0
i have eaten there 3-4 times and the food was always good.,food,positive,0
"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",food,positive,0
"i found the food, service and value exceptional everytime i have been there.",food,positive,0
"the food is definitely good, but i left a bit disappointed.",food,positive,0
the prices are exceptionally reasonable for food of this caliber.,food,positive,0
i had been a regular due to the consistently good food and ease of getting a table.,food,positive,0
"the food is good, i can't lie.",food,positive,0
"great food, lt's of it, more then one person can eat!",food,positive,0
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive,0
the food was very well prepared.,food,positive,0
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,positive,0
they treated us well and the food was extremely fresh and well-prepared.,food,positive,0
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive,0
no you're going to go back because the food was good.,food,positive,0
the food was great and the service was even better.,food,positive,0
"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",food,positive,0
the price was extremely reasonable for the appetizers and food we ate.,food,positive,0
all in all the food was above average and i would return to see how they operate with four or less dinners.,food,positive,0
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",food,positive,0
"great wine, great food.",food,positive,0
the food and staff always surprise me with the new heights they are taken to.,food,positive,0
"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive,0
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",food,positive,0
"best of all is the warm vibe, the owner is super friendly and service is fast.",service,positive,0
