raw_words,sentiment,aspect,opinion,subjectivity
"But I 'm glad that I plodded onward , because it has some good moments and offered a very satisfying conclusion .",POS,,glad,0
"But I 'm glad that I plodded onward , because it has some good moments and offered a very satisfying conclusion .",POS,conclusion,very satisfying,0
"But I 'm glad that I plodded onward , because it has some good moments and offered a very satisfying conclusion .",POS,moments,good,0
"But I did n't have anything better to read , and wondered about the end ( according to the back cover info there would be some 'unimaginable evil ' - that 's the stuff I was looking forward to ) .",POS,end,,1
But I found it very hard to keep reading about a protagonist I not only did n't admire but actively disliked .,NEG,protagonist,"did n't admire, actively disliked",0
But I guess that  's what I wanted all along .,POS,,all along .,0
But I had faith in Hobb .,POS,Hobb,,1
But I love the characters .,POS,characters,love,0
But I strongly suggest that Mr. Feist get a new copyreader or editor-one who has read his previous works .,NEG,,,1
But Kellerman 's pace and dialogue are as good as ever .,POS,Kellerman 's pace and dialogue,good,0
But all in all an enjoyable read .,POS,read,enjoyable,0
"But be prepared : this feels like draft # 3 , with amazing typos , and a switch of characters at one point .",NEG,,,1
"But be prepared : this feels like draft # 3 , with amazing typos , and a switch of characters at one point .",NEG,typos,amazing,0
But do n't let that keep you away !,POS,,,1
"But even through his struggles and missteps , he remains a likable and sympathetic hero .",POS,,"sympathetic, likable",0
But good book .,POS,book,good,0
"But halfway through the book , I could not swallow it anymore for the biases that are inherent within it .",NEG,,,1
But hard to read .,NEG,,hard,0
But if you can hang on through that I know you 'll be glad you did .,POS,,glad,0
"But in a sea of Dan Brown wannabe 's , Will Adams ' debut novel stands strong on its own two feet .",POS,Will Adams ' debut novel,,1
"But into the third book , the writing turned so much to repeated introspection that I started browsing through paragraphs just to find any action .",NEG,writing,,1
But it is such a sobering book that I doubt I will sleep any better for having read it .,POS,book,"NULL, sobering",0
But it reads like a detective story !,POS,,,1
But it was really awful .,NEG,,really awful,0
"But much more interesting was reading of the genesis of the huge public campaign against the disease and the funding.Book is very well written , too ; few/no dead spots .",POS,,much more interesting,0
"But much more interesting was reading of the genesis of the huge public campaign against the disease and the funding.Book is very well written , too ; few/no dead spots .",POS,funding.Book,very well,0
"But obviously , most people really likes this book and the writing , so maybe it is just me .",NEG,,,1
"But obviously , most people really likes this book and the writing , so maybe it is just me .",POS,book,really likes,0
"But obviously , most people really likes this book and the writing , so maybe it is just me .",POS,writing,really likes,0
"But other than that , their experiences are invaluable for those survivors out there .",POS,experiences,invaluable,0
"But proof-reading aside , it badly needs some cutting .",NEG,,badly,0
"But reading this almost respectful , at times reverential work , one is struck by one if its central conclusions : this disease is the inverse reflection of ourselves.It 's possible that this quality is what has driven so many to take on this fight , filled as it is with personal agony and aspiration .",POS,work,"respectful, reverential",0
But still it does bring you up to speed much quicker than any other book out there .,POS,,much quicker,0
"But that 's also why I found the last third of the book tremendously exciting.As a whole , the Soldier Son trilogy was a more than excellent series , and Robin Hobb 's storytelling surpasses everything I have read .",POS,Robin Hobb 's storytelling,,1
"But that 's also why I found the last third of the book tremendously exciting.As a whole , the Soldier Son trilogy was a more than excellent series , and Robin Hobb 's storytelling surpasses everything I have read .",POS,Soldier Son trilogy,more than excellent,0
"But that 's also why I found the last third of the book tremendously exciting.As a whole , the Soldier Son trilogy was a more than excellent series , and Robin Hobb 's storytelling surpasses everything I have read .",POS,last third,tremendously exciting.As,0
"But that being said , I still like the characters , the story and his style .",POS,characters,like,0
"But that being said , I still like the characters , the story and his style .",POS,story,like,0
"But that being said , I still like the characters , the story and his style .",POS,style,like,0
But the Chaoswar Saga had a good first volume .,POS,first volume,good,0
"But the fundamental premise is fun , and the rapid-fire finish is a wild ride , with the author finally stepping outside of being trite and concluding with an odd partnership to round up the bad guys .",POS,,,1
"But the fundamental premise is fun , and the rapid-fire finish is a wild ride , with the author finally stepping outside of being trite and concluding with an odd partnership to round up the bad guys .",POS,author,,1
But the premise of the book SEEMED to be the aspects involving the mistreatment of the women/girls in the faith more than anything .,NEG,premise,,1
But the war continues onward and the family continue to fight now.Where the Heart Is is the fourth book in Campion series by Annie Groves and I think that it has been the best book so far .,POS,now.Where the Heart Is,best,0
But there 's another kind of enjoyment I get from Hobb 's work .,POS,'s work,,1
But there 's another kind of enjoyment I get from Hobb 's work .,POS,Hobb,,1
But there was something just ... plodding and slow about this book .,NEG,book,,1
But these same characteristics have also been responsible for the medical excesses related to cancer treatment .,NEG,characteristics,,1
But these stories are not duplicative ; each has her own angle on the subject.Their stories of abuse are all the more chilling because they are told so matter-of-factly .,NEG,stories of abuse,chilling,0
"But unlike some of the earlier novels , this one is relatively free from stomach-turning torture and other horrors ( though don't get me wrong : this ain't Young Adult fiction ) .The writing is crisp , with nary a missed beat .",POS,writing,crisp,0
Buy it !,POS,,,1
"By that criterion , The Burnt House by Faye Kellerman is extraordinary.The irritation begins in the first paragraph with a missing antecedent .",NEG,The Burnt House,"NULL, irritation",0
By the time I had finished the series I was hooked as a Robin Hobb fan and find myself buying all of her works I can find .,POS,Robin Hobb,,1
"By the time she has written this fourth example of her intriguing work , one 's interest is sufficiently roused and attention held by the complex plot .",POS,complex plot,,1
"By the time she has written this fourth example of her intriguing work , one 's interest is sufficiently roused and attention held by the complex plot .",POS,work,intriguing,0
By the time the third book in the trilogy rolls around I found myself increasingly annoyed and skipping long passages .,NEG,third book in the,,1
By the time the third book in the trilogy rolls around I found myself increasingly annoyed and skipping long passages .,NEG,trilogy,,1
Ca n't recommend this book .,NEU,book,n't recommend,0
Ca n't wait for the next book .,POS,next book,,1
Ca n't wait to read more !,POS,,,1
Came as promised - perfect shape !,POS,,promised,0
Came as promised - perfect shape !,POS,shape,perfect,0
Camilla 's books are great mysteries .,POS,mysteries,great,0
Camilla Lackberg 's stories get better and better .,POS,'s stories,better and better,0
Camilla Lackberg 's stories get better and better .,POS,Camilla Lackberg,better and better,0
Camilla Lackberg has extended the great mystery writing from Sweden first brought to us by the late Stieg Larsson .,POS,Camilla Lackberg,,1
Camilla Lackberg has extended the great mystery writing from Sweden first brought to us by the late Stieg Larsson .,POS,writing,great,0
Camilla Lackberg is not formulaic but she wraps her characters in the plot quite neatly .,POS,Camilla Lackberg,,1
Camilla Lackberg is not formulaic but she wraps her characters in the plot quite neatly .,POS,,quite neatly,0
Can not wait for her to write another .,POS,,"NULL, NULL",0
"Can somebody escape the past unscathed ? If you are looking for an overcomplicated mystery , you 'll like parts of this book ; but if you 're searching for a novel that speaks about damaged people and the many evils of modern society you 'll simply love it .",POS,book,simply love,0
"Can somebody escape the past unscathed ? If you are looking for an overcomplicated mystery , you 'll like parts of this book ; but if you 're searching for a novel that speaks about damaged people and the many evils of modern society you 'll simply love it .",POS,parts,like,0
Cancer is a part of all our lives -- I believe everyone should read this book .,POS,book,should,0
"Cancer may always be with us , Dr Mukherjee hopes that we outwit this devil and survive.Highly Recommended .",POS,,survive.Highly Recommended,0
Cant ' recomment it too highly !,POS,,,1
Carer was very good with this little girl .,POS,Carer,very good,0
"Cathy 's straightforward account of this young girl 's journey illustrates the importance of social workers , police , teachers and others in contact with these abused children taking action and removing the child sooner rather than later .",POS,account,"straightforward, NULL",0
Cathy Glass has a very flowing and easy to read writing style .,POS,writing style,"very flowing, easy",0
Cathy Glass is a foster mother with a lot of experience taking care of hurt and neglected children .,POS,Cathy Glass,,1
Cathy Glass is a superb writer .,POS,Cathy Glass,superb,0
Cathy Glass is an absolutely amazing woman : ),POS,Cathy Glass,absolutely amazing,0
Cathy Glass is an amazing and wonderful person who has been and still is there for Jodie through thick and thin .,POS,Cathy Glass,"amazing, wonderful",0
Cathy Glass is an amazing person and an amazing writer .,POS,Cathy Glass,"amazing, amazing",0
Cathy Glass is such a great author .,POS,author,great,0
Cathy Glass is very famous in the UK and is becoming so in the USA .,POS,Cathy Glass,very famous,0
Cathy Glass must truly be a remarkable woman .,POS,Cathy Glass,remarkable,0
Cathy Glass really knows how to turn a phrase .,POS,Cathy Glass,,1
Cathy glass is a wonderful writer and I enjoy reading her work.This story is a great insight into the world of sexually abused children .,POS,Cathy glass,wonderful,0
Cathy glass is a wonderful writer and I enjoy reading her work.This story is a great insight into the world of sexually abused children .,POS,story,great,0
Cathy glass is a wonderful writer and I enjoy reading her work.This story is a great insight into the world of sexually abused children .,POS,work.This,enjoy,0
Celeste Jones ' book is a no-holds-barred riveting story that starts out in high gear and gets right into the story - a true story - of growing up in a cult with a very peculiar set of life philosophies .,NEU,life philosophies,very peculiar,0
Celeste Jones ' book is a no-holds-barred riveting story that starts out in high gear and gets right into the story - a true story - of growing up in a cult with a very peculiar set of life philosophies .,POS,Celeste Jones ' book,"riveting, no-holds-barred",0
"Certain structural changes would benefit fluency , though they 've no impact on my recommendation .",POS,structural changes,benefit,0
Characters are well developed and come with both attributes AND flaws .,POS,Characters,well,0
"Cheer with them as they faced their doubts , and finally escaped.This is a true story .",POS,them,Cheer,0
Christina Lamb 's documentation of the whole saga and disaster and inhumane treatment of humanity that has been the reality of our world for more than 30 years now is compelling reading .,POS,,compelling,0
Christina Lamb has produced a great piece of journalistic prose .,POS,journalistic prose,great,0
"Christina Lamb has written an intensely personal and engaging account of the people , places , mistakes , history , lessons learned and lessons not learned in this ongoing conflict .",POS,account,"engaging, intensely personal",0
Christina is a gifted writer who exposes the disastrous processes and decision making of all governments involved .,POS,Christina,gifted,0
Christina is a gifted writer who exposes the disastrous processes and decision making of all governments involved .,POS,who,,1
"Clear , tight descriptions .",POS,descriptions,"Clear, tight",0
Comilla Lackberg has hit her stride after a slightly less than rewarding first novel .,POS,Comilla Lackberg,,1
"Company decisions based on profitability , and strategy considerations do n't play as big a part in this story , as I would have expected.Anyway , better do n't catch it , even if your survival odds are getting better .",NEG,story,,1
"Compelling , lucid , richly informative , and compassionate to patients and researchers alike .",POS,,"Compelling, lucid, richly informative, NULL",0
Compelling but difficult to read at times .,NEG,,difficult,0
Compelling but difficult to read at times .,POS,,Compelling,0
Complex but simple in terms of understanding .,NEG,,Complex,0
Complex but simple in terms of understanding .,POS,,simple,0
"Comprehensive , interesting .",POS,,"Comprehensive, interesting",0
Comprehensive and extremely readable !,POS,,"Comprehensive, extremely readable",0
Could n't put it down .,POS,,,1
Could n't stop listening to it .,POS,,,1
Could not love these more !,POS,,,1
Crazy interesting !,POS,,Crazy interesting,0
"Creating an unlikable lead is an interesting idea , but it 's basically an ego project , done simply to show off her skill and cleverness more than to give the reader a good time.Maybe I 'm old-fashioned , but I just think that 's a little backwards .",NEG,,,1
"Curiously addictive , since being introduced to this author I have read all sequels of Logan McRae .",POS,author,Curiously addictive,0
"DI Steele is a case in point - she is so 'way out ' there , so vulgar , so rough , but in a funny way she becomes almost ' cute ' and likeable ... .but it does take six books to get to this point.There are plots within plots within plots ... .puts the book into the 'almost can not put down ' category .",NEG,DI Steele,"so rough, so 'way out ', so vulgar",0
"DI Steele is a case in point - she is so 'way out ' there , so vulgar , so rough , but in a funny way she becomes almost ' cute ' and likeable ... .but it does take six books to get to this point.There are plots within plots within plots ... .puts the book into the 'almost can not put down ' category .",POS,DI Steele,cute ' and likeable,0
"DI Steele is a case in point - she is so 'way out ' there , so vulgar , so rough , but in a funny way she becomes almost ' cute ' and likeable ... .but it does take six books to get to this point.There are plots within plots within plots ... .puts the book into the 'almost can not put down ' category .",POS,book,,1
"DI Steele is a case in point - she is so 'way out ' there , so vulgar , so rough , but in a funny way she becomes almost ' cute ' and likeable ... .but it does take six books to get to this point.There are plots within plots within plots ... .puts the book into the 'almost can not put down ' category .",POS,way,funny,0
Damaged is the type of book that sucks you in right from the start and makes you keep reading even when the subject matter starts to get painful .,NEG,subject,painful,0
Damaged is the type of book that sucks you in right from the start and makes you keep reading even when the subject matter starts to get painful .,POS,Damaged,,1
"Dark Blood , # 6 in the Logan McRae series is another action packed , nice dose of humor , ca n't put down must read book .",POS,Dark Blood,,1
"Decent maps and great photos , many in color , though I wish another had been chosen for the cover ( got tired of that soldiers stare ) .",POS,maps,Decent,0
"Decent maps and great photos , many in color , though I wish another had been chosen for the cover ( got tired of that soldiers stare ) .",POS,photos,great,0
"Decker negotiating meals , which most people take for granted , is interesting ; it is easier for him to say he is a vegetarian than to say he keeps kosher .",POS,,interesting,0
"Decker reminds me a lot of my favorite crime detective , Harry Bosch by Michael Connelly.Overall the story was very suspenseful and kept me turning the pages wondering what was going to happen next , as I was trying to also figure it out on my own .",POS,story,,1
Definitely a good read and suggest it to anyone who is thinking about reading it .,POS,read,"good, suggest",0
Definitely an author to watch out for ! Recommended to all lovers of Scandinavian crime/love stories .,POS,Scandinavian crime/love stories,Recommended,0
Definitely an author to watch out for ! Recommended to all lovers of Scandinavian crime/love stories .,POS,author,,1
"Definitely more in the style of Clive Cussler than Dan Brown as has been mentioned elsewhere , this book was never boring , with plenty of interesting characters with intertwined pasts to keep the plot interesting .",POS,book,never boring,0
"Definitely more in the style of Clive Cussler than Dan Brown as has been mentioned elsewhere , this book was never boring , with plenty of interesting characters with intertwined pasts to keep the plot interesting .",POS,characters,interesting,0
"Definitely more in the style of Clive Cussler than Dan Brown as has been mentioned elsewhere , this book was never boring , with plenty of interesting characters with intertwined pasts to keep the plot interesting .",POS,plot,interesting,0
Definitely worth the ( inflated ) prices !,POS,,Definitely worth,0
Depressing is the word for it .,NEG,,Depressing,0
"Despite the book 's length , it is fast reading , tautly plotted and engrossing .",NEG,book,length,0
"Despite the book 's length , it is fast reading , tautly plotted and engrossing .",POS,book,,1
"Detailed fast paced books , where you really get to know the characters .",POS,books,,1
"Dialogue started to bother me here as well , as it has little in common with the way real people talk .",NEG,Dialogue,bother,0
Die hard fans will be delighted .,POS,,delighted,0
Difficult to keep interest .,NEG,,,1
"Difficult to understand the clinology , but great story",NEG,clinology,Difficult,0
"Difficult to understand the clinology , but great story",POS,story,great,0
Discontinuities of rather epic proportions emerge .,NEG,Discontinuities,,1
Disturbing and hard to imagine how anyone could do this and how a child could survive it .,NEG,,"Disturbing, NULL",0
Disturbing but important to read . highly recommended .,NEG,,Disturbing,0
Disturbing but important to read . highly recommended .,POS,,"highly recommended, important",0
Ditto her famous dressing room .,POS,,,1
Do n't blink ... . Every page keeps you uncovering clues .,POS,Every page,,1
"Do n't get me wrong , I 'm a history geek and I appreciate that the author has clearly done his research ( having visited both Alexandria and Cairo , I found his descriptions of the cities and sights to be spot on ) , and knowing much Greek , Macedonian and Egyptian history , I appreciate that , but I , the reader , do n't need to know it all to understand the book .",POS,,appreciate,0
"Do n't get me wrong , I 'm a history geek and I appreciate that the author has clearly done his research ( having visited both Alexandria and Cairo , I found his descriptions of the cities and sights to be spot on ) , and knowing much Greek , Macedonian and Egyptian history , I appreciate that , but I , the reader , do n't need to know it all to understand the book .",POS,author,appreciate,0
"Do n't get me wrong , I 'm a history geek and I appreciate that the author has clearly done his research ( having visited both Alexandria and Cairo , I found his descriptions of the cities and sights to be spot on ) , and knowing much Greek , Macedonian and Egyptian history , I appreciate that , but I , the reader , do n't need to know it all to understand the book .",POS,book,appreciate,0
"Do n't overthink this book , and you will enjoy it .",POS,book,enjoy,0
"Do not recommend buying these books in the big versions , they are best in pocket library form .",NEG,books,not recommend,0
"Do not recommend buying these books in the big versions , they are best in pocket library form .",NEG,in the big versions,not recommend,0
"Do not recommend buying these books in the big versions , they are best in pocket library form .",POS,they,best,0
"Do read this trilogy by all means , but do n't expect things to go as you think or anticipate in any of her story lines but be prepared to be amazed and entertained in a new and fresh way .",POS,trilogy,,1
Do you love me ? ''No. ' I looked at him hatefully.His eyes grew fiery and he grabbed my head with his two hands and held my face an inch from his own .,NEG,,hatefully.His,0
Does this really happen in our world ?,NEG,,,1
"Don't know , but seems unfair to knock the book because of Kindle.Recommend this book series to everyone .",POS,book series,Kindle.Recommend,0
Dozens of errors exist including some major point-of-view issues .,NEG,errors,"NULL, Dozens",0
"Dr Mukherjee , wisely discusses cancer in the context of patients , those of us who suffer .",POS,,wisely,0
Dr. Mukherjee has provided an intense and superbly written tome that flows well .,POS,tome,"well, superbly, intense",0
"Dr. Mukherjee may be a cancer physician , but I really hope he continues to write , as his prose is such a beautiful thing , and his ability to explain scientific concepts in such a way as to make them totally accessible to the lay public .",POS,Dr. Mukherjee,really hope,0
"Dr. Mukherjee may be a cancer physician , but I really hope he continues to write , as his prose is such a beautiful thing , and his ability to explain scientific concepts in such a way as to make them totally accessible to the lay public .",POS,,,1
"Dr. Mukherjee may be a cancer physician , but I really hope he continues to write , as his prose is such a beautiful thing , and his ability to explain scientific concepts in such a way as to make them totally accessible to the lay public .",POS,prose,beautiful,0
Dr. Mukherjee takes us on a long and twisted journey to discover the essential underpinnings of an illusive foe .,NEG,journey,long,0
Dr. Mukherjee takes us on a long and twisted journey to discover the essential underpinnings of an illusive foe .,POS,journey,twisted,0
"Dr. Mukherjee writes beautifully about the history of cancer -- how we first began to define it as a disease , how it was treated in different eras , how its incidence has grown over time , how we 've begun to understand the basic pathways that cancer takes , and how we are beginning to develop remarkably effective treatments for some cancers .",POS,,beautifully,0
Dragged on and on in excruciating inner dialogue and description .,NEG,,,1
ENTERTAINING,POS,,ENTERTAINING,0
"Each book has its own cadence , themes , and era , making each book an exciting and new adventure , rather than repeats through 600+ pages .",POS,Each book,,1
"Each of the characters in the story were well thought out and gave their own bit of personality to the complete story.The author had several different stories going on at once and I was n't sure how they were all going to be connected at first , but the author did tie everything together gradually through the book so you were n't left out in the field wondering which path was going to lead you to the chocolate prize at the end.Even though this was book 4 in the Fjllbacka stories , I felt that you could read this as a stand-alone without having read the other three .",POS,characters,well,0
"Each page explains , in very readable prose , complex , arcane subjects .",NEG,subjects,"arcane, complex",0
"Each page explains , in very readable prose , complex , arcane subjects .",POS,Each page,"very readable, NULL",0
Easilly readable but in-depth .,NEG,,in-depth,0
Easilly readable but in-depth .,POS,,Easilly readable,0
Easily the worst of the 3 and in my mind so bad that I probably would move to not even recommend the series to anyone .,NEG,,"so bad, worst",0
Easily understood .,POS,,Easily,0
Easy read .,POS,,Easy,0
Engaging writing on a long and complex subject ; suffers only from not enough sad stories about people actually suffering from cancer .,NEG,subject,"complex, long",0
Engaging writing on a long and complex subject ; suffers only from not enough sad stories about people actually suffering from cancer .,POS,writing,Engaging,0
Enjoy !,POS,,Enjoy,0
Enjoyable book series .,POS,book series,Enjoyable,0
Enjoyable read .,POS,read,Enjoyable,0
Enjoyable reading .,POS,,Enjoyable,0
"Enjoyed Paul 's sons remembrances of fun times with Diana , William and Harry.I loved the photos of Diana 's apt .",POS,,"loved, Enjoyed",0
"Enjoyed it , excited Feist is writing well again and building up to a grand finale worthy of Pug .",POS,,"Enjoyed, well",0
"Enjoyed it , excited Feist is writing well again and building up to a grand finale worthy of Pug .",POS,finale,"grand, worthy of Pug",0
Enjoyed the book .,POS,book,Enjoyed,0
Enjoyed the layers of depth to his story and the pace of adventure .,POS,layers of depth,Enjoyed,0
Enjoyed the layers of depth to his story and the pace of adventure .,POS,pace of adventure,Enjoyed,0
Enough is enough .,NEG,,,1
"Equally effectively does Mukherjee weave together all the various facets of this iconic disease throughout history , from describing cancer from the patient 's perspective , to viewing the never ending battles of physicians and medical researchers with cancer over the centuries , to examining the mysteries of the cellular nature of cancer itself and what really goes on in there , to the pro and con impact of this never ending plague on the spirit of the individual human and on our race as a whole , to peering into a crystal ball for a glance of cancer 's and our future together .",POS,,effectively,0
"Etc.Instead this is a book about the fumbling missteps of doctors throughout history in trying various remedies , none of which worked .",NEG,book,,1
"Even a mediocre Decker/Lazarus is a good read , but I have to agree with the comments of many other Faye Kellerman fans that this is not one of the best in the series .",NEG,Decker/Lazarus,mediocre,0
"Even a mediocre Decker/Lazarus is a good read , but I have to agree with the comments of many other Faye Kellerman fans that this is not one of the best in the series .",NEU,Decker/Lazarus,best,0
"Even a mediocre Decker/Lazarus is a good read , but I have to agree with the comments of many other Faye Kellerman fans that this is not one of the best in the series .",POS,read,good,0
"Even as a nurse with grad degrees in nursing and lit , this book was a worthwhile challenge.Although oncology was my first choice of specialty , when I began my career it was next to impossible to find jobs in higher tech hospital specialties .",POS,book,worthwhile,0
"Even for one without a vast science/medical background , I found much of this biography of cancer to be understandable due to the illustrations , metaphors and personal stories .",POS,biography of cancer,be understandable,0
"Even if you cut the book by half or two-thirds , it would still be slow and boring.I would not recommend this book to anyone .",NEG,book,"not recommend, slow, boring.I",0
"Even in the end , I do n't think their father realized the overwelming damage that the Children of God inflicted upon his own offspring .",NEG,,overwelming damage,0
"Even now , almost 3 years later , parts of this book were hard for me to read , but it made me very thankful to all who came before and for those scientific minds that developed treatments.It 's amazing to compare the treatment I received to the treatment ( s ) done in the past and to see how recently some of them have come about .",NEG,book,hard,0
"Even now , almost 3 years later , parts of this book were hard for me to read , but it made me very thankful to all who came before and for those scientific minds that developed treatments.It 's amazing to compare the treatment I received to the treatment ( s ) done in the past and to see how recently some of them have come about .",POS,book,very thankful,0
Even remembering who is from where is starting to take some rereading of prior books to eliminate any confusion .,NEG,,confusion,0
Even the dialog had me stumped .,NEG,dialog,,1
"Even though , the author presents a lot of detail it is very interesting how he presents the history of the different angles , for example , I did not know that cancer can be caused by viruses , environment and hereditary .",POS,,very interesting,0
Even though I did n't love the trilogy there are moments that must be experienced by any fanstasy lover .,NEG,trilogy,did n't love,0
Even though I truly enjoyed the 1st two books I can not in good faith advise anyone to invest the time in them with such a horrible conclusion .,NEG,them,,1
Even though I truly enjoyed the 1st two books I can not in good faith advise anyone to invest the time in them with such a horrible conclusion .,POS,1st two books,truly enjoyed,0
"Even though Jodie suffered so much at the hands of her biological parents , she found love and a family in Cathy and her kids !",POS,,,1
"Even though a more dominant player in the first book , Erica now finds herself an at home sounding board for Patrick as he works his way to solving the crimes.I found the story in this book the least complex of the first four in the series , although interesting and enjoyable .",NEU,story,,1
"Even though a more dominant player in the first book , Erica now finds herself an at home sounding board for Patrick as he works his way to solving the crimes.I found the story in this book the least complex of the first four in the series , although interesting and enjoyable .",POS,story,"enjoyable, interesting",0
"Even though parts seem rushed , the story still captures the reader 's attention and doesn't let go .",POS,parts,,1
"Even though parts seem rushed , the story still captures the reader 's attention and doesn't let go .",POS,story,,1
Every bit as good as 'team of rivals ' .,POS,,good,0
Every character has something about them that 's dislikeable and some parts that are great .,NEG,character,dislikeable,0
Every character has something about them that 's dislikeable and some parts that are great .,POS,character,great,0
"Every person in this book had some huge drama or tragedy in their past , which seems unrealistic .",NEG,,unrealistic,0
"Every since I read The Girl With the Dragon Tatoo Series , I have tried to find authors similar to Stieg Larsen , and Lackberg does not fail !",NEU,Lackberg,not fail,0
Everybody should read The Emperor of Maladies and The Gene by Siddhartha Mukherjee .,POS,The Emperor of Maladies,should,0
Everyone is excited when a woman 's body is found .,POS,Everyone,excited,0
Everything is concluded in a satisfying way which I always prefer to the downright incomplete endings that some authors throw in .,POS,endings,always prefer,0
Everything is concluded in a satisfying way which I always prefer to the downright incomplete endings that some authors throw in .,POS,way,satisfying,0
"Everything seems to be falling apart in Midkemia , and no one seems to know why .",NEG,,falling apart,0
"Excellent , thought-provoking and disturbing story .",NEG,story,disturbing,0
"Excellent , thought-provoking and disturbing story .",POS,story,"thought-provoking, Excellent",0
Excellent .,POS,,Excellent,0
Excellent Review of the history of Cancer .,POS,Review of the history of Cancer,Excellent,0
Excellent and in-depth of the exquisitely complex struggle that science has had against this darkness .,POS,,"Excellent, in-depth",0
Excellent and informative .,POS,,"Excellent, informative",0
Excellent as usual .,POS,,Excellent,0
Excellent book .,POS,book,Excellent,0
Excellent book in the series .,POS,book in the series,Excellent,0
Excellent book on a horrible topic .,NEG,topic,horrible,0
Excellent book on a horrible topic .,POS,book,Excellent,0
Excellent book that provides both the history of cancer research and treatment coupled with an explanation of basic cancer biology .,POS,book,"NULL, Excellent",0
Excellent book with constant action and a fast pace .,POS,action,constant,0
Excellent book with constant action and a fast pace .,POS,book,Excellent,0
Excellent ending to a fascinating trilogy .,POS,ending,Excellent,0
Excellent ending to a fascinating trilogy .,POS,trilogy,fascinating,0
Excellent history .,POS,history,Excellent,0
Excellent history of cancer .,POS,history,Excellent,0
Excellent to read but I am still appalled that there are people in the world that we call human beings !,POS,,Excellent,0
Excellent to read but I am still appalled that there are people in the world that we call human beings !,POS,people,appalled,0
Excellent well written with a lot of information unknown to me,POS,,"NULL, Excellent well",0
Excellent writer .,POS,writer,Excellent,0
Exceptional .,POS,,Exceptional,0
Exceptional reportage !,POS,reportage,Exceptional,0
"Excitement , suspense and good police work is always found in Rina and Peter books .",POS,Rina and Peter books,,1
"Excitement , suspense and good police work is always found in Rina and Peter books .",POS,police work,good,0
"Exciting , you are always waiting to see what the main character is going to develop in their next step.A very god book is No 3 .",POS,,Exciting,0
Explanations about this and that are very long .,NEG,Explanations,very long,0
Exquisite writing .,POS,writing,Exquisite,0
Extremely well written .,POS,,Extremely well,0
Fabulous .,POS,,Fabulous,0
Facinating-so it says the Queen had a nanny who later behaved like an imperious queen because she had so many confidences from thee Queen and the royal house-hold tip-toed around her or it was 'off with their heads'and she drank champagne ONLY of it was served on a platter .,POS,,Facinating-so,0
Fantastic amount of research went into this facinating book .,POS,book,facinating,0
Fantastic amount of research went into this facinating book .,POS,research,Fantastic,0
"Fantastic book , I ca n't put it down .",POS,book,"NULL, Fantastic",0
Fantastic read !,POS,read,Fantastic,0
"Farseer will forever remain my favorite , but this trilogy has a lot to offer .",POS,Farseer,favorite,0
"Farseer will forever remain my favorite , but this trilogy has a lot to offer .",POS,trilogy,,1
Fascinating !,POS,,Fascinating,0
Fascinating and quite brilliant book about a complicated subject .,NEG,subject,complicated,0
Fascinating and quite brilliant book about a complicated subject .,POS,book,"Fascinating, quite brilliant",0
Fascinating and unexpected characters delivered w straight forward writing .,POS,characters,"unexpected, Fascinating",0
Fascinating book,POS,book,Fascinating,0
"Fascinating history of cancer , very readable for the layman .",POS,,very readable,0
"Fascinating history of cancer , very readable for the layman .",POS,history of cancer,Fascinating,0
Fascinating history of disease .,POS,history,Fascinating,0
Fascinating read !,POS,read,Fascinating,0
Fascinating reading although also sad at times .,NEG,,sad,0
Fascinating reading although also sad at times .,POS,,Fascinating,0
Fascinating story .,POS,story,Fascinating,0
"Faye Kellerman , to me , is a better novelist than her husband , also novelist , Jonathan Kellerman .",POS,Faye Kellerman,better,0
Faye Kellerman never fails .,POS,Faye Kellerman,never fails,0
Feist continues the not inconsiderable feat of balancing the mundane action of characters with swords and action on a cosmic scale with magic to shake planets .,POS,,not inconsiderable,0
"Feist has never been great on the romance aspect of such novels , and A Crown Imperiled is no exception , but there are some surprises that keep the pages turning , and have me looking forward to the next , and supposedly final , volume .",NEG,A Crown Imperiled,,1
"Feist has never been great on the romance aspect of such novels , and A Crown Imperiled is no exception , but there are some surprises that keep the pages turning , and have me looking forward to the next , and supposedly final , volume .",NEG,surprises,,1
"Feist has never been great on the romance aspect of such novels , and A Crown Imperiled is no exception , but there are some surprises that keep the pages turning , and have me looking forward to the next , and supposedly final , volume .",NEU,romance aspect,never been great,0
"Feist has never been great on the romance aspect of such novels , and A Crown Imperiled is no exception , but there are some surprises that keep the pages turning , and have me looking forward to the next , and supposedly final , volume .",POS,surprises,looking forward,0
Feist is one of my favorite authors .,POS,Feist,favorite,0
Feist is shutting down this series and in a grand fashion .,POS,fashion,grand,0
"Finally , I 've followed that advice - and I 'm so glad I did !",POS,,so glad,0
"First , where did the fuel oil come from and what is it doing there ?",NEG,,,1
First half excellent second half repetitive Could use more info about end of life perspective Cures remain elusive .,NEG,second half,repetitive,0
First half excellent second half repetitive Could use more info about end of life perspective Cures remain elusive .,POS,First half,excellent,0
"First of all , I would like to say the the reviews that have given this book one star are unfair and should be ignored .",POS,book,,1
First time for reading this author ... was an interesting book that mixed historical and fictional facts into an exciting possibility to consider .,POS,book,interesting,0
Following her mysteries are a certain 'Ca n't put the book down ' read .,POS,read,,1
