raw_words,sentiment,aspect,opinion,subjectivity
adequate screen .,POS,screen,adequate,0
"adobe apps are also power hogs , but that is to be expected .",NEU,adobe apps,,1
"after 3 weeks using this flip , i am quite happy with its performance , design .",POS,flip,"happy, happy",0
after 6 months my eyboard key is not function very well .,NEG,eyboard key,,1
"after a couple of months of using this product , i finally could say that it ' s the best thing that i have ever bought up to this moment .",POS,product,best,0
after a couple of weeks i started experiencing web browsing issues .,NEG,web browsing,,1
"after a week of use , i can safely say it is the most impressive chromebook i have used to - date .",POS,chromebook,impressive,0
after about 5 / 10 minutes of use the screen goes crazy and you have to force to power down and wait to restart .,NEG,screen,crazy,0
"after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .",NEG,hardware,defective,0
after charging the unit for 2 hours i discovered that the unit will only operate while the charger is connected .,NEG,unit,,1
after exactly one year of useage this computer completely stopped working .,NEG,computer,,1
"after logging in to the replacement , the screen flashes black every fives seconds and restart the chrome browser .",NEG,chrome browser,,1
"after logging in to the replacement , the screen flashes black every fives seconds and restart the chrome browser .",NEG,screen,,1
after my 3rd boot up it ' s damaged .,NEG,boot up,damaged,0
"after numerous calls , i then received confirmation the warranty was valid , but only as a ‘ one - off ' .",NEG,warranty,,1
"after one charge , the battery would not take charge .",NEG,battery,,1
"after only a little over a month , it totally died and will not work at all .",NEG,,died,0
"after purchasing , this chromebook came with me on a 2 week trip to china .",NEU,chromebook,,1
"after reading a lot of the reviews on here , i was unsure about laptop .",NEU,laptop,,1
"after reading all the bad reviews , just sent it back for a refund .",NEG,,bad,0
"after researching for a high quality laptop that would not break the bank , i finally chose this one .",POS,laptop,high,0
after running good for the initial 25 first days it won ' t power on .,NEG,,,1
"after running through the setup wizard , the laptop failed to boot .",NEG,laptop,failed,0
"after seven months , the usb - c ports stopped charging .",NEG,usb - c ports,,1
after some googling i realized that the wifi issue was related to bluetooth being on .,NEG,wifi,,1
"after some use , the battery charge had logically gone down some ( down to about 80 % ) , and so i went back to my office to plug it in .",NEU,battery,,1
"after spending some time with it , the feature can really be useful .",POS,feature,useful,0
"after that , it ' s actually been running well .",POS,,well,0
"after the ssd upgrade , the computer is very fast .",POS,computer,fast,0
"after the ssd upgrade , the computer is very fast .",POS,ssd,fast,0
after this issue i finally decided to return my product .,NEG,product,,1
"after two years , or almost , the worst thing about this machine is lack of printer support .",NEG,machine,worst,0
"after using the 3 : 2 aspect ratio , i think i prefer it to normal 16 : 9 , as far as chromebooks go .",NEU,,,1
"after using this for 7 months , i can say this is one of the better laptops i have owned .",POS,laptops,better,0
"after years of using amazon for hundreds of orders , this is my very first negative review :",NEG,amazon,negative,0
"again , i wonder if my unit is defective because most reviews talk about this laptop having a 6 + hour battery life .",NEG,unit,defective,0
"again , this is where the build quality really shines .",POS,build quality,shines,0
"all - in - all , i have been extremely satisfied so far with this purchase and am enjoying my not - so - cutting edge purchase .",POS,,"satisfied, enjoying",0
"all and all , it ' s a light weight , but very robust development stack , that also has the added convenience of cloud9 ' s collaboration features wherein multiple developers can be writing code in even the same file simultaneously .",POS,,"robust, light",0
all i got was a fancy 2lb metal slab that can only be used to swat flies .,NEG,metal slab,,1
"all in all , as long as you update windows often and tinker with it a little , you can get that laptop to do practically anything you want it to do .",POS,laptop,,1
all in all a great cheap gaming laptop that even with the cons i am not dissatisfied with the product .,POS,gaming laptop,great,0
all in all it is a great machine .,POS,machine,great,0
"all of it feels very strudy ( within reason ) and has a nice , modern look and feel to it .",POS,,"nice, modern, strudy",0
all over this asus laptop which has a non - functioning touchpad .,NEG,asus laptop,,1
all over this asus laptop which has a non - functioning touchpad .,NEG,touchpad,non - functioning,0
"all that being said , you get a lot of bang for the buck with these three enhanced desktop / application options and i use all three in some capacity every day , so don ' t think your ' e isolated to just one approach .",POS,desktop / application options,,1
"all the while , it provides one of the fastest web browsing experiences that i ' ve ever experienced .",POS,web browsing,fastest,0
"also , chromeos does not allow color / temperature calibration of the display device .",NEG,chromeos,,1
"also , i hate the keyboard - it feels really cheap .",NEG,keyboard,"hate, cheap",0
"also , often , the device simply would not power on .",NEG,device,,1
"also , secure os .",POS,os,secure,0
"also , the batterly life that is reported by industry affiliates is way off .",NEG,batterly life,,1
"also , the power button placement is not very good .",NEG,power button,not very good,0
also audio is pretty decent .,POS,audio,decent,0
"also battery life is max 8 hours , not 10 .",NEG,battery life,,1
"also it ' s not a true ssd drive in there but emmc , which makes a difference .",NEG,ssd drive,,1
also love that access to the hd / ssd and ram slots is really easy .,POS,hd / ssd,love,0
also love that access to the hd / ssd and ram slots is really easy .,POS,ram slots,easy,0
also on this model the ssd is not replaceable .,NEG,ssd,not replaceable,0
also tech support gave incorrect product info !,NEG,tech support,,1
also the battery life is great and lasts me an entire day ( i ' m usually on it all day too ),POS,battery life,great,0
also the case design is sort of rounded at both sides - a minor issue but it makes the device pop open in my purse and detracts from the ` ` feel ` ` of the device by making it feel a lot thicker than it actually is .,NEG,case,,1
"also upon turning it on , i got a blue screen .",NEG,,,1
"although it can be a little slow at times , overall it runs great , and can run most popular games at a decent fps on medium settings .",NEG,,slow,0
"although it can be a little slow at times , overall it runs great , and can run most popular games at a decent fps on medium settings .",POS,,great,0
"although lightweight and less expensive , the lack of sensitivity of the touchpad makes using this with ease kind of frustrating .",NEG,touchpad,frustrating,0
"although lightweight and less expensive , the lack of sensitivity of the touchpad makes using this with ease kind of frustrating .",POS,touchpad,"lightweight, less expensive",0
"although the sound is not that good , this device replaced my ipad and i have never missed it !",POS,device,,1
"aluminum outer body , usb c charging from either side of the chrombooke , backit keyboard , nice screen resolution and fast processor .",POS,processor,fast,0
"am i just unlucky , or was this a bad batch ?",NEG,,"bad, unlucky",0
"amazing battery life , i could go on .",POS,battery life,amazing,0
"amazon , as well as the google suite of docs , sheets , slides , and photos work great .",POS,amazon,great,0
"amazon , as well as the google suite of docs , sheets , slides , and photos work great .",POS,google suite,great,0
amazon gave me the option of returning for refund or trying to have it repaired .,NEU,amazon,,1
amazon is 2 - day shipping me a replacement .,NEU,amazon,,1
amd a12 processor is quite fast when loading everything from an ssd .,POS,amd a12 processor,fast,0
"an awesome product , well built - well worth your time and money .",POS,product,"well built, awesome, well worth",0
an unexpected benefit for me has been the iphone / mbp integration .,POS,iphone / mbp integration,benefit,0
and apparently amazon is experiencing a supply shortage because my replacement isn ' t expected until sometime between jan 11th to feb 5th !,NEG,amazon,,1
"and because of the constant usage of higher brightness , the battery does drain faster .",NEG,battery,faster,0
and easy to carry .,POS,,easy,0
"and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .",POS,c302,respectable,0
"and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .",POS,chrome os,"best, premium",0
"and i genuinely believed in acer , but first i had a lot of issues setting up the computer and after hours of customer service help the touch pad did n ' t even work .",NEG,touch pad,,1
"and if you ' re concerned about the system , i would tell you that as a person who has never used a macbook before actually buying it , do not worry you will get used to it in no time as i did .",POS,system,not worry,0
and it was a very good price .,POS,,good,0
"and just like that , i realized that i can use my studio desktop wherever i want , whenever i want .",NEU,studio desktop,,1
"and just now , the computer says it is plugged in but not charging .",NEG,computer,,1
and not buy any asus product again,NEG,asus product,,1
"and since i do a lot of photos for work , the google environment makes inserting photos into docs a breeze .",POS,google environment,,1
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",POS,backlit keyboard,"great, good",0
"and the backlit keyboard has a very good feel , and great key ` ` travel . ` `",POS,keyboard,"great, good",0
and the blue mail email app handles my multiple emails from multiple domains .,POS,blue mail email app,,1
and the chromebook does not go to sleep or otherwise shut off .,NEG,chromebook,,1
and the google play store is chock - full of great apps and games .,POS,apps,great,0
and the google play store is chock - full of great apps and games .,POS,google play store,great,0
and the price is excellent for what you get .,POS,,excellent,0
and the screen was changing like creazy .,NEG,screen,creazy,0
and the worst customer service ever !,NEG,customer service,worst,0
and when it did work it was very slow .,NEG,,slow,0
android ` ` the computer will recognize your cellphone ` ` system never works .,NEG,system,,1
android apps from google play also running well with latest chrome update .,POS,android apps,well,0
"android aspect is no longer ` ` beta , ` ` and gotten / still getting better .",POS,android,better,0
"android is running flawlessly so far , barring one minor incident with sound on clash of clans ( which went away on reboot ) .",POS,android,flawlessly,0
another expensive & poorly executed samsung product .,NEG,samsung product,"poorly, expensive",0
another little thing is the speaker isn ' t loud .,NEG,speaker,,1
"another star off for android app support , which simply isn ' t ready for prime time .",NEG,android app support,,1
"another thing , it is much thinner than expected .",POS,,thinner,0
"anything that runs in a chrome browser on a desktop or laptop will run on a chromebook , and there are novel app - like extensions for almost anything else ( calculator apps , command lines , etc . )",POS,app - like extensions,novel,0
"anything that runs in a chrome browser on a desktop or laptop will run on a chromebook , and there are novel app - like extensions for almost anything else ( calculator apps , command lines , etc . )",POS,chromebook,,1
"anyway , if you are contemplating buying one of these and they are still available , do it .",POS,,,1
"anyways , i am a bit sad that the ssd is a bit hidden and with very low memory , especially since i launched it and had to deal with half of it being full of bloatware ( btw , anyone who is looking for playing games on it , remember that the ssd will be faster and better at handling them , not the hard drive , all your programs and games should be installed to the ssd , all your files to the hard drive for those who don ' t know ) of course , with a little luck , that is fixable .",POS,ssd,"fixable, luck",0
app game ( simpsons tapped out ) ( i know don ' t judge ) lags at every moment .,NEG,app game,,1
apparently apple isn ' t even trying anymore .,NEG,apple,,1
apparently there is some optimizations that google has done with the op1 and pixel that allow what is called instant ink .,POS,google,,1
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",NEG,hardware,high,0
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",POS,,"nice, NULL",0
"apple has always priced their hardware high , but you could always make an argument for the style , nice hardware and the unique osx experience .",POS,osx,unique,0
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",NEG,,"lousy, cheap, inferior",0
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",NEG,apple,ashamed,0
apple should be embarrassed .,NEG,apple,embarrassed,0
apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,NEG,,,1
apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,NEG,laptop,,1
apple told me to upgrade it to just buy the new one when they release it .,NEG,apple,,1
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,NEG,apple,wonderful,0
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,NEG,charger,,1
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,NEG,computer,useless,0
apps are glitchy .,NEG,apps,glitchy,0
apps have to close and be reopened to get them to a somewhat decent size .,NEG,apps,,1
apps open instantly and the ac wifi performance is very nice .,POS,ac wifi,nice,0
apps open instantly and the ac wifi performance is very nice .,POS,apps,instantly,0
"apps start very fast , graphics are much more responsive and capable when not being shared with chromeos and there are a number of ways you can tweak the ui / ux to your own liking .",POS,graphics,"capable, responsive",0
"as a 5 - year chromebook veteran , i ' ve been waiting for this machine .",POS,machine,,1
"as a computer , for typing and using internet in general , this computer is good .",POS,,good,0
"as a former google chrome ninja , i can tell you that this chromebook is the culmination of the intent and desire for this platform .",POS,chromebook,,1
as a refurbished item it was indistinguishable from a new item .,POS,item,,1
as everyone else says ; the keyboard is not backlit .,NEG,keyboard,,1
as expected from apple !,POS,apple,,1
"as far as a chromebook device this is the chromebook to get in early 2017 , and worth every bit of the $ 499 price tag imho .",POS,,worth,0
"as far as a chromebook device this is the chromebook to get in early 2017 , and worth every bit of the $ 499 price tag imho .",POS,chromebook device,worth,0
"as for software , chromeos is a decent thin - client operating system which can do more than most people think .",POS,chromeos,decent,0
"as for the asus , it is a wonderful laptop .",POS,asus,wonderful,0
"as for the asus , it is a wonderful laptop .",POS,laptop,wonderful,0
"as i bought 13 inch model , it is very portable .",POS,model,portable,0
as it turned out the thunderbolt ports are of no use .,NEG,thunderbolt ports,,1
"as of now , highly recommended refurbished products",POS,products,recommended,0
"as of the time of writing , the audio drivers are still not working , but i typically don ' t care for that anyways .",NEG,audio drivers,,1
"as of this writing , the computer ' s dedicated video card is completely non - functional , the computer routinely switches off in the middle of executing a process , and i can ' t even use the hdmi out port .",NEG,computer,,1
"as of this writing , the computer ' s dedicated video card is completely non - functional , the computer routinely switches off in the middle of executing a process , and i can ' t even use the hdmi out port .",NEG,computer ' s dedicated video card,non - functional,0
"as of this writing , the computer ' s dedicated video card is completely non - functional , the computer routinely switches off in the middle of executing a process , and i can ' t even use the hdmi out port .",NEG,hdmi out port,,1
"as of today , they can not give me a date on the return of my chromebook .",NEG,,,1
as other reviews have mentioned - its a bit heavier than expected for such a slim frame .,NEG,,heavier,0
"as others have already reported , the headphone jack produces extremely weak volume , even at max .",NEG,headphone jack,,1
"as others have noted , the backspace key is small .",NEG,backspace key,small,0
"as others have said , the only downside is the slow 5400 rpm 1 tb hard drive .",NEG,hard drive,slow,0
"as soon as i turned on the computer , it froze as i tried to sync information .",NEG,computer,,1
"as the hours in your day wind down , they will tell you to go here and there , call you back , ultimately to find out that , ` ` i ' m sorry but we do not cover that ` ` .",NEG,,,1
as usual amazon was great about returning it .,POS,amazon,great,0
"as you can see , the cable is active , but the ` ` power led ` ` has never had any color .",NEG,power led,,1
"as you can see , the cable is active , but the ` ` power led ` ` has never had any color .",NEU,cable,active,0
"aside from that , it ' s a functioning web browser .",POS,web browser,functioning,0
"aside from that , laptop seems fine .",POS,laptop,fine,0
"aside from the larger capacity , it hasn ' t lived up to some of the other hardware i ' ve used .",NEG,,,1
asus customer service sucks .,NEG,asus customer service,sucks,0
asus customer support was through chat and cumbersome .,NEG,asus customer support,cumbersome,0
asus has definitely broadened the flexibility and usefulness of this niche .,POS,asus,,1
asus has not responded to numerous request for an update of the status of repair .,NEG,asus,,1
asus hit all the right notes on this one .,POS,asus,,1
asus is a great computer company .,POS,asus,great,0
asus is a great computer company .,POS,computer company,great,0
asus support is horrible .,NEG,asus support,horrible,0
asus support is responsive but ineffective .,POS,asus support,"responsive, ineffective",0
asus support seems to want to make this an accidental damage instead of warranty .,NEG,asus support,,1
asus what the heck were you thinking when you designed this product ?,NEG,asus,,1
"at $ 300 , this is a great purchase .",POS,,great,0
at a $ 500 price tag for a chromebook i was a little hesitant to pull the trigger but at this point i am very pleased with the purchase and i believe it is worth the price .,POS,chromebook,worth,0
at a $ 500 price tag for a chromebook i was a little hesitant to pull the trigger but at this point i am very pleased with the purchase and i believe it is worth the price .,POS,purchase,pleased,0
"at a ` ` black friday ` ` price , this computers specs could not be beat for the value to dollar performance ratio .",POS,computers specs,,1
at all and it took several minutes to boot up .,NEG,boot up,,1
at first i was totally stoked on this chromebook .,POS,chromebook,stoked,0
at least the volume through bluetooth was tolerable .,NEU,volume through bluetooth,tolerable,0
at the end of the day i think it is worth the extra cost if you are looking for a premium product feel .,POS,,worth,0
"at the moment , it is everything it was advertised to be .",POS,,,1
"at the time of this posting , this model was going only for 1800 for the 512gb with a dedicated video card .",POS,model,,1
"at this point i no longer trusted this model and was afraid of having the same issue with a replacement if i exchanged it , and then not having enough time to do another exchange and still be able to charge and configure it in time to wrap and put under the christmas tree for my son , so i contacted amazon and they gladly e - mailed me a return shipping label and refunded my money in full in 3 days , after receiving it back from me .",NEG,model,afraid,0
"at this point i no longer trusted this model and was afraid of having the same issue with a replacement if i exchanged it , and then not having enough time to do another exchange and still be able to charge and configure it in time to wrap and put under the christmas tree for my son , so i contacted amazon and they gladly e - mailed me a return shipping label and refunded my money in full in 3 days , after receiving it back from me .",POS,amazon,gladly,0
at this stage i am disappointed than raging up and it wasn ' t the end yet the keyboard didn ' t work at all .,NEG,keyboard,disappointed,0
audio quest dragonfly is automatically detected and runs perfectly when attached to one of the usb - c ports .,POS,usb - c ports,perfectly,0
awesome computer .,POS,computer,"awesome, awesome",0
awesome display .,POS,display,awesome,0
awesome machine .,POS,machine,awesome,0
back lit keyboard should be a standard by now !,NEU,back lit keyboard,,1
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .,POS,backlit,comfortably,0
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .,POS,keyboard,comfortably,0
backlit keyboard is extremely viewable and comfortable .,POS,backlit keyboard,"viewable, comfortable",0
backlit keyboard is great ; feels sturdy ; fast processing .,POS,,"sturdy, fast",0
backlit keyboard is great ; feels sturdy ; fast processing .,POS,backlit keyboard,great,0
"bad battery , speaker and touchpad",NEG,battery,bad,0
"bad battery , speaker and touchpad",NEG,speaker,bad,0
"bad battery , speaker and touchpad",NEG,touchpad,bad,0
"bad touchpad , jerky movement , imprecise , no controls to improve .",NEG,touchpad,"jerky, bad, imprecise",0
barely have it for 6 months and everything ' s going haywire .,NEG,,haywire,0
"basically , it is great for work and media as long as you dont need other proprietary programs to do your work .",POS,,great,0
battery : solid .,POS,battery,solid,0
"battery charger is super tiny and lightweight , which is an additional advantage vs the 1 lb brick that you have to lug around with the ux501vw .",POS,battery charger,"tiny, lightweight",0
battery could last longer .,NEG,battery,,1
battery is all day amazing,POS,battery,amazing,0
"battery is good , display and keyboard are pretty great .",POS,battery,good,0
"battery is good , display and keyboard are pretty great .",POS,display,great,0
"battery is good , display and keyboard are pretty great .",POS,keyboard,great,0
battery is not as long,NEG,battery,,1
battery is okay .,NEU,battery,okay,0
"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned .",NEG,battery,,1
"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned .",POS,laptop,love,0
battery last 2 1 / 2 hours,NEU,battery,,1
battery lasts for quite sometime .,POS,battery,,1
"battery lasts me all day , it ' s big screen is easy on the eyes .",POS,battery,,1
"battery lasts me all day , it ' s big screen is easy on the eyes .",POS,screen,easy,0
"battery life , speed , display and software were my additional top reasons why i went for the samsung .",POS,battery life,,1
"battery life , speed , display and software were my additional top reasons why i went for the samsung .",POS,display,,1
"battery life , speed , display and software were my additional top reasons why i went for the samsung .",POS,samsung,,1
"battery life , speed , display and software were my additional top reasons why i went for the samsung .",POS,software,,1
battery life : i haven ' t had the laptop for too long but easily get 8 hours or more on a charge .,POS,battery life,,1
battery life appears to be pretty good too .,POS,battery life,good,0
battery life can last me roughly 5 or 6 hours on internet usage alone with multiple tabs .,NEU,battery,,1
"battery life doesn ' t seem to be more than 5 hours , but i expected that going in .",NEU,battery life,,1
battery life has been very good .,POS,battery life,good,0
battery life is a huge plus !,POS,battery life,,1
battery life is also solid .,POS,battery life,solid,0
battery life is amazing .,POS,battery life,amazing,0
battery life is between 4 to 7 hours depending on what i ' m doing .,NEU,battery life,,1
battery life is excellent and our students love them !,POS,battery life,"excellent, love",0
battery life is fantastic giving me over 8 hours easily with moderate usage .,POS,battery life,fantastic,0
battery life is good .,POS,battery life,good,0
battery life is good at about 10 hours .,POS,battery life,good,0
"battery life is great for reviewing adobe forms and web surfing , pretty good for youtube videos .",POS,battery life,"great, good",0
battery life is great if you use half of the brightness .,POS,battery life,great,0
battery life is horrible though .,NEG,battery life,horrible,0
battery life is not good .,NEG,battery life,not good,0
battery life is only 3 .,NEG,battery life,,1
battery life is phenomenal .,POS,battery life,phenomenal,0
battery life is phenomenal again .,POS,battery life,phenomenal,0
battery life is right at 10 hours as advertised and the keyboard feels great when typing out emails .,POS,battery life,,1
battery life is right at 10 hours as advertised and the keyboard feels great when typing out emails .,POS,keyboard,great,0
"battery life is short , but plugging it in works .",NEG,battery life,short,0
battery life is superb,POS,battery life,superb,0
battery life its ok .,NEU,battery life,ok,0
battery life short,NEG,battery life,short,0
battery life sucks .,NEG,battery life,sucks,0
"battery life thus far isn ' t nearly as long as i thought it would be , based upon video reviews of this model and item description .",NEG,battery life,,1
"battery life was mediocre , too , come to think of it .",NEU,battery life,mediocre,0
battery seems to be pretty good .,POS,battery,good,0
"battery works well , i get nearly 4 to 5 hours easily .",POS,battery,well,0
be prepared to wait a good five hours give or take until the system runs smoother .,POS,system,"smoother, good",0
beautiful display and runs fast !,POS,,fast,0
beautiful display and runs fast !,POS,display,beautiful,0
beautiful ips display .,POS,ips display,beautiful,0
beautiful machine .,POS,machine,beautiful,0
beautiful resolution,POS,resolution,beautiful,0
"before i get to that , let me first confirm that the keyboard is indeed appallingly bad .",NEG,keyboard,bad,0
before the review this package has nice presentation and solid build .,POS,build,solid,0
before the review this package has nice presentation and solid build .,POS,package,nice,0
"being able to use play store apps has been a huge plus and i ' m now so comfortable with google docs , i ' very already forgotten i even owned a windows laptop .",POS,google docs,comfortable,0
below medium build quality,NEG,build quality,below medium,0
besides that it runs ok,NEU,,ok,0
best for : if you are looking for a travel laptop and are planning on doing light work this is an amazing buy for the price .,POS,laptop,"amazing, amazing",0
best laptop i ' ve ever owned .,POS,laptop,best,0
best pc bang for this level of buck .,POS,pc bang,best,0
beware that stains in the coating of the display have been detected in all of the macbook retina editions .,NEG,display,,1
beware this product seems to have no quality control .,NEG,product,,1
"beyond that , less than a week into the ownership trial , the power _ supply failed .",NEG,power _ supply failed,.,0
"big learning curve , would hate to see someone older try and figure it out .",NEG,,hate,0
big screen !,POS,screen,big,0
bigger screen,POS,screen,bigger,0
"biggest gripe , no backlights on the keyboard .",NEG,keyboard,,1
blackboard works fine for me .,POS,blackboard,fine,0
"bluetooth to an external speaker is do - able , but not convenient .",NEG,bluetooth,not convenient,0
"bluetooth to an external speaker is do - able , but not convenient .",NEG,speaker,not convenient,0
"boot speed : likewise , very fast -",POS,,fast,0
boot time is basically non - existent .,POS,boot time,,1
"boot up is of course , almost instant .",POS,boot up,instant,0
bought in july and it is oct. needs new battery but cant find one anywhere,NEG,battery,,1
"bought it for a xmas gift , dead in less than 3 months .",NEG,,,1
bought it for my grandson for college and he loves it .,POS,,loves,0
bought this because of the touch screen and specs capable of running android ( and it ' s a supported model ) .,POS,specs,capable,0
bought this for my daughter ' s senior year of college and she ' s very happy .,POS,,happy,0
bought this for my ten year old for school and creating .,NEU,,,1
bought this last year on july .,NEU,,,1
bought this specific unit because quality is well reviewed here and online albeit at 2x average chrome book price .,NEG,specific unit,,1
bought this specific unit because quality is well reviewed here and online albeit at 2x average chrome book price .,POS,specific unit,well,0
"bright enough for all uses , and 1080p is perfect - images are sharp .",POS,1080p,"bright, perfect",0
build quality and design are top notch .,POS,build quality,top notch,0
build quality and design are top notch .,POS,design,top notch,0
build quality is excellent ( was .,POS,build quality,excellent,0
"build quality is very good , nearing the ` ` excellent ` ` mark , especially for the price .",POS,,,1
"build quality is very good , nearing the ` ` excellent ` ` mark , especially for the price .",POS,build quality,"good, excellent",0
build quality seems excellent .,POS,build quality,excellent,0
"build quality seems ok , keyboard is not flimsy or too firm .",POS,build quality,ok,0
"build quality seems ok , keyboard is not flimsy or too firm .",POS,keyboard,not flimsy or too firm,0
"but , honesty , for the intended use case of a budget chromebook ( youtube , bill paying , amazon prime watching machine ) this difference is negligible .",NEU,chromebook,negligible,0
"but , it does work and is handy .",POS,,handy,0
"but , now i realize the design is flawed .",NEG,design,flawed,0
"but , until that time , this review stands as : do not buy if your care about the display ' s life .",NEG,display ' s life,,1
"but , when software compatibility began stacking up , it became a nogo for me .",NEG,software,nogo,0
but after three charge cycles the screen started vibrating vigorously from side - to - side .,NEG,screen,,1
"but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .",POS,,"aesthetically, pleasing, happy",0
"but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .",POS,battery,ok,0
but do not dare will only be good for playing games maybe it will get better .,POS,it,good,0
but how expensive it is .,NEG,,expensive,0
"but i ' m getting into photography now , and it ' s terrible for loading , storing , and editing pictures .",NEG,,terrible,0
but i ' m growing ever more disenchanted with the core m3 processing speed .,NEG,core m3,disenchanted,0
but i ' ve had consistent issues with this laptop since i ' ve bought it .,NEG,laptop,,1
but i fed up with the price it cost to upgrade the product as well as the software .,NEG,,fed up,0
"but i guess , it ' s got a lot of power going to that processor so you can ' t have it all .",NEU,processor,,1
"but i would have never bought it if i knew that windows 10 was the worst , god awful garbage operating system i have ever encountered .",NEG,windows 10,"awful, worst",0
but if you keep it plugged in it ' s great !,POS,,great,0
"but just at first glance , this thing is top quality .",POS,,top,0
"but now , i ' m totally satisfied with this chromebook !",POS,chromebook,satisfied,0
but overall a good laptop for productivity .,POS,laptop,good,0
but screen is very weird .,NEG,screen,weird,0
but seemed very poorly made for the money .,NEG,,poorly,0
but so far this laptop has been up to its expectations .,POS,laptop,,1
but the 4 gb of ram makes the things you use a chromebook for work without delay .,POS,ram,,1
"but the battery was giving erroneous feedback and getting too hot while charging , the keyboard was way too sensitive for me , and the cover / lid was a really cheaply made .",NEG,battery,erroneous,0
"but the battery was giving erroneous feedback and getting too hot while charging , the keyboard was way too sensitive for me , and the cover / lid was a really cheaply made .",NEG,cover / lid,cheaply,0
"but the battery was giving erroneous feedback and getting too hot while charging , the keyboard was way too sensitive for me , and the cover / lid was a really cheaply made .",NEG,keyboard,way too sensitive,0
but the speakers are absolutely horrible !,NEG,speakers,horrible,0
but the worse webcam i ' ve seen in a while and the battery dies very fast .,NEG,battery,fast,0
but the worse webcam i ' ve seen in a while and the battery dies very fast .,NEG,webcam,worse,0
"but they didn ' t make it $ 300 by wasting money , there are compromises .",POS,,,1
"but this asus , who offered so much & rated over 4 stars , turned to a black screen , just over a month after i received it .",NEG,asus,,1
but this asus c302ca has blown me away .,POS,asus c302ca,blown me away,0
but this one was a piece of trash .,NEG,trash,trash,0
but today i noticed it ' s cracking ( ref : pics ) .,NEG,,cracking,0
but yeah overall good,POS,,good,0
but you ca n ' t beat the price .,POS,,,1
but you can ' t use an acer chromebook r 11 this way .,NEG,acer chromebook r 11,,1
"buy it for school , buy it for home , buy on for the grandkids .",POS,,,1
buy this computer and you ' ll be very happy with it .,POS,computer,happy,0
"buy this thing if you want a cheap , snappy web browser on - the - go .",POS,,"snappy, cheap",0
by far this is the most disappointing experiences that i ever had doing online shopping .,NEG,,disappointing,0
"by the time i was returning it , the system was in such poor shape from the msi .",NEG,system,poor,0
"c302ca - dh54 gets the job done for work that doesn ' t require multiple cores for rendering , weight painting or ripping .",POS,c302ca - dh54,,1
ca n ' t go wrong with an asus !,POS,asus,,1
ca n ' t use itunes and stuff like that but it ' s ok still great .,POS,,"ok, great",0
"called acer support , they were completely useless .",NEG,acer support,useless,0
called customer service twice only to learn that i need to return old charger ( i pay $ 15 to return ) .,NEG,customer service,,1
called support a second time after 10 minutes of verifying some type of info they told me to call google without even trying to help .,NEG,support,,1
"camera is not that good , so video call on mobile phone is better .",NEU,camera,not that good,0
camera is sd but not a problem .,NEU,camera,,1
can get pretty warm running an intensive android app for a while .,NEG,android app,warm,0
can not remove the battery .,NEG,battery,,1
certain apps ( especially flash based apps ) will get the machine very hot .,NEG,apps,,1
cheaply made plastic but performance is well worth the trade for a $ 500 laptop .,NEG,,cheaply made,0
cheaply made plastic but performance is well worth the trade for a $ 500 laptop .,POS,,"well, worth",0
choose this one .,POS,,,1
chrome extensions are great productivity tools to boot - they help me squeeze the most out of everyday .,POS,chrome extensions,great,0
chrome has come a long way to be sure and in its optimized avatar on this system its very snappy .,POS,chrome,snappy,0
chrome os is intuitive and easy to use .,POS,chrome os,"intuitive, easy",0
chrome os is not matured in any way .,NEG,chrome os,,1
chrome os is pretty simplistic and easy to learn .,POS,chrome os,"simplistic, easy",0
chromebook is not a writer ' s friend .,NEG,chromebook,,1
"chromebook seems like the kind of device that you review after a few weeks , and by the time anything happens to it that affects use , the replacement will be just as much or cheaper , twice as powerful , and come with ` ` angry birds ` ` installed by default .",NEG,chromebook,,1
chromebooks are a waste of time / money .,NEG,chromebooks,waste,0
